manufacturer,substation_id,source_file,window_start,window_end,label,lead_time_bucket,estimated_lead_time_hours,fault_event_id
manufacturer 2,9,manufacturer 2/operational_data/substation_9.csv,2018-12-17T00:00:00+00:00,2018-12-17T06:00:00+00:00,normal,,,
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2016-09-23T06:00:00+00:00,2016-09-23T12:00:00+00:00,pre_fault,3-7d,150.06666666666666,40
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2016-09-27T00:00:00+00:00,2016-09-27T06:00:00+00:00,pre_fault,1-3d,60.06666666666667,40
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2016-09-27T18:00:00+00:00,2016-09-28T00:00:00+00:00,pre_fault,1-3d,42.06666666666667,40
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2016-12-01T18:00:00+00:00,2016-12-02T00:00:00+00:00,pre_fault,3-7d,111.71666666666667,38
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2017-12-12T06:00:00+00:00,2017-12-12T12:00:00+00:00,pre_fault,3-7d,157.66666666666666,32
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2017-12-14T12:00:00+00:00,2017-12-14T18:00:00+00:00,pre_fault,3-7d,103.66666666666667,32
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2017-12-17T12:00:00+00:00,2017-12-17T18:00:00+00:00,pre_fault,1-3d,31.666666666666668,32
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2018-02-17T12:00:00+00:00,2018-02-17T18:00:00+00:00,normal,,,
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2018-02-18T06:00:00+00:00,2018-02-18T12:00:00+00:00,normal,,,
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2018-02-18T12:00:00+00:00,2018-02-18T18:00:00+00:00,normal,,,
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2018-02-21T18:00:00+00:00,2018-02-22T00:00:00+00:00,normal,,,
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2018-08-19T00:00:00+00:00,2018-08-19T06:00:00+00:00,normal,,,
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2018-08-19T06:00:00+00:00,2018-08-19T12:00:00+00:00,normal,,,
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2018-08-22T12:00:00+00:00,2018-08-22T18:00:00+00:00,normal,,,
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2018-08-22T18:00:00+00:00,2018-08-23T00:00:00+00:00,normal,,,
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2019-10-10T00:00:00+00:00,2019-10-10T06:00:00+00:00,pre_fault,3-7d,107.53333333333333,25
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2019-10-10T18:00:00+00:00,2019-10-11T00:00:00+00:00,pre_fault,3-7d,89.53333333333333,25
manufacturer 2,10,manufacturer 2/operational_data/substation_10.csv,2019-10-13T18:00:00+00:00,2019-10-14T00:00:00+00:00,pre_fault,0-24h,17.533333333333335,25
manufacturer 2,11,manufacturer 2/operational_data/substation_11.csv,2019-11-21T12:00:00+00:00,2019-11-21T18:00:00+00:00,pre_fault,3-7d,117.95,18
manufacturer 2,11,manufacturer 2/operational_data/substation_11.csv,2019-11-22T12:00:00+00:00,2019-11-22T18:00:00+00:00,pre_fault,3-7d,93.95,18
manufacturer 2,11,manufacturer 2/operational_data/substation_11.csv,2019-11-24T06:00:00+00:00,2019-11-24T12:00:00+00:00,pre_fault,1-3d,51.95,18
manufacturer 2,11,manufacturer 2/operational_data/substation_11.csv,2019-11-24T12:00:00+00:00,2019-11-24T18:00:00+00:00,pre_fault,1-3d,45.95,18
manufacturer 2,11,manufacturer 2/operational_data/substation_11.csv,2019-11-24T18:00:00+00:00,2019-11-25T00:00:00+00:00,pre_fault,1-3d,39.95,18
manufacturer 2,11,manufacturer 2/operational_data/substation_11.csv,2019-11-25T00:00:00+00:00,2019-11-25T06:00:00+00:00,pre_fault,1-3d,33.95,18
manufacturer 2,11,manufacturer 2/operational_data/substation_11.csv,2020-03-12T06:00:00+00:00,2020-03-12T12:00:00+00:00,normal,,,
manufacturer 2,16,manufacturer 2/operational_data/substation_16.csv,2018-05-16T06:00:00+00:00,2018-05-16T12:00:00+00:00,pre_fault,3-7d,76.95,31
manufacturer 2,18,manufacturer 2/operational_data/substation_18.csv,2020-01-14T18:00:00+00:00,2020-01-15T00:00:00+00:00,pre_fault,3-7d,160.88333333333333,10
manufacturer 2,18,manufacturer 2/operational_data/substation_18.csv,2020-01-15T12:00:00+00:00,2020-01-15T18:00:00+00:00,pre_fault,3-7d,142.88333333333333,10
manufacturer 2,18,manufacturer 2/operational_data/substation_18.csv,2020-01-16T12:00:00+00:00,2020-01-16T18:00:00+00:00,pre_fault,3-7d,118.88333333333334,10
manufacturer 2,18,manufacturer 2/operational_data/substation_18.csv,2020-01-21T00:00:00+00:00,2020-01-21T06:00:00+00:00,pre_fault,0-24h,10.883333333333333,10
manufacturer 2,19,manufacturer 2/operational_data/substation_19.csv,2018-06-05T00:00:00+00:00,2018-06-05T06:00:00+00:00,normal,,,
manufacturer 2,19,manufacturer 2/operational_data/substation_19.csv,2018-06-05T06:00:00+00:00,2018-06-05T12:00:00+00:00,normal,,,
manufacturer 2,19,manufacturer 2/operational_data/substation_19.csv,2018-06-06T12:00:00+00:00,2018-06-06T18:00:00+00:00,normal,,,
manufacturer 2,19,manufacturer 2/operational_data/substation_19.csv,2018-06-10T06:00:00+00:00,2018-06-10T12:00:00+00:00,normal,,,
manufacturer 2,19,manufacturer 2/operational_data/substation_19.csv,2018-06-10T12:00:00+00:00,2018-06-10T18:00:00+00:00,normal,,,
manufacturer 2,19,manufacturer 2/operational_data/substation_19.csv,2018-06-10T18:00:00+00:00,2018-06-11T00:00:00+00:00,normal,,,
manufacturer 2,19,manufacturer 2/operational_data/substation_19.csv,2018-06-11T06:00:00+00:00,2018-06-11T12:00:00+00:00,normal,,,
manufacturer 2,19,manufacturer 2/operational_data/substation_19.csv,2018-12-25T00:00:00+00:00,2018-12-25T06:00:00+00:00,pre_fault,3-7d,81.01666666666667,29
manufacturer 2,19,manufacturer 2/operational_data/substation_19.csv,2019-02-24T06:00:00+00:00,2019-02-24T12:00:00+00:00,normal,,,
manufacturer 2,19,manufacturer 2/operational_data/substation_19.csv,2019-02-24T18:00:00+00:00,2019-02-25T00:00:00+00:00,normal,,,
manufacturer 2,19,manufacturer 2/operational_data/substation_19.csv,2019-02-26T18:00:00+00:00,2019-02-27T00:00:00+00:00,normal,,,
manufacturer 2,19,manufacturer 2/operational_data/substation_19.csv,2019-02-28T18:00:00+00:00,2019-03-01T00:00:00+00:00,normal,,,
manufacturer 2,20,manufacturer 2/operational_data/substation_20.csv,2017-01-05T06:00:00+00:00,2017-01-05T12:00:00+00:00,pre_fault,3-7d,147.0,36
manufacturer 2,20,manufacturer 2/operational_data/substation_20.csv,2017-01-07T12:00:00+00:00,2017-01-07T18:00:00+00:00,pre_fault,3-7d,93.0,36
manufacturer 2,20,manufacturer 2/operational_data/substation_20.csv,2017-01-10T00:00:00+00:00,2017-01-10T06:00:00+00:00,pre_fault,1-3d,33.0,36
manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,2020-03-13T06:00:00+00:00,2020-03-13T12:00:00+00:00,pre_fault,3-7d,125.18333333333334,1
manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,2020-03-14T06:00:00+00:00,2020-03-14T12:00:00+00:00,pre_fault,3-7d,101.18333333333334,1
manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,2020-03-16T18:00:00+00:00,2020-03-17T00:00:00+00:00,pre_fault,1-3d,41.18333333333333,1
manufacturer 2,26,manufacturer 2/operational_data/substation_26.csv,2019-11-11T00:00:00+00:00,2019-11-11T06:00:00+00:00,pre_fault,3-7d,105.0,22
manufacturer 2,26,manufacturer 2/operational_data/substation_26.csv,2019-11-14T12:00:00+00:00,2019-11-14T18:00:00+00:00,pre_fault,0-24h,21.0,22
manufacturer 2,26,manufacturer 2/operational_data/substation_26.csv,2020-03-03T06:00:00+00:00,2020-03-03T12:00:00+00:00,normal,,,
manufacturer 2,26,manufacturer 2/operational_data/substation_26.csv,2020-03-04T00:00:00+00:00,2020-03-04T06:00:00+00:00,normal,,,
manufacturer 2,26,manufacturer 2/operational_data/substation_26.csv,2020-03-06T00:00:00+00:00,2020-03-06T06:00:00+00:00,normal,,,
manufacturer 2,26,manufacturer 2/operational_data/substation_26.csv,2020-03-07T12:00:00+00:00,2020-03-07T18:00:00+00:00,normal,,,
manufacturer 2,26,manufacturer 2/operational_data/substation_26.csv,2020-03-07T18:00:00+00:00,2020-03-08T00:00:00+00:00,normal,,,
manufacturer 2,31,manufacturer 2/operational_data/substation_31.csv,2020-02-16T00:00:00+00:00,2020-02-16T06:00:00+00:00,normal,,,
manufacturer 2,31,manufacturer 2/operational_data/substation_31.csv,2020-02-19T12:00:00+00:00,2020-02-19T18:00:00+00:00,normal,,,
manufacturer 2,31,manufacturer 2/operational_data/substation_31.csv,2020-02-20T12:00:00+00:00,2020-02-20T18:00:00+00:00,normal,,,
manufacturer 2,35,manufacturer 2/operational_data/substation_35.csv,2020-01-02T12:00:00+00:00,2020-01-02T18:00:00+00:00,normal,,,
manufacturer 2,35,manufacturer 2/operational_data/substation_35.csv,2020-01-30T12:00:00+00:00,2020-01-30T18:00:00+00:00,pre_fault,3-7d,123.45,6
manufacturer 2,39,manufacturer 2/operational_data/substation_39.csv,2019-10-07T06:00:00+00:00,2019-10-07T12:00:00+00:00,pre_fault,3-7d,153.25,26
manufacturer 2,40,manufacturer 2/operational_data/substation_40.csv,2019-08-18T12:00:00+00:00,2019-08-18T18:00:00+00:00,normal,,,
manufacturer 2,40,manufacturer 2/operational_data/substation_40.csv,2019-08-21T12:00:00+00:00,2019-08-21T18:00:00+00:00,normal,,,
manufacturer 2,40,manufacturer 2/operational_data/substation_40.csv,2019-12-16T00:00:00+00:00,2019-12-16T06:00:00+00:00,normal,,,
manufacturer 2,40,manufacturer 2/operational_data/substation_40.csv,2019-12-20T06:00:00+00:00,2019-12-20T12:00:00+00:00,normal,,,
manufacturer 2,40,manufacturer 2/operational_data/substation_40.csv,2019-12-20T12:00:00+00:00,2019-12-20T18:00:00+00:00,normal,,,
manufacturer 2,43,manufacturer 2/operational_data/substation_43.csv,2020-01-05T18:00:00+00:00,2020-01-06T00:00:00+00:00,pre_fault,3-7d,114.58333333333333,12
manufacturer 2,43,manufacturer 2/operational_data/substation_43.csv,2020-01-06T06:00:00+00:00,2020-01-06T12:00:00+00:00,pre_fault,3-7d,102.58333333333333,12
manufacturer 2,43,manufacturer 2/operational_data/substation_43.csv,2020-01-09T12:00:00+00:00,2020-01-09T18:00:00+00:00,pre_fault,1-3d,24.583333333333332,12
manufacturer 2,45,manufacturer 2/operational_data/substation_45.csv,2020-03-03T12:00:00+00:00,2020-03-03T18:00:00+00:00,pre_fault,3-7d,144.2,3
manufacturer 2,45,manufacturer 2/operational_data/substation_45.csv,2020-03-04T06:00:00+00:00,2020-03-04T12:00:00+00:00,pre_fault,3-7d,126.2,3
manufacturer 2,45,manufacturer 2/operational_data/substation_45.csv,2020-03-04T12:00:00+00:00,2020-03-04T18:00:00+00:00,pre_fault,3-7d,120.2,3
manufacturer 2,45,manufacturer 2/operational_data/substation_45.csv,2020-03-05T06:00:00+00:00,2020-03-05T12:00:00+00:00,pre_fault,3-7d,102.2,3
manufacturer 2,45,manufacturer 2/operational_data/substation_45.csv,2020-03-08T06:00:00+00:00,2020-03-08T12:00:00+00:00,pre_fault,1-3d,30.2,3
manufacturer 2,45,manufacturer 2/operational_data/substation_45.csv,2020-03-09T12:00:00+00:00,2020-03-09T18:00:00+00:00,pre_fault,0-24h,0.2,3
manufacturer 2,49,manufacturer 2/operational_data/substation_49.csv,2018-02-14T00:00:00+00:00,2018-02-14T06:00:00+00:00,normal,,,
manufacturer 2,49,manufacturer 2/operational_data/substation_49.csv,2018-02-15T00:00:00+00:00,2018-02-15T06:00:00+00:00,normal,,,
manufacturer 2,49,manufacturer 2/operational_data/substation_49.csv,2018-02-17T00:00:00+00:00,2018-02-17T06:00:00+00:00,normal,,,
manufacturer 2,49,manufacturer 2/operational_data/substation_49.csv,2018-02-17T12:00:00+00:00,2018-02-17T18:00:00+00:00,normal,,,
manufacturer 2,50,manufacturer 2/operational_data/substation_50.csv,2019-11-12T18:00:00+00:00,2019-11-13T00:00:00+00:00,pre_fault,3-7d,132.84444444444443,20
manufacturer 2,50,manufacturer 2/operational_data/substation_50.csv,2019-11-14T00:00:00+00:00,2019-11-14T06:00:00+00:00,pre_fault,3-7d,102.84444444444445,20
manufacturer 2,50,manufacturer 2/operational_data/substation_50.csv,2019-11-15T06:00:00+00:00,2019-11-15T12:00:00+00:00,pre_fault,3-7d,72.84444444444445,20
manufacturer 2,50,manufacturer 2/operational_data/substation_50.csv,2019-11-15T12:00:00+00:00,2019-11-15T18:00:00+00:00,pre_fault,1-3d,66.84444444444445,20
manufacturer 2,50,manufacturer 2/operational_data/substation_50.csv,2019-11-16T12:00:00+00:00,2019-11-16T18:00:00+00:00,pre_fault,1-3d,42.84444444444444,20
manufacturer 2,50,manufacturer 2/operational_data/substation_50.csv,2019-11-18T06:00:00+00:00,2019-11-18T12:00:00+00:00,pre_fault,0-24h,0.8444444444444444,20
manufacturer 2,52,manufacturer 2/operational_data/substation_52.csv,2017-09-26T00:00:00+00:00,2017-09-26T06:00:00+00:00,normal,,,
manufacturer 2,52,manufacturer 2/operational_data/substation_52.csv,2017-09-28T00:00:00+00:00,2017-09-28T06:00:00+00:00,normal,,,
manufacturer 2,52,manufacturer 2/operational_data/substation_52.csv,2017-09-28T18:00:00+00:00,2017-09-29T00:00:00+00:00,normal,,,
manufacturer 2,52,manufacturer 2/operational_data/substation_52.csv,2018-06-01T06:00:00+00:00,2018-06-01T12:00:00+00:00,normal,,,
manufacturer 2,52,manufacturer 2/operational_data/substation_52.csv,2018-08-24T18:00:00+00:00,2018-08-25T00:00:00+00:00,normal,,,
manufacturer 2,52,manufacturer 2/operational_data/substation_52.csv,2018-08-25T18:00:00+00:00,2018-08-26T00:00:00+00:00,normal,,,
manufacturer 2,52,manufacturer 2/operational_data/substation_52.csv,2018-08-26T18:00:00+00:00,2018-08-27T00:00:00+00:00,normal,,,
manufacturer 2,52,manufacturer 2/operational_data/substation_52.csv,2019-02-15T06:00:00+00:00,2019-02-15T12:00:00+00:00,pre_fault,3-7d,123.26666666666667,28
manufacturer 2,52,manufacturer 2/operational_data/substation_52.csv,2019-02-18T06:00:00+00:00,2019-02-18T12:00:00+00:00,pre_fault,1-3d,51.266666666666666,28
manufacturer 2,52,manufacturer 2/operational_data/substation_52.csv,2019-02-19T12:00:00+00:00,2019-02-19T18:00:00+00:00,pre_fault,0-24h,21.266666666666666,28
manufacturer 2,52,manufacturer 2/operational_data/substation_52.csv,2020-03-12T00:00:00+00:00,2020-03-12T06:00:00+00:00,normal,,,
manufacturer 2,52,manufacturer 2/operational_data/substation_52.csv,2020-03-12T18:00:00+00:00,2020-03-13T00:00:00+00:00,normal,,,
manufacturer 2,53,manufacturer 2/operational_data/substation_53.csv,2019-11-10T06:00:00+00:00,2019-11-10T12:00:00+00:00,pre_fault,3-7d,123.83333333333333,21
manufacturer 2,53,manufacturer 2/operational_data/substation_53.csv,2019-11-12T00:00:00+00:00,2019-11-12T06:00:00+00:00,pre_fault,3-7d,81.83333333333333,21
manufacturer 2,53,manufacturer 2/operational_data/substation_53.csv,2019-11-13T18:00:00+00:00,2019-11-14T00:00:00+00:00,pre_fault,1-3d,39.833333333333336,21
manufacturer 2,53,manufacturer 2/operational_data/substation_53.csv,2019-12-13T00:00:00+00:00,2019-12-13T06:00:00+00:00,normal,,,
manufacturer 2,53,manufacturer 2/operational_data/substation_53.csv,2019-12-13T12:00:00+00:00,2019-12-13T18:00:00+00:00,normal,,,
manufacturer 2,53,manufacturer 2/operational_data/substation_53.csv,2019-12-16T00:00:00+00:00,2019-12-16T06:00:00+00:00,normal,,,
manufacturer 2,53,manufacturer 2/operational_data/substation_53.csv,2019-12-19T06:00:00+00:00,2019-12-19T12:00:00+00:00,normal,,,
manufacturer 2,53,manufacturer 2/operational_data/substation_53.csv,2020-02-19T12:00:00+00:00,2020-02-19T18:00:00+00:00,normal,,,
manufacturer 2,53,manufacturer 2/operational_data/substation_53.csv,2020-02-24T06:00:00+00:00,2020-02-24T12:00:00+00:00,normal,,,
manufacturer 2,53,manufacturer 2/operational_data/substation_53.csv,2020-03-13T18:00:00+00:00,2020-03-14T00:00:00+00:00,pre_fault,1-3d,64.0,2
manufacturer 2,55,manufacturer 2/operational_data/substation_55.csv,2019-10-15T06:00:00+00:00,2019-10-15T12:00:00+00:00,normal,,,
manufacturer 2,55,manufacturer 2/operational_data/substation_55.csv,2019-10-15T18:00:00+00:00,2019-10-16T00:00:00+00:00,normal,,,
manufacturer 2,55,manufacturer 2/operational_data/substation_55.csv,2019-10-20T06:00:00+00:00,2019-10-20T12:00:00+00:00,normal,,,
manufacturer 2,55,manufacturer 2/operational_data/substation_55.csv,2019-10-21T00:00:00+00:00,2019-10-21T06:00:00+00:00,normal,,,
manufacturer 2,55,manufacturer 2/operational_data/substation_55.csv,2019-10-21T06:00:00+00:00,2019-10-21T12:00:00+00:00,normal,,,
manufacturer 2,55,manufacturer 2/operational_data/substation_55.csv,2019-10-21T18:00:00+00:00,2019-10-22T00:00:00+00:00,normal,,,
manufacturer 2,59,manufacturer 2/operational_data/substation_59.csv,2020-01-23T06:00:00+00:00,2020-01-23T12:00:00+00:00,pre_fault,1-3d,32.766666666666666,8
manufacturer 2,59,manufacturer 2/operational_data/substation_59.csv,2020-01-23T12:00:00+00:00,2020-01-23T18:00:00+00:00,pre_fault,1-3d,26.766666666666666,8
manufacturer 2,59,manufacturer 2/operational_data/substation_59.csv,2020-03-09T12:00:00+00:00,2020-03-09T18:00:00+00:00,normal,,,
manufacturer 2,59,manufacturer 2/operational_data/substation_59.csv,2020-03-10T18:00:00+00:00,2020-03-11T00:00:00+00:00,normal,,,
manufacturer 2,60,manufacturer 2/operational_data/substation_60.csv,2019-03-18T12:00:00+00:00,2019-03-18T18:00:00+00:00,normal,,,
manufacturer 2,60,manufacturer 2/operational_data/substation_60.csv,2019-03-21T12:00:00+00:00,2019-03-21T18:00:00+00:00,normal,,,
