manufacturer,substation_id,window_start,window_end,label,fault_event_id,fault_label,configuration_type,lead_time_bucket,estimated_lead_time_hours,split_event_regime_based,priority_regression_target,target,priority_v2_threshold48_score,risk_gated_urgency_x8_score,priority_lgbm_guarded_score,priority_lgbm_leak_diagnostic_score,model_version
manufacturer 2,21,2018-12-01 06:00:00,2018-12-01 12:00:00,pre_fault,30.0,Control unit: Incorrect parameterisation,SH + DHW with sub-circuits,1-3d,50.41666666666666,train,80.0,1,70.0893,70.40088594602416,75.30123868253558,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,15,2019-12-16 12:00:00,2019-12-16 18:00:00,pre_fault,13.0,Leakage,SH,1-3d,62.23333333333333,train,80.0,1,70.0832,70.59196874533578,77.11941588841032,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-01-10 12:00:00,2016-01-10 18:00:00,pre_fault,13.0,Failure of the heating circuit pump,SH + DHW with sub-circuits,1-3d,42.65,train,80.0,1,70.0768,70.222390595187,75.54312968593918,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,39,2019-10-01 18:00:00,2019-10-02 00:00:00,pre_fault,27.0,Leakage,SH with buffer tank,1-3d,36.28333333333333,train,80.0,1,70.0686,70.17934038895915,76.6667912084713,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-01-11 06:00:00,2016-01-11 12:00:00,pre_fault,13.0,Failure of the heating circuit pump,SH + DHW with sub-circuits,1-3d,24.65,train,80.0,1,70.0591,70.7159406058159,77.40659189419122,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,26,2019-11-13 06:00:00,2019-11-13 12:00:00,pre_fault,22.0,Incorrect setting of the differential pressure regulator,SH + DHW,1-3d,45.0,train,80.0,1,70.0571,70.63178016465572,76.19891513328656,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-07-31 00:00:00,2016-07-31 06:00:00,pre_fault,41.0,Air in the piping system,SH,1-3d,28.566666666666663,train,80.0,1,70.0424,70.75197276082355,75.85409209313303,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-01-10 00:00:00,2016-01-10 06:00:00,pre_fault,13.0,Failure of the heating circuit pump,SH + DHW with sub-circuits,1-3d,54.65,train,80.0,1,70.0347,70.15026216903831,77.12045922887451,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,19,2018-11-19 18:00:00,2018-11-20 00:00:00,pre_fault,37.0,Control unit: Incorrect parameterisation,SH + DHW with sub-circuits,1-3d,33.25,train,80.0,1,70.0324,70.55767161874066,76.6911429740655,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-01-10 06:00:00,2016-01-10 12:00:00,pre_fault,13.0,Failure of the heating circuit pump,SH + DHW with sub-circuits,1-3d,48.65,train,80.0,1,70.0241,70.18352324776396,78.74269317904577,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-07-30 18:00:00,2016-07-31 00:00:00,pre_fault,41.0,Air in the piping system,SH,1-3d,34.56666666666667,train,80.0,1,70.0233,70.33375859792258,76.78729451275542,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-01-09 18:00:00,2016-01-10 00:00:00,pre_fault,13.0,Failure of the heating circuit pump,SH + DHW with sub-circuits,1-3d,60.65,train,80.0,1,70.0208,70.06414520346048,77.64991153879802,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,19,2018-11-18 12:00:00,2018-11-18 18:00:00,pre_fault,37.0,Control unit: Incorrect parameterisation,SH + DHW with sub-circuits,1-3d,63.25,train,80.0,1,70.0183,70.48953845608202,77.72732904613162,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-07-29 18:00:00,2016-07-30 00:00:00,pre_fault,41.0,Air in the piping system,SH,1-3d,58.56666666666667,train,80.0,1,70.0071,70.91259906109049,76.6251178267662,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,52,2019-02-18 06:00:00,2019-02-18 12:00:00,pre_fault,28.0,Low pre-charge at the expansion vessel,SH + DHW,1-3d,45.266666666666666,train,80.0,1,70.0062,70.29944339646885,76.63005443219186,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-06-04 06:00:00,2017-06-04 12:00:00,pre_fault,34.0,unknown,SH + DHW with sub-circuits,1-3d,67.56666666666666,train,80.0,1,70.0052,70.06378641444002,76.61207444569789,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-01-09 12:00:00,2016-01-09 18:00:00,pre_fault,13.0,Failure of the heating circuit pump,SH + DHW with sub-circuits,1-3d,66.65,train,80.0,1,69.9977,70.00704012243217,77.908752160279,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,26,2019-11-14 00:00:00,2019-11-14 06:00:00,pre_fault,22.0,Incorrect setting of the differential pressure regulator,SH + DHW,1-3d,27.0,train,80.0,1,69.9968,70.36479007975487,77.22563913791748,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,6,2019-04-13 18:00:00,2019-04-14 00:00:00,pre_fault,64.0,Differential pressure regulator defective,SH + DHW,1-3d,57.68333333333333,train,80.0,1,69.979,70.182264379729,77.6272416279253,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,52,2019-02-18 12:00:00,2019-02-18 18:00:00,pre_fault,28.0,Low pre-charge at the expansion vessel,SH + DHW,1-3d,39.266666666666666,train,80.0,1,69.9784,70.13835081011095,75.83075768042758,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,15,2019-12-16 06:00:00,2019-12-16 12:00:00,pre_fault,13.0,Leakage,SH,1-3d,68.23333333333333,train,80.0,1,69.9752,70.16078336828738,77.05884662660777,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,17,2019-01-07 06:00:00,2019-01-07 12:00:00,pre_fault,29.0,Motorised control valve (primary side): Control valve jams when closed,SH + DHW,1-3d,50.3,train,80.0,1,69.9732,70.1819600582357,76.20402592387912,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,26,2019-11-12 06:00:00,2019-11-12 12:00:00,pre_fault,22.0,Incorrect setting of the differential pressure regulator,SH + DHW,1-3d,69.0,train,80.0,1,69.9681,70.05155023379275,77.12480305788107,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,15,2019-12-17 18:00:00,2019-12-18 00:00:00,pre_fault,13.0,Leakage,SH,1-3d,32.233333333333334,train,80.0,1,69.9522,70.39897617276712,76.82670658960826,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-06-05 06:00:00,2017-06-05 12:00:00,pre_fault,34.0,unknown,SH + DHW with sub-circuits,1-3d,43.56666666666667,train,80.0,1,69.947,70.3213146541743,77.20709012549767,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,15,2019-12-17 12:00:00,2019-12-17 18:00:00,pre_fault,13.0,Leakage,SH,1-3d,38.23333333333333,train,80.0,1,69.9368,69.99745712286762,77.48259664872079,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,6,2019-04-14 00:00:00,2019-04-14 06:00:00,pre_fault,64.0,Differential pressure regulator defective,SH + DHW,1-3d,51.68333333333333,train,80.0,1,69.9356,70.2424011142516,76.86539431910224,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-07-30 00:00:00,2016-07-30 06:00:00,pre_fault,41.0,Air in the piping system,SH,1-3d,52.56666666666667,train,80.0,1,69.9231,70.12849383925347,76.47391156367667,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-06-05 18:00:00,2017-06-06 00:00:00,pre_fault,34.0,unknown,SH + DHW with sub-circuits,1-3d,31.566666666666663,train,80.0,1,69.9217,70.29178027875037,77.20100035731276,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-06-05 12:00:00,2017-06-05 18:00:00,pre_fault,34.0,unknown,SH + DHW with sub-circuits,1-3d,37.56666666666667,train,80.0,1,69.9085,70.11131875312266,76.66458194744345,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,17,2019-01-07 12:00:00,2019-01-07 18:00:00,pre_fault,29.0,Motorised control valve (primary side): Control valve jams when closed,SH + DHW,1-3d,44.3,train,80.0,1,69.9074,69.99994699359796,76.28210987159434,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,6,2019-04-14 06:00:00,2019-04-14 12:00:00,pre_fault,64.0,Differential pressure regulator defective,SH + DHW,1-3d,45.68333333333333,train,80.0,1,69.9071,70.52782339390679,77.97814858041188,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,6,2019-04-14 12:00:00,2019-04-14 18:00:00,pre_fault,64.0,Differential pressure regulator defective,SH + DHW,1-3d,39.68333333333333,train,80.0,1,69.9053,70.23646382535988,77.97814858041188,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2018-06-30 00:00:00,2018-06-30 06:00:00,pre_fault,20.0,"Safety relief valve: Water loss, does not close properly",SH + DHW,1-3d,52.81666666666667,train,80.0,1,69.9032,69.98731765753774,76.42391703076244,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,6,2019-04-13 06:00:00,2019-04-13 12:00:00,pre_fault,64.0,Differential pressure regulator defective,SH + DHW,1-3d,69.68333333333334,train,80.0,1,69.8911,69.99642780392998,77.94642670841435,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,26,2019-11-12 18:00:00,2019-11-13 00:00:00,pre_fault,22.0,Incorrect setting of the differential pressure regulator,SH + DHW,1-3d,57.0,train,80.0,1,69.8724,70.11714637804131,77.2833086942708,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-07-29 12:00:00,2016-07-29 18:00:00,pre_fault,41.0,Air in the piping system,SH,1-3d,64.56666666666666,train,80.0,1,69.8714,70.0161399167361,77.80001813492204,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,6,2019-04-13 12:00:00,2019-04-13 18:00:00,pre_fault,64.0,Differential pressure regulator defective,SH + DHW,1-3d,63.68333333333333,train,80.0,1,69.8701,70.08815682349258,78.0782359986182,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,28,2020-01-11 00:00:00,2020-01-11 06:00:00,pre_fault,47.0,Failure of the heating circuit pump,SH + DHW,1-3d,52.91666666666666,train,80.0,1,69.8658,69.92924459842625,77.31545071404014,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-06-04 12:00:00,2017-06-04 18:00:00,pre_fault,34.0,unknown,SH + DHW with sub-circuits,1-3d,61.56666666666667,train,80.0,1,69.8359,70.36874652573783,77.72777009979936,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,15,2019-12-17 06:00:00,2019-12-17 12:00:00,pre_fault,13.0,Leakage,SH,1-3d,44.23333333333333,train,80.0,1,69.8306,69.92314391088537,77.25158684092096,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-06-04 18:00:00,2017-06-05 00:00:00,pre_fault,34.0,unknown,SH + DHW with sub-circuits,1-3d,55.56666666666667,train,80.0,1,69.811,69.97839225837939,77.21106065914812,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,26,2019-11-13 12:00:00,2019-11-13 18:00:00,pre_fault,22.0,Incorrect setting of the differential pressure regulator,SH + DHW,1-3d,39.0,train,80.0,1,69.7828,70.12747518941674,77.18247261423438,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,15,2019-12-16 18:00:00,2019-12-17 00:00:00,pre_fault,13.0,Leakage,SH,1-3d,56.23333333333333,train,80.0,1,69.765,70.14886966270326,76.36207498047166,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,15,2019-12-17 00:00:00,2019-12-17 06:00:00,pre_fault,13.0,Leakage,SH,1-3d,50.23333333333333,train,80.0,1,69.7616,69.97162088414271,76.60817251007266,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,6,2019-04-14 18:00:00,2019-04-15 00:00:00,pre_fault,64.0,Differential pressure regulator defective,SH + DHW,1-3d,33.68333333333333,train,80.0,1,69.736,69.91475803425548,77.33009550869212,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,19,2018-12-26 00:00:00,2018-12-26 06:00:00,pre_fault,29.0,Leakage,SH + DHW,1-3d,51.016666666666666,train,80.0,1,69.6497,70.11506712610108,77.29951548767968,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2018-06-29 12:00:00,2018-06-29 18:00:00,pre_fault,20.0,"Safety relief valve: Water loss, does not close properly",SH + DHW,1-3d,64.81666666666666,train,80.0,1,69.6432,70.09484026555356,77.06941566399824,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,19,2018-11-20 00:00:00,2018-11-20 06:00:00,pre_fault,37.0,Control unit: Incorrect parameterisation,SH + DHW with sub-circuits,1-3d,27.25,train,80.0,1,69.6351,70.03511037535743,77.20728522368361,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2018-06-30 06:00:00,2018-06-30 12:00:00,pre_fault,20.0,"Safety relief valve: Water loss, does not close properly",SH + DHW,1-3d,46.81666666666667,train,80.0,1,69.6295,69.73359506165842,77.06941566399824,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-06-06 00:00:00,2017-06-06 06:00:00,pre_fault,34.0,unknown,SH + DHW with sub-circuits,1-3d,25.566666666666663,train,80.0,1,69.5478,69.85115532671603,76.40018627199818,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2018-06-29 18:00:00,2018-06-30 00:00:00,pre_fault,20.0,"Safety relief valve: Water loss, does not close properly",SH + DHW,1-3d,58.81666666666667,train,80.0,1,69.5379,69.70039233358177,77.06941566399824,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,52,2019-02-19 00:00:00,2019-02-19 06:00:00,pre_fault,28.0,Low pre-charge at the expansion vessel,SH + DHW,1-3d,27.266666666666666,train,80.0,1,69.504,69.90228476030913,75.55301172330492,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,17,2019-01-07 18:00:00,2019-01-08 00:00:00,pre_fault,29.0,Motorised control valve (primary side): Control valve jams when closed,SH + DHW,1-3d,38.3,train,80.0,1,69.3969,69.50644954231977,78.00539612006862,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,31,2020-01-11 12:00:00,2020-01-11 18:00:00,pre_fault,45.0,"Heat exchanger: Leakage, external",SH + DHW,1-3d,45.8,train,80.0,1,69.3868,69.5759426445065,77.83430528310564,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-06-05 00:00:00,2017-06-05 06:00:00,pre_fault,34.0,unknown,SH + DHW with sub-circuits,1-3d,49.56666666666667,train,80.0,1,69.3514,69.79947644737277,75.77207878802899,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,19,2018-11-19 00:00:00,2018-11-19 06:00:00,pre_fault,37.0,Control unit: Incorrect parameterisation,SH + DHW with sub-circuits,1-3d,51.25,train,80.0,1,69.3227,69.47202666447411,78.38067788010855,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,10,2016-12-04 18:00:00,2016-12-05 00:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH,1-3d,33.71666666666667,train,80.0,1,69.149,69.47980182576107,77.22889989278545,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,6,2019-04-15 00:00:00,2019-04-15 06:00:00,pre_fault,64.0,Differential pressure regulator defective,SH + DHW,1-3d,27.683333333333334,train,80.0,1,69.0989,69.72220371509911,79.0341646669222,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,10,2016-12-04 12:00:00,2016-12-04 18:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH,1-3d,39.71666666666667,train,80.0,1,69.079,69.34753633182495,77.22889989278545,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,10,2016-12-03 18:00:00,2016-12-04 00:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH,1-3d,57.71666666666667,train,80.0,1,69.0742,69.1527084707647,78.15364913672424,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,26,2019-11-13 18:00:00,2019-11-14 00:00:00,pre_fault,22.0,Incorrect setting of the differential pressure regulator,SH + DHW,1-3d,33.0,train,80.0,1,69.0649,69.33324439615315,77.74803771853746,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,10,2016-12-04 00:00:00,2016-12-04 06:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH,1-3d,51.71666666666667,train,80.0,1,69.0497,69.51792961592318,77.35999943396398,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,10,2016-12-05 00:00:00,2016-12-05 06:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH,1-3d,27.716666666666665,train,80.0,1,69.0318,69.41515772429952,75.29326091482743,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,10,2016-12-04 06:00:00,2016-12-04 12:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH,1-3d,45.71666666666667,train,80.0,1,69.03,69.36190083166795,78.15364913672424,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,10,2016-12-03 12:00:00,2016-12-03 18:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH,1-3d,63.71666666666667,train,80.0,1,69.0134,69.24851157050094,78.15364913672424,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,26,2019-11-12 12:00:00,2019-11-12 18:00:00,pre_fault,22.0,Incorrect setting of the differential pressure regulator,SH + DHW,1-3d,63.0,train,80.0,1,68.7734,69.00146690208261,77.74803771853746,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2019-01-11 18:00:00,2019-01-12 00:00:00,pre_fault,65.0,Leakage,SH + DHW,1-3d,59.96666666666667,train,80.0,1,68.5839,68.92724190181521,75.43187037748152,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-12-13 18:00:00,2016-12-14 00:00:00,pre_fault,37.0,unknown,SH,1-3d,56.65,train,80.0,1,68.5453,68.64668294932491,78.59596193503903,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2017-03-11 00:00:00,2017-03-11 06:00:00,pre_fault,35.0,unknown,SH,1-3d,27.183333333333334,train,80.0,1,68.5118,68.83225442710139,76.56364510085767,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-12-13 12:00:00,2016-12-13 18:00:00,pre_fault,37.0,unknown,SH,1-3d,62.65,train,80.0,1,68.4994,68.65992895956407,78.4873043292121,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-12-14 18:00:00,2016-12-15 00:00:00,pre_fault,37.0,unknown,SH,1-3d,32.65,train,80.0,1,68.4968,68.59928033458989,78.4873043292121,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-12-15 00:00:00,2016-12-15 06:00:00,pre_fault,37.0,unknown,SH,1-3d,26.65,train,80.0,1,68.4873,68.78046716848009,78.39678087325682,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2017-03-10 06:00:00,2017-03-10 12:00:00,pre_fault,35.0,unknown,SH,1-3d,45.18333333333333,train,80.0,1,68.4843,69.20235222613661,76.57546919531586,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-12-14 00:00:00,2016-12-14 06:00:00,pre_fault,37.0,unknown,SH,1-3d,50.65,train,80.0,1,68.4665,68.70949201455227,78.4873043292121,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-12-14 12:00:00,2016-12-14 18:00:00,pre_fault,37.0,unknown,SH,1-3d,38.65,train,80.0,1,68.4509,68.64996268203612,77.43175224616795,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-12-13 06:00:00,2016-12-13 12:00:00,pre_fault,37.0,unknown,SH,1-3d,68.65,train,80.0,1,68.449,68.75310903643816,77.25463208872905,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2017-03-10 18:00:00,2017-03-11 00:00:00,pre_fault,35.0,unknown,SH,1-3d,33.18333333333333,train,80.0,1,68.4327,68.90145350417014,76.64048308319809,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2017-03-09 18:00:00,2017-03-10 00:00:00,pre_fault,35.0,unknown,SH,1-3d,57.18333333333333,train,80.0,1,68.3848,68.66628138895128,76.42933928254358,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2017-03-10 12:00:00,2017-03-10 18:00:00,pre_fault,35.0,unknown,SH,1-3d,39.18333333333333,train,80.0,1,68.3499,68.5758903583813,75.70380244050006,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2016-12-14 06:00:00,2016-12-14 12:00:00,pre_fault,37.0,unknown,SH,1-3d,44.65,train,80.0,1,68.2617,68.62411124631225,75.30047124090851,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,21,2019-10-18 00:00:00,2019-10-18 06:00:00,pre_fault,32.0,Control unit: Incorrect parameterisation,SH + DHW,1-3d,28.633333333333333,train,80.0,1,68.1851,68.5454490396215,76.21209967619296,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,21,2019-10-17 18:00:00,2019-10-18 00:00:00,pre_fault,32.0,Control unit: Incorrect parameterisation,SH + DHW,1-3d,34.63333333333333,train,80.0,1,68.1661,68.3064423676977,76.50519340648744,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,21,2019-10-17 00:00:00,2019-10-17 06:00:00,pre_fault,32.0,Control unit: Incorrect parameterisation,SH + DHW,1-3d,52.63333333333333,train,80.0,1,68.1567,68.51541916422836,76.7048535604043,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,21,2019-10-17 12:00:00,2019-10-17 18:00:00,pre_fault,32.0,Control unit: Incorrect parameterisation,SH + DHW,1-3d,40.63333333333333,train,80.0,1,68.1172,68.25943355126428,75.82272347912759,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,21,2019-10-17 06:00:00,2019-10-17 12:00:00,pre_fault,32.0,Control unit: Incorrect parameterisation,SH + DHW,1-3d,46.63333333333333,train,80.0,1,68.0878,68.59003371375722,76.31069837286837,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2019-01-12 06:00:00,2019-01-12 12:00:00,pre_fault,65.0,Leakage,SH + DHW,1-3d,47.96666666666667,train,80.0,1,68.0398,68.22220829559028,74.76254912006571,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2019-01-13 00:00:00,2019-01-13 06:00:00,pre_fault,65.0,Leakage,SH + DHW,1-3d,29.966666666666665,train,80.0,1,68.009,68.54517404170011,77.1014136993725,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,21,2019-10-16 18:00:00,2019-10-17 00:00:00,pre_fault,32.0,Control unit: Incorrect parameterisation,SH + DHW,1-3d,58.63333333333333,train,80.0,1,67.9884,68.36134498589331,75.51817742962271,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2017-03-10 00:00:00,2017-03-10 06:00:00,pre_fault,35.0,unknown,SH,1-3d,51.18333333333333,train,80.0,1,67.9767,68.58412119847117,74.52116016444356,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,21,2019-10-16 12:00:00,2019-10-16 18:00:00,pre_fault,32.0,Control unit: Incorrect parameterisation,SH + DHW,1-3d,64.63333333333334,train,80.0,1,67.9719,68.40341051847895,75.38910261278674,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2019-01-12 18:00:00,2019-01-13 00:00:00,pre_fault,65.0,Leakage,SH + DHW,1-3d,35.96666666666667,train,80.0,1,67.9201,68.11059731152118,76.107663437242,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-10-21 18:00:00,2016-10-22 00:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH + DHW with sub-circuits,1-3d,61.91666666666666,train,80.0,1,67.8979,68.17866063888779,76.44046962886291,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-10-22 12:00:00,2016-10-22 18:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH + DHW with sub-circuits,1-3d,43.91666666666666,train,80.0,1,67.8957,68.40481114071738,76.37577803426498,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-10-23 06:00:00,2016-10-23 12:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH + DHW with sub-circuits,1-3d,25.916666666666668,train,80.0,1,67.8943,68.48793130599444,76.38220289062288,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-10-22 18:00:00,2016-10-23 00:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH + DHW with sub-circuits,1-3d,37.91666666666666,train,80.0,1,67.8938,67.99941942621997,76.44109527233974,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-10-21 12:00:00,2016-10-21 18:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH + DHW with sub-circuits,1-3d,67.91666666666667,train,80.0,1,67.8762,68.20744928297026,77.10875631325851,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-10-22 06:00:00,2016-10-22 12:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH + DHW with sub-circuits,1-3d,49.91666666666666,train,80.0,1,67.8514,67.9633058413607,77.26484805761409,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-10-22 00:00:00,2016-10-22 06:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH + DHW with sub-circuits,1-3d,55.91666666666666,train,80.0,1,67.8388,67.92721683570213,77.26484805761409,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,24,2016-10-23 00:00:00,2016-10-23 06:00:00,pre_fault,38.0,Incorrect setting of the differential pressure regulator,SH + DHW with sub-circuits,1-3d,31.916666666666668,train,80.0,1,67.8229,68.11417091253087,76.83017386939525,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2019-01-12 12:00:00,2019-01-12 18:00:00,pre_fault,65.0,Leakage,SH + DHW,1-3d,41.96666666666667,train,80.0,1,67.6398,67.91561268613907,74.59481401849268,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2019-01-11 12:00:00,2019-01-11 18:00:00,pre_fault,65.0,Leakage,SH + DHW,1-3d,65.96666666666667,train,80.0,1,67.6108,67.76596336161971,75.8584243823113,79.99721275404225,priority_engine_v3_lgbm_regression_candidate
