ts,outdoor_temperature,s_hc1_supply_temperature,s_hc1_supply_temperature_setpoint,s_dhw_supply_temperature,s_dhw_supply_temperature_setpoint,p_hc1_return_temperature,s_dhw_upper_storage_temperature,s_dhw_upper_storage_temperature_setpoint,s_dhw_lower_storage_temperature,p_net_meter_energy,p_net_meter_volume,p_net_meter_heat_power,p_net_meter_flow,p_net_supply_temperature,p_net_return_temperature,manufacturer,substation_id,source_file,s_hc1_control_unit_mode,s_dhw_control_unit_mode,s_hc1_room_temperature_setpoint,p_hc1_control_valve_position_setpoint,p_dhw_control_valve_position,s_hc1_heating_pump_status_setpoint
2014-05-04 20:40:00,9.0,57.8,58.2,62.0,61.0,40.4,59.1,61.0,15.9,652183.0,14938.546666666669,5.0,155.33333333333334,83.66666666666667,53.66666666666666,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 20:50:00,8.65,57.15,58.8,61.9,61.0,40.35,54.75,61.0,13.95,652186.0,14938.603333333333,4.5,143.66666666666669,83.83333333333333,54.333333333333336,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 21:00:00,8.3,56.5,59.4,61.8,61.0,40.3,50.4,61.0,12.0,652189.0,14938.66,4.0,132.0,84.0,55.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 21:10:00,7.8,66.3,59.4,57.9,62.0,53.4,57.3,61.0,11.8,652194.1666666666,14938.741666666669,4.333333333333333,135.16666666666666,84.33333333333333,54.333333333333336,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 21:20:00,7.55,65.65,60.3,59.1,62.0,49.1,59.3,61.0,15.6,652199.3333333334,14938.823333333334,4.666666666666667,138.33333333333334,84.66666666666667,53.66666666666666,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 21:30:00,7.3,65.0,61.2,60.3,62.0,44.8,61.3,61.0,19.4,652204.5,14938.905,5.0,141.5,85.0,53.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 21:40:00,7.1,63.2,61.6,61.4,61.0,43.0,61.2,61.0,15.6,652209.6666666666,14938.986666666666,5.333333333333333,144.66666666666666,85.33333333333333,52.333333333333336,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 21:50:00,7.1,62.2,61.6,61.5,61.0,42.65,59.650000000000006,61.0,13.95,652214.8333333334,14939.068333333333,5.666666666666666,147.83333333333334,85.66666666666667,51.66666666666666,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 22:00:00,7.1,61.2,61.6,61.6,61.0,42.3,58.1,61.0,12.3,652220.0,14939.15,6.0,151.0,86.0,51.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 22:10:00,6.6,59.6,62.4,62.3,61.0,41.8,56.2,61.0,11.8,652223.1666666666,14939.206666666669,5.833333333333333,147.66666666666666,86.16666666666667,51.5,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 22:20:00,6.5,61.95,60.8,61.0,61.5,46.05,55.85,61.0,11.8,652226.3333333334,14939.263333333332,5.666666666666667,144.33333333333334,86.33333333333333,52.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 22:30:00,6.4,64.3,59.2,59.7,62.0,50.3,55.5,61.0,11.8,652229.5,14939.32,5.5,141.0,86.5,52.5,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 22:40:00,6.1,62.8,62.9,61.6,62.0,46.0,60.1,61.0,46.6,652232.6666666666,14939.376666666669,5.333333333333333,137.66666666666666,86.66666666666667,53.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 22:50:00,6.0,62.05,63.3,61.650000000000006,61.5,45.4,59.8,61.0,30.85,652235.8333333334,14939.433333333332,5.166666666666667,134.33333333333334,86.83333333333333,53.5,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 23:00:00,5.9,61.3,63.7,61.7,61.0,44.8,59.5,61.0,15.1,652239.0,14939.49,5.0,131.0,87.0,54.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 23:10:00,5.7,59.7,53.0,61.1,61.0,44.5,58.7,61.0,12.6,652242.1666666666,14939.543333333331,5.166666666666667,133.0,87.16666666666667,53.5,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 23:20:00,5.7,59.0,53.0,61.25,61.0,44.25,54.75,61.0,12.25,652245.3333333334,14939.596666666666,5.333333333333333,135.0,87.33333333333333,53.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 23:30:00,5.7,58.3,53.0,61.4,61.0,44.0,50.8,61.0,11.9,652248.5,14939.65,5.5,137.0,87.5,52.5,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 23:40:00,5.4,58.5,53.6,59.4,62.0,42.4,58.7,61.0,13.5,652251.6666666666,14939.703333333331,5.666666666666667,139.0,87.66666666666667,52.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-04 23:50:00,5.45,58.3,53.55,60.2,61.5,41.6,59.45,61.0,32.65,652254.8333333334,14939.756666666666,5.833333333333333,141.0,87.83333333333333,51.5,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 00:00:00,5.5,58.1,53.5,61.0,61.0,40.8,60.2,61.0,51.8,652258.0,14939.81,6.0,143.0,88.0,51.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 00:10:00,5.6,57.0,53.3,61.9,61.0,41.0,59.2,61.0,39.6,652258.6666666666,14939.831666666669,5.666666666666667,140.83333333333334,87.33333333333333,51.833333333333336,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 00:20:00,5.5,56.5,53.5,61.75,61.0,41.05,59.1,61.0,33.75,652259.3333333334,14939.853333333333,5.333333333333333,138.66666666666666,86.66666666666667,52.66666666666666,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 00:30:00,5.4,56.0,53.7,61.6,61.0,41.1,59.0,61.0,27.9,652260.0,14939.875,5.0,136.5,86.0,53.5,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 00:40:00,5.2,55.3,54.2,61.3,61.0,40.7,58.8,61.0,16.4,652260.6666666666,14939.896666666667,4.666666666666667,134.33333333333334,85.33333333333333,54.333333333333336,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 00:50:00,5.1,55.0,54.45,61.5,61.0,40.55,58.45,61.0,14.7,652261.3333333334,14939.918333333331,4.333333333333334,132.16666666666666,84.66666666666667,55.16666666666666,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 01:00:00,5.0,54.7,54.7,61.7,61.0,40.4,58.1,61.0,13.0,652262.0,14939.94,4.0,130.0,84.0,56.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 01:10:00,4.8,54.1,55.1,60.6,61.0,40.0,57.9,61.0,12.9,652262.8333333334,14939.963333333331,4.0,130.16666666666666,84.0,55.5,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 01:20:00,4.75,53.85,55.2,60.45,61.0,39.75,57.8,61.0,12.9,652263.6666666666,14939.986666666668,4.0,130.33333333333334,84.0,55.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 01:30:00,4.7,53.6,55.3,60.3,61.0,39.5,57.7,61.0,12.9,652264.5,14940.01,4.0,130.5,84.0,54.5,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 01:40:00,4.8,61.7,55.0,60.5,61.0,46.1,57.6,61.0,12.9,652265.3333333334,14940.033333333333,4.0,130.66666666666666,84.0,54.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 01:50:00,4.9,60.5,54.85,60.15,61.0,44.6,57.35,61.0,12.95,652266.1666666666,14940.056666666667,4.0,130.83333333333334,84.0,53.5,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 02:00:00,5.0,59.3,54.7,59.8,61.0,43.1,57.1,61.0,13.0,652267.0,14940.08,4.0,131.0,84.0,53.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 02:10:00,5.0,57.5,54.7,59.6,61.0,41.9,56.5,61.0,12.8,652267.8333333334,14940.101666666666,4.166666666666667,132.66666666666666,84.0,53.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 02:20:00,5.0,56.9,54.7,59.95,61.0,41.45,56.5,61.0,12.85,652268.6666666666,14940.123333333331,4.333333333333333,134.33333333333334,84.0,53.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 02:30:00,5.0,56.3,54.7,60.3,61.0,41.0,56.5,61.0,12.9,652269.5,14940.145,4.5,136.0,84.0,53.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 02:40:00,5.0,55.1,54.7,60.1,61.0,40.3,56.5,61.0,12.9,652270.3333333334,14940.166666666666,4.666666666666667,137.66666666666666,84.0,53.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 02:50:00,5.0,54.8,54.7,60.150000000000006,61.0,40.05,56.5,61.0,12.9,652271.1666666666,14940.188333333332,4.833333333333333,139.33333333333334,84.0,53.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 03:00:00,5.0,54.5,54.7,60.2,61.0,39.8,56.5,61.0,12.9,652272.0,14940.21,5.0,141.0,84.0,53.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2014-05-05 03:10:00,5.0,53.7,54.7,60.3,61.0,39.3,56.5,61.0,13.0,652272.8333333334,14940.235,5.0,140.5,84.16666666666667,53.0,manufacturer 1,10,manufacturer 1/operational_data/substation_10.csv,,,,,,
2020-03-17 22:40:01,7.1,57.8,54.8,61.0,,33.7,57.4,,28.7,67815000.0,1334590000.0,2100.0,81000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,24.0,EIN
2020-03-17 22:50:00,7.0,56.9,55.1,61.0,,32.3,58.6,,28.8,67815000.0,1334610000.0,1500.0,58000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,24.0,EIN
2020-03-17 23:00:00,7.0,56.1,55.1,60.9,,31.1,59.7,,28.9,67815000.0,1334610000.0,1500.0,58000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,24.0,EIN
2020-03-17 23:10:00,6.9,55.6,55.4,60.9,,30.1,60.0,,29.0,67816000.0,1334630000.0,1700.0,62000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,24.0,EIN
2020-03-17 23:20:00,6.8,55.1,55.6,61.0,,29.3,56.0,,15.4,67816000.0,1334650000.0,1900.0,71000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,1.0,24.0,EIN
2020-03-17 23:30:00,6.8,54.5,55.6,60.7,,28.5,54.6,,10.1,67816000.0,1334650000.0,1900.0,71000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,2.0,24.0,EIN
2020-03-17 23:40:00,6.7,54.0,55.8,60.0,,27.6,54.3,,10.1,67817000.0,1334660000.0,2400.0,92000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,3.0,24.0,EIN
2020-03-17 23:50:00,6.6,53.3,56.0,59.7,,26.9,54.0,,10.0,67817000.0,1334680000.0,3000.0,109000.0,82.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,15.0,24.0,EIN
2020-03-18 00:00:00,6.6,61.4,56.0,59.8,,33.8,53.9,,10.0,67817000.0,1334680000.0,3000.0,109000.0,82.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,24.0,EIN
2020-03-18 00:10:00,6.5,58.1,56.1,60.0,,31.3,51.9,,10.2,67818000.0,1334700000.0,2200.0,80000.0,83.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,1.0,24.0,EIN
2020-03-18 00:20:00,6.3,56.3,56.7,59.9,,30.0,51.6,,10.3,67818000.0,1334720000.0,2100.0,75000.0,82.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,1.0,24.0,EIN
2020-03-18 00:30:00,6.3,55.2,56.7,59.8,,28.9,51.4,,10.2,67818000.0,1334720000.0,2100.0,75000.0,82.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,3.0,24.0,EIN
2020-03-18 00:40:00,6.3,54.5,56.7,59.9,,27.9,51.2,,10.3,67819000.0,1334740000.0,2400.0,89000.0,82.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,9.0,24.0,EIN
2020-03-18 00:50:00,6.2,62.8,56.9,60.0,,35.2,51.0,,10.3,67819000.0,1334760000.0,2100.0,76000.0,83.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,1.0,24.0,EIN
2020-03-18 01:00:00,6.2,59.1,56.9,60.0,,32.3,50.8,,10.3,67819000.0,1334760000.0,2100.0,76000.0,83.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,24.0,EIN
2020-03-18 01:10:00,6.1,56.9,57.0,60.0,,30.5,50.5,,10.2,67820000.0,1334780000.0,2100.0,76000.0,82.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,24.0,EIN
2020-03-18 01:20:00,6.0,55.7,57.2,60.1,,29.3,50.3,,10.3,67820000.0,1334800000.0,2100.0,76000.0,82.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,3.0,24.0,EIN
2020-03-18 01:30:00,6.0,55.0,57.2,60.1,,28.3,50.3,,10.3,67820000.0,1334800000.0,2100.0,76000.0,82.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,5.0,24.0,EIN
2020-03-18 01:40:00,6.0,64.5,57.2,60.2,,37.0,49.1,,10.7,67821000.0,1334820000.0,2100.0,76000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,24.0,EIN
2020-03-18 01:50:00,6.0,60.0,57.2,60.2,,33.2,47.7,,10.6,67821000.0,1334840000.0,2000.0,76000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,1.0,24.0,EIN
2020-03-18 02:00:00,6.0,57.6,57.2,60.2,,31.2,46.2,,10.8,67821000.0,1334840000.0,2000.0,76000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,1.0,24.0,EIN
2020-03-18 02:10:00,6.0,56.1,57.2,60.2,,29.9,45.5,,10.9,67822000.0,1334860000.0,2000.0,76000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,1.0,24.0,EIN
2020-03-18 02:20:00,6.1,55.3,57.0,50.3,,28.8,52.8,,11.0,67822000.0,1334870000.0,2100.0,78000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,3.0,60.0,EIN
2020-03-18 02:30:00,6.1,55.8,57.0,59.0,,27.8,56.7,,12.8,67822000.0,1334870000.0,2100.0,78000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,2.0,67.0,EIN
2020-03-18 02:40:00,6.2,56.0,56.9,55.7,,26.9,56.8,,55.2,67827000.0,1334940000.0,25100.0,329000.0,86.0,21.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,2.0,38.0,EIN
2020-03-18 02:50:00,6.3,55.4,56.7,60.4,,25.9,56.5,,56.3,67830000.0,1335000000.0,4300.0,128000.0,85.0,56.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,3.0,38.0,EIN
2020-03-18 03:00:00,6.3,55.0,56.7,62.1,,25.3,56.5,,56.3,67830000.0,1335000000.0,4300.0,128000.0,85.0,56.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,3.0,35.0,EIN
2020-03-18 03:10:00,6.3,54.2,56.7,62.0,,24.7,56.3,,56.1,67831000.0,1335030000.0,3300.0,114000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,13.0,28.0,EIN
2020-03-18 03:20:00,6.1,62.0,57.0,61.9,,31.4,56.3,,56.1,67832000.0,1335050000.0,2300.0,85000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,26.0,EIN
2020-03-18 03:30:00,6.1,58.6,57.0,62.0,,29.5,56.3,,56.1,67832000.0,1335050000.0,2300.0,85000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,1.0,26.0,EIN
2020-03-18 03:40:01,6.2,56.7,56.9,62.0,,28.2,56.3,,56.0,67833000.0,1335070000.0,2300.0,86000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,1.0,26.0,EIN
2020-03-18 03:50:00,6.2,55.6,56.9,62.0,,27.5,56.3,,56.0,67833000.0,1335090000.0,2100.0,82000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,2.0,25.0,EIN
2020-03-18 04:00:01,6.2,54.9,56.9,62.0,,26.8,56.2,,56.0,67833000.0,1335090000.0,2100.0,82000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,4.0,25.0,EIN
2020-03-18 04:10:01,6.2,70.5,56.9,61.8,,50.9,56.2,,55.9,67834000.0,1335110000.0,2100.0,81000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,20.0,1.0,22.0,EIN
2020-03-18 04:20:00,6.2,67.5,67.7,61.5,,44.8,56.2,,55.8,67834000.0,1335140000.0,1900.0,72000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,1.0,22.0,EIN
2020-03-18 04:30:01,6.2,64.6,67.7,61.4,,40.8,56.2,,55.8,67834000.0,1335140000.0,1900.0,72000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,14.0,22.0,EIN
2020-03-18 04:40:00,6.2,66.7,65.4,61.2,,48.1,56.4,,55.7,67835000.0,1335160000.0,4000.0,130000.0,84.0,57.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,11.0,22.0,EIN
2020-03-18 04:50:00,6.3,68.3,66.5,61.1,,53.3,57.0,,55.7,67835000.0,1335170000.0,2100.0,73000.0,83.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,10.0,22.0,EIN
2020-03-18 05:00:00,6.3,66.6,66.5,61.1,,56.5,58.3,,55.6,67835000.0,1335170000.0,2100.0,73000.0,83.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,15.0,22.0,EIN
2020-03-18 05:10:00,6.3,65.3,65.1,61.0,,48.2,59.5,,55.6,67836000.0,1335190000.0,2000.0,72000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,11.0,22.0,EIN
2020-03-18 05:20:01,6.3,67.2,67.5,61.0,,51.2,57.6,,55.2,67836000.0,1335210000.0,2000.0,72000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,15.0,22.0,EIN
2020-03-18 05:30:00,6.3,68.4,67.5,61.1,,53.4,56.7,,54.6,67836000.0,1335210000.0,2000.0,72000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,11.0,22.0,EIN
2020-03-18 05:40:00,6.3,64.0,67.5,60.9,,56.9,56.5,,53.8,67837000.0,1335230000.0,1900.0,72000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,21.0,22.0,EIN
2020-03-18 05:50:00,6.3,65.7,67.5,60.8,,48.7,56.5,,53.1,67837000.0,1335250000.0,2000.0,73000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,13.0,22.0,EIN
2020-03-18 06:00:01,6.3,67.0,67.5,60.9,,50.9,56.3,,51.9,67837000.0,1335250000.0,2000.0,73000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,11.0,22.0,EIN
2020-03-18 06:10:01,6.3,69.2,67.5,61.0,,55.0,56.2,,49.7,67838000.0,1335270000.0,1900.0,70000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,15.0,22.0,EIN
2020-03-18 06:20:00,6.3,64.7,67.5,60.9,,47.1,56.3,,49.0,67838000.0,1335290000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,18.0,22.0,EIN
2020-03-18 06:30:00,6.3,66.3,67.5,60.9,,49.2,56.4,,46.8,67838000.0,1335290000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,9.0,22.0,EIN
2020-03-18 06:40:00,6.4,69.1,67.1,61.0,,54.9,56.4,,44.5,67839000.0,1335310000.0,2000.0,73000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,13.0,22.0,EIN
2020-03-18 06:50:00,6.4,65.1,67.1,60.9,,47.4,56.4,,43.0,67840000.0,1335330000.0,1900.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,13.0,22.0,EIN
2020-03-18 07:00:00,6.4,67.3,67.1,60.9,,50.8,56.8,,41.2,67840000.0,1335330000.0,1900.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,12.0,22.0,EIN
2020-03-18 07:10:00,6.4,67.8,67.1,60.9,,58.3,57.6,,40.7,67840000.0,1335350000.0,2000.0,73000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,17.0,22.0,EIN
2020-03-18 07:20:00,6.5,65.4,66.9,61.2,,47.8,55.6,,15.4,67841000.0,1335360000.0,1900.0,71000.0,84.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,11.0,22.0,EIN
2020-03-18 07:30:00,6.5,68.5,66.9,61.2,,52.7,55.6,,13.2,67841000.0,1335360000.0,1900.0,71000.0,84.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,6.0,22.0,EIN
2020-03-18 07:40:00,6.6,64.2,66.8,61.1,,45.7,55.6,,12.3,67841000.0,1335380000.0,2000.0,73000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,11.0,22.0,EIN
2020-03-18 07:50:00,6.6,68.0,66.8,61.0,,50.6,55.4,,11.9,67842000.0,1335400000.0,2000.0,72000.0,84.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,9.0,22.0,EIN
2020-03-18 08:00:00,6.6,63.8,66.8,60.9,,44.7,55.4,,11.3,67842000.0,1335400000.0,2000.0,72000.0,84.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,17.0,22.0,EIN
2020-03-18 08:10:00,6.5,66.9,66.9,60.8,,49.0,55.4,,11.4,67842000.0,1335420000.0,2300.0,86000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,11.0,22.0,EIN
2020-03-18 08:20:00,6.8,64.3,66.4,60.9,,59.1,55.4,,11.4,67843000.0,1335440000.0,2000.0,73000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,17.0,22.0,EIN
2020-03-18 08:30:01,6.8,65.3,66.4,60.8,,46.3,55.3,,11.3,67843000.0,1335440000.0,2000.0,73000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,13.0,22.0,EIN
2020-03-18 08:40:00,7.0,68.6,65.9,61.0,,54.0,55.1,,11.2,67843000.0,1335460000.0,2000.0,71000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,20.0,22.0,EIN
2020-03-18 08:50:00,7.0,64.7,65.9,60.8,,45.6,54.9,,10.9,67844000.0,1335480000.0,1900.0,71000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,11.0,22.0,EIN
2020-03-18 09:00:00,7.0,69.0,65.9,60.7,,56.0,54.7,,10.7,67844000.0,1335480000.0,1900.0,71000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,14.0,22.0,EIN
2020-03-18 09:10:00,7.0,65.0,65.9,60.5,,46.0,54.5,,10.6,67844000.0,1335500000.0,2000.0,74000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,5.0,22.0,EIN
2020-03-18 09:20:00,7.4,62.2,65.0,60.5,,41.9,54.6,,10.6,67845000.0,1335510000.0,2100.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,16.0,22.0,EIN
2020-03-18 09:30:01,7.4,66.5,65.0,60.5,,47.2,54.5,,10.6,67845000.0,1335510000.0,2100.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,2.0,22.0,EIN
2020-03-18 09:40:00,7.6,62.8,64.7,60.6,,42.2,54.2,,10.6,67845000.0,1335530000.0,2100.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,4.0,22.0,EIN
