manufacturer,substation_id,column_name,sample_non_null_count
manufacturer 1,9,timestamp,200
manufacturer 1,9,outdoor_temperature,200
manufacturer 1,9,s_hc1_supply_temperature,200
manufacturer 1,9,s_hc1_supply_temperature_setpoint,200
manufacturer 1,9,s_dhw_supply_temperature,200
manufacturer 1,9,s_dhw_supply_temperature_setpoint,200
manufacturer 1,9,p_hc1_return_temperature,200
manufacturer 1,9,s_dhw_upper_storage_temperature,200
manufacturer 1,9,s_dhw_lower_storage_temperature,200
manufacturer 1,9,p_net_meter_energy,0
manufacturer 1,9,p_net_meter_volume,0
manufacturer 1,9,p_net_meter_heat_power,0
manufacturer 1,9,p_net_meter_flow,0
manufacturer 1,9,p_net_supply_temperature,0
manufacturer 1,9,p_net_return_temperature,0
