manufacturer,substation_id,window_start,window_end,anomaly_score,risk_score,risk_probability,risk_level_calibrated,predicted_lead_time_bucket,predicted_lead_time_confidence,leadtime_prob_0-24h,leadtime_prob_1-3d,leadtime_prob_3-7d,lead_time_bucket_distance,days_since_last_fault_event,days_since_last_task_event,days_since_last_any_event,risk_base_score,risk_probability_component_score,leadtime_bucket_base_score,leadtime_confidence_multiplier,leadtime_component_score,anomaly_component_score,history_adjustment_score,history_adjustment_reason,priority_score,priority_level,priority_reason,engine_version,label,fault_label,fault_event_id,estimated_lead_time_hours,use_for_supervised_training,split_time_based,split_substation_based,split_regime_based,true_bucket,target_score,target_level,is_pre_fault,is_within_3d,rule_based_score,rule_based_level,lgbm_priority_only_score_raw,lgbm_priority_only_score,lgbm_priority_only_level,lgbm_prediction_bundle_score_raw,lgbm_prediction_bundle_score,lgbm_prediction_bundle_level
manufacturer 2,10,2016-09-26 12:00:00,2016-09-26 18:00:00,0.5244029737465727,0.990569426913279,0.990569426913279,critical,1-3d,0.9759068153360388,0.0228421472302272,0.9759068153360388,0.0012510374337337,0.0,9999.0,9999.0,9999.0,38.0,17.83024968443902,10.0,1.0,10.0,3.1464178424794365,2.0,long_time_since_last_fault_and_high_risk,70.9767,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,unknown,40.0,66.06666666666666,True,train,train,train,1-3d,66.0,high,True,True,70.9767,urgent,65.10817670365482,65.10817670365482,high,65.10817670365482,65.10817670365482,high
manufacturer 2,10,2016-09-27 12:00:00,2016-09-27 18:00:00,0.5217818031671172,0.9912614491931704,0.9912614491931704,critical,1-3d,0.9648433077726352,0.0328141407512295,0.9648433077726352,0.0023425514761352,0.0,9999.0,9999.0,9999.0,38.0,17.84270608547707,10.0,1.0,10.0,3.1306908190027034,2.0,long_time_since_last_fault_and_high_risk,70.9734,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,unknown,40.0,42.06666666666667,True,train,train,train,1-3d,66.0,high,True,True,70.9734,urgent,65.10817670365482,65.10817670365482,high,65.10817670365482,65.10817670365482,high
manufacturer 2,10,2016-09-28 00:00:00,2016-09-28 06:00:00,0.5173950634910615,0.9925757921801022,0.9925757921801022,critical,1-3d,0.9353999248227318,0.0633161393515816,0.9353999248227318,0.0012839358256864,0.0,9999.0,9999.0,9999.0,38.0,17.866364259241838,10.0,1.0,10.0,3.104370380946369,2.0,long_time_since_last_fault_and_high_risk,70.9707,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,unknown,40.0,30.066666666666663,True,train,train,train,1-3d,66.0,high,True,True,70.9707,urgent,57.10242083599702,57.10242083599702,high,57.10242083599702,57.10242083599702,high
manufacturer 1,13,2016-07-19 00:00:00,2016-07-19 06:00:00,0.5381655183347909,0.983617719190855,0.983617719190855,critical,1-3d,0.9398911115376444,0.0576917669963141,0.9398911115376444,0.0024171214660415,0.0,9999.0,489.0,489.0,38.0,17.70511894543539,10.0,1.0,10.0,3.228993110008745,2.0,long_time_since_last_fault_and_high_risk,70.9341,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the heating circuit pump,24.0,33.28333333333333,True,train,train,train,1-3d,66.0,high,True,True,70.9341,urgent,57.80186295130758,57.80186295130758,high,57.80186295130758,57.80186295130758,high
manufacturer 2,57,2019-11-20 12:00:00,2019-11-20 18:00:00,0.5349281573977859,0.9843045358854842,0.9843045358854842,critical,0-24h,0.9824303345926844,0.9824303345926844,0.0168804539365376,0.000689211470778,0.0,15.947916666666666,14.894618055555556,14.894618055555556,38.0,17.717481645938715,18.0,1.0,18.0,3.2095689443867155,-6.0,recent_task_within_30d|recent_any_event_within_30d,70.9271,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Incorrect setting of the differential pressure regulator,19.0,16.583333333333332,True,train,train,validation,0-24h,100.0,urgent,True,True,70.9271,urgent,100.3426236035089,100.0,urgent,100.3426236035089,100.0,urgent
manufacturer 2,10,2016-09-26 18:00:00,2016-09-27 00:00:00,0.5339705244237656,0.9834870679068658,0.9834870679068658,critical,1-3d,0.939647619616572,0.0550867642101518,0.939647619616572,0.0052656161732762,0.0,9999.0,9999.0,9999.0,38.0,17.702767222323583,10.0,1.0,10.0,3.203823146542593,2.0,long_time_since_last_fault_and_high_risk,70.9066,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,unknown,40.0,60.06666666666667,True,train,train,train,1-3d,66.0,high,True,True,70.9066,urgent,55.3963111371222,55.3963111371222,high,55.3963111371222,55.3963111371222,high
manufacturer 2,57,2019-11-21 00:00:00,2019-11-21 06:00:00,0.529056347967459,0.9848972251719952,0.9848972251719952,critical,0-24h,0.9545794656049952,0.9545794656049952,0.0439698420862733,0.0014506923087314,0.0,16.447916666666668,15.394618055555556,15.394618055555556,38.0,17.728150053095913,18.0,1.0,18.0,3.1743380878047542,-6.0,recent_task_within_30d|recent_any_event_within_30d,70.9025,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Incorrect setting of the differential pressure regulator,19.0,4.583333333333333,True,train,train,holdout,0-24h,100.0,urgent,True,True,70.9025,urgent,100.17320984009737,100.0,urgent,100.17320984009737,100.0,urgent
manufacturer 2,10,2019-10-13 00:00:00,2019-10-13 06:00:00,0.5078071372654993,0.991879129508234,0.991879129508234,critical,1-3d,0.9052838593428992,0.089661308619852,0.9052838593428992,0.0050548320372487,0.0,663.1805555555555,1041.0,663.1805555555555,38.0,17.85382433114821,10.0,1.0,10.0,3.046842823592996,2.0,long_time_since_last_fault_and_high_risk,70.9007,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the heating circuit pump,25.0,29.53333333333333,True,train,train,train,1-3d,66.0,high,True,True,70.9007,urgent,55.116308906840516,55.116308906840516,high,55.116308906840516,55.116308906840516,high
manufacturer 2,10,2019-10-11 18:00:00,2019-10-12 00:00:00,0.504781791782632,0.9918697602601184,0.9918697602601184,critical,1-3d,0.9378710739248876,0.0463679543320846,0.9378710739248876,0.0157609717430275,0.0,661.9305555555555,1039.75,661.9305555555555,38.0,17.85365568468213,10.0,1.0,10.0,3.0286907506957923,2.0,long_time_since_last_fault_and_high_risk,70.8823,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the heating circuit pump,25.0,59.53333333333333,True,train,train,train,1-3d,66.0,high,True,True,70.8823,urgent,39.68677782096984,39.68677782096984,medium,39.68677782096984,39.68677782096984,medium
manufacturer 2,10,2019-10-12 00:00:00,2019-10-12 06:00:00,0.5066024750615542,0.9910643606307518,0.9910643606307518,critical,1-3d,0.9742431321514856,0.0233207037002365,0.9742431321514856,0.0024361641482779,0.0,662.1805555555555,1040.0,662.1805555555555,38.0,17.839158491353533,10.0,1.0,10.0,3.039614850369325,2.0,long_time_since_last_fault_and_high_risk,70.8788,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the heating circuit pump,25.0,53.53333333333333,True,train,train,train,1-3d,66.0,high,True,True,70.8788,urgent,63.678884193109056,63.678884193109056,high,63.678884193109056,63.678884193109056,high
manufacturer 2,45,2020-03-08 06:00:00,2020-03-08 12:00:00,0.5124213845599004,0.9443720322387914,0.9443720322387914,critical,0-24h,0.536763131727836,0.536763131727836,0.4490018445349937,0.0142350237371702,1.0,9999.0,9999.0,9999.0,38.0,16.998696580298244,18.0,0.6,10.8,3.0745283073594023,2.0,long_time_since_last_fault_and_high_risk,70.8732,urgent,risk=critical|leadtime=0-24h|leadtime_confidence_damped|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Incorrect setting of the actuator travel time,3.0,24.2,True,holdout,train,validation,1-3d,66.0,high,True,True,70.8732,urgent,51.070682646673085,51.070682646673085,high,51.070682646673085,51.070682646673085,high
manufacturer 2,10,2019-10-12 06:00:00,2019-10-12 12:00:00,0.5047520824714532,0.9913575753137096,0.9913575753137096,critical,1-3d,0.957923418422978,0.0384814890580229,0.957923418422978,0.0035950925189992,0.0,662.4305555555555,1040.25,662.4305555555555,38.0,17.844436355646774,10.0,1.0,10.0,3.0285124948287194,2.0,long_time_since_last_fault_and_high_risk,70.8729,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the heating circuit pump,25.0,47.53333333333333,True,train,train,train,1-3d,66.0,high,True,True,70.8729,urgent,60.1915911113485,60.1915911113485,high,60.1915911113485,60.1915911113485,high
manufacturer 1,4,2016-11-13 06:00:00,2016-11-13 12:00:00,0.395125377474173,0.980645913487776,0.980645913487776,critical,0-24h,0.5282986386433766,0.5282986386433766,0.4675414538327134,0.00415990752391,2.0,605.4625,104.25,104.25,38.0,17.651626442779968,18.0,0.6,10.8,2.370752264845038,2.0,long_time_since_last_fault_and_high_risk,70.8224,urgent,risk=critical|leadtime=0-24h|leadtime_confidence_damped|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,11.0,123.21666666666668,True,train,train,train,3-7d,33.0,medium,True,False,70.8224,urgent,50.12959690825751,50.12959690825751,high,50.12959690825751,50.12959690825751,high
manufacturer 1,13,2016-07-18 12:00:00,2016-07-18 18:00:00,0.5123142322335855,0.9850890163229435,0.9850890163229435,critical,1-3d,0.9398430919560538,0.0594585408675574,0.9398430919560538,0.0006983671763888,0.0,9999.0,488.5,488.5,38.0,17.731602293812983,10.0,1.0,10.0,3.073885393401513,2.0,long_time_since_last_fault_and_high_risk,70.8055,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the heating circuit pump,24.0,45.28333333333333,True,train,train,train,1-3d,66.0,high,True,True,70.8055,urgent,57.10242083599702,57.10242083599702,high,57.10242083599702,57.10242083599702,high
manufacturer 2,57,2019-11-03 00:00:00,2019-11-03 06:00:00,0.4875213231489961,0.9933010264009328,0.9933010264009328,critical,1-3d,0.9527808380098652,0.0457730443409953,0.9527808380098652,0.0014461176491393,0.0,9999.0,9999.0,9999.0,38.0,17.879418475216788,10.0,1.0,10.0,2.9251279388939766,2.0,long_time_since_last_fault_and_high_risk,70.8045,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Air in the piping system,24.0,31.25,True,train,train,train,1-3d,66.0,high,True,True,70.8045,urgent,61.733206573397986,61.733206573397986,high,61.733206573397986,61.733206573397986,high
manufacturer 2,16,2018-05-16 12:00:00,2018-05-16 18:00:00,0.5451782845801983,0.973977926958718,0.973977926958718,critical,1-3d,0.9706083959571932,0.0285314786034702,0.9706083959571932,0.0008601254393365,0.0,723.4579166666666,394.5,394.5,38.0,17.531602685256924,10.0,1.0,10.0,3.27106970748119,2.0,long_time_since_last_fault_and_high_risk,70.8027,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,31.0,64.95,True,train,train,train,1-3d,66.0,high,True,True,70.8027,urgent,64.452340926051,64.452340926051,high,64.452340926051,64.452340926051,high
manufacturer 1,13,2016-07-18 18:00:00,2016-07-19 00:00:00,0.5217449941097377,0.9812321384983412,0.9812321384983412,critical,1-3d,0.9540686630177384,0.0449870313728354,0.9540686630177384,0.0009443056094262,0.0,9999.0,488.75,488.75,38.0,17.662178492970142,10.0,1.0,10.0,3.130469964658426,2.0,long_time_since_last_fault_and_high_risk,70.7926,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the heating circuit pump,24.0,39.28333333333333,True,train,train,train,1-3d,66.0,high,True,True,70.7926,urgent,61.35476804682737,61.35476804682737,high,61.35476804682737,61.35476804682737,high
manufacturer 2,16,2018-05-17 06:00:00,2018-05-17 12:00:00,0.5231376768712414,0.9798681500203774,0.9798681500203774,critical,1-3d,0.9237825270598938,0.0744733344666336,0.9237825270598938,0.0017441384734725,0.0,724.2079166666666,395.25,395.25,38.0,17.637626700366795,10.0,1.0,10.0,3.138826061227448,2.0,long_time_since_last_fault_and_high_risk,70.7765,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,31.0,46.95,True,train,train,train,1-3d,66.0,high,True,True,70.7765,urgent,59.921824898323734,59.921824898323734,high,59.921824898323734,59.921824898323734,high
manufacturer 1,4,2016-11-14 06:00:00,2016-11-14 12:00:00,0.3924851964562192,0.97876185079855,0.97876185079855,critical,0-24h,0.5389963197034074,0.5389963197034074,0.4560759395224965,0.0049277407740961,2.0,606.4625,105.25,105.25,38.0,17.6177133143739,18.0,0.6,10.8,2.354911178737315,2.0,long_time_since_last_fault_and_high_risk,70.7726,urgent,risk=critical|leadtime=0-24h|leadtime_confidence_damped|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,11.0,99.21666666666668,True,train,train,train,3-7d,33.0,medium,True,False,70.7726,urgent,52.3958601452943,52.3958601452943,high,52.3958601452943,52.3958601452943,high
manufacturer 2,20,2017-01-08 06:00:00,2017-01-08 12:00:00,0.5284185625700017,0.9775016178150208,0.9775016178150208,critical,1-3d,0.9783229801993124,0.0208431936282267,0.9783229801993124,0.000833826172461,0.0,9999.0,9999.0,9999.0,38.0,17.595029120670375,10.0,1.0,10.0,3.1705113754200105,2.0,long_time_since_last_fault_and_high_risk,70.7655,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,36.0,69.0,True,train,train,train,1-3d,66.0,high,True,True,70.7655,urgent,65.18443998575421,65.18443998575421,high,65.18443998575421,65.18443998575421,high
manufacturer 1,4,2016-11-13 12:00:00,2016-11-13 18:00:00,0.3912657284606126,0.978754679102862,0.978754679102862,critical,0-24h,0.5234488548189615,0.5234488548189615,0.4740420019474581,0.0025091432335803,2.0,605.7125,104.5,104.5,38.0,17.617584223851516,18.0,0.6,10.8,2.347594370763676,2.0,long_time_since_last_fault_and_high_risk,70.7652,urgent,risk=critical|leadtime=0-24h|leadtime_confidence_damped|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,11.0,117.21666666666668,True,train,train,train,3-7d,33.0,medium,True,False,70.7652,urgent,45.97115598924542,45.97115598924542,medium,45.97115598924542,45.97115598924542,medium
manufacturer 2,16,2018-05-16 18:00:00,2018-05-17 00:00:00,0.5305539079496814,0.9762230658085724,0.9762230658085724,critical,1-3d,0.9553327033339418,0.0437861095674473,0.9553327033339418,0.0008811870986108,0.0,723.7079166666666,394.75,394.75,38.0,17.572015184554303,10.0,1.0,10.0,3.183323447698088,2.0,long_time_since_last_fault_and_high_risk,70.7553,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,31.0,58.95,True,train,train,train,1-3d,66.0,high,True,True,70.7553,urgent,61.43103132892676,61.43103132892676,high,61.43103132892676,61.43103132892676,high
manufacturer 2,57,2019-11-03 06:00:00,2019-11-03 12:00:00,0.491679807367901,0.9879409920849744,0.9879409920849744,critical,1-3d,0.958063395744495,0.0407564277543235,0.958063395744495,0.0011801765011813,0.0,9999.0,9999.0,9999.0,38.0,17.78293785752954,10.0,1.0,10.0,2.950078844207406,2.0,long_time_since_last_fault_and_high_risk,70.733,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Air in the piping system,24.0,25.25,True,train,train,train,1-3d,66.0,high,True,True,70.733,urgent,61.936589875122436,61.936589875122436,high,61.936589875122436,61.936589875122436,high
manufacturer 1,31,2020-01-10 18:00:00,2020-01-11 00:00:00,0.5006970883932912,0.9843033362950172,0.9843033362950172,critical,1-3d,0.9649722459063964,0.0328657448562755,0.9649722459063964,0.0021620092373281,0.0,9999.0,9999.0,9999.0,38.0,17.717460053310308,10.0,1.0,10.0,3.004182530359748,2.0,long_time_since_last_fault_and_high_risk,70.7216,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,"Heat exchanger: Leakage, external",45.0,63.8,True,holdout,validation,holdout,1-3d,66.0,high,True,True,70.7216,urgent,65.2865092008577,65.2865092008577,high,65.2865092008577,65.2865092008577,high
manufacturer 2,20,2017-01-09 12:00:00,2017-01-09 18:00:00,0.5079145459365081,0.9818862838133788,0.9818862838133788,critical,1-3d,0.9499664657572536,0.0485294567749751,0.9499664657572536,0.0015040774677711,0.0,9999.0,9999.0,9999.0,38.0,17.67395310864082,10.0,1.0,10.0,3.0474872756190488,2.0,long_time_since_last_fault_and_high_risk,70.7214,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,36.0,39.0,True,train,train,train,1-3d,66.0,high,True,True,70.7214,urgent,59.66955054632051,59.66955054632051,high,59.66955054632051,59.66955054632051,high
manufacturer 2,16,2018-05-17 12:00:00,2018-05-17 18:00:00,0.5201664188908751,0.9773811637416712,0.9773811637416712,critical,1-3d,0.9376918532373548,0.0604080634662185,0.9376918532373548,0.0019000832964266,0.0,724.4579166666666,395.5,395.5,38.0,17.592860947350083,10.0,1.0,10.0,3.120998513345251,2.0,long_time_since_last_fault_and_high_risk,70.7139,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,31.0,40.95,True,train,train,train,1-3d,66.0,high,True,True,70.7139,urgent,56.26387320919462,56.26387320919462,high,56.26387320919462,56.26387320919462,high
manufacturer 2,57,2019-11-02 18:00:00,2019-11-03 00:00:00,0.4757048434047235,0.9912726390782092,0.9912726390782092,critical,1-3d,0.9930439415797184,0.0065827607802355,0.9930439415797184,0.0003732976400459,0.0,9999.0,9999.0,9999.0,38.0,17.842907503407766,10.0,1.0,10.0,2.854229060428341,2.0,long_time_since_last_fault_and_high_risk,70.6971,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Air in the piping system,24.0,37.25,True,train,train,train,1-3d,66.0,high,True,True,70.6971,urgent,64.54807045939855,64.54807045939855,high,64.54807045939855,64.54807045939855,high
manufacturer 2,57,2019-11-01 12:00:00,2019-11-01 18:00:00,0.4818968655342368,0.9881230966684816,0.9881230966684816,critical,1-3d,0.9447039735491778,0.0544914888153119,0.9447039735491778,0.0008045376355102,0.0,9999.0,9999.0,9999.0,38.0,17.78621574003267,10.0,1.0,10.0,2.8913811932054205,2.0,long_time_since_last_fault_and_high_risk,70.6776,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Air in the piping system,24.0,67.25,True,train,train,train,1-3d,66.0,high,True,True,70.6776,urgent,56.6032683483769,56.6032683483769,high,56.6032683483769,56.6032683483769,high
manufacturer 2,57,2019-11-01 18:00:00,2019-11-02 00:00:00,0.4714606916592581,0.9907604904594232,0.9907604904594232,critical,1-3d,0.9279731455700736,0.0710525888480462,0.9279731455700736,0.0009742655818802,0.0,9999.0,9999.0,9999.0,38.0,17.833688828269615,10.0,1.0,10.0,2.8287641499555485,2.0,long_time_since_last_fault_and_high_risk,70.6625,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Air in the piping system,24.0,61.25,True,train,train,train,1-3d,66.0,high,True,True,70.6625,urgent,58.16401900017751,58.16401900017751,high,58.16401900017751,58.16401900017751,high
manufacturer 2,16,2018-05-17 18:00:00,2018-05-18 00:00:00,0.5312012277010784,0.9704731682414002,0.9704731682414002,critical,1-3d,0.9398969604649462,0.0578386686793481,0.9398969604649462,0.0022643708557056,0.0,724.7079166666666,395.75,395.75,38.0,17.468517028345204,10.0,1.0,10.0,3.1872073662064704,2.0,long_time_since_last_fault_and_high_risk,70.6557,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,31.0,34.95,True,train,train,train,1-3d,66.0,high,True,True,70.6557,urgent,57.9260739224276,57.9260739224276,high,57.9260739224276,57.9260739224276,high
manufacturer 2,21,2018-12-01 18:00:00,2018-12-02 00:00:00,0.5074379286781634,0.9778302843624384,0.9778302843624384,critical,1-3d,0.9809819979674868,0.0185232802969397,0.9809819979674868,0.0004947217355737,0.0,9999.0,9999.0,9999.0,38.0,17.60094511852389,10.0,1.0,10.0,3.0446275720689804,2.0,long_time_since_last_fault_and_high_risk,70.6456,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Control unit: Incorrect parameterisation,30.0,38.41666666666666,True,train,train,train,1-3d,66.0,high,True,True,70.6456,urgent,62.840336566306654,62.840336566306654,high,62.840336566306654,62.840336566306654,high
manufacturer 2,16,2018-05-18 00:00:00,2018-05-18 06:00:00,0.5142185892298211,0.975312676821022,0.975312676821022,critical,1-3d,0.9392439477470064,0.0592471519967476,0.9392439477470064,0.001508900256246,0.0,724.9579166666666,396.0,396.0,38.0,17.555628182778396,10.0,1.0,10.0,3.085311535378927,2.0,long_time_since_last_fault_and_high_risk,70.6409,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,31.0,28.95,True,train,train,train,1-3d,66.0,high,True,True,70.6409,urgent,55.94750292599316,55.94750292599316,high,55.94750292599316,55.94750292599316,high
manufacturer 2,20,2017-01-09 18:00:00,2017-01-10 00:00:00,0.5005402169793085,0.9791992129902728,0.9791992129902728,critical,1-3d,0.9519476907743392,0.0452359151096303,0.9519476907743392,0.0028163941160303,0.0,9999.0,9999.0,9999.0,38.0,17.62558583382491,10.0,1.0,10.0,3.003241301875851,2.0,long_time_since_last_fault_and_high_risk,70.6288,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,36.0,33.0,True,train,train,train,1-3d,66.0,high,True,True,70.6288,urgent,59.592673545774105,59.592673545774105,high,59.592673545774105,59.592673545774105,high
manufacturer 1,19,2018-11-19 12:00:00,2018-11-19 18:00:00,0.4974665856750235,0.9797479967007288,0.9797479967007288,critical,1-3d,0.9625761689679586,0.0358366180028189,0.9625761689679586,0.0015872130292224,0.0,9999.0,9999.0,9999.0,38.0,17.635463940613118,10.0,1.0,10.0,2.984799514050141,2.0,long_time_since_last_fault_and_high_risk,70.6203,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Control unit: Incorrect parameterisation,37.0,39.25,True,train,train,holdout,1-3d,66.0,high,True,True,70.6203,urgent,64.41928538938056,64.41928538938056,high,64.41928538938056,64.41928538938056,high
manufacturer 1,21,2019-01-20 00:00:00,2019-01-20 06:00:00,0.4752616836228701,0.986841470089334,0.986841470089334,critical,1-3d,0.9617893829795736,0.0361211612881052,0.9617893829795736,0.0020894557323209,0.0,768.3368055555555,109.45287037037038,109.45287037037038,38.0,17.763146461608013,10.0,1.0,10.0,2.8515701017372206,2.0,long_time_since_last_fault_and_high_risk,70.6147,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Control unit: Incorrect parameterisation,62.0,26.28333333333333,True,train,holdout,train,1-3d,66.0,high,True,True,70.6147,urgent,63.680846647921456,63.680846647921456,high,63.680846647921456,63.680846647921456,high
manufacturer 2,20,2017-01-09 06:00:00,2017-01-09 12:00:00,0.5002649656566831,0.9782749652784498,0.9782749652784498,critical,1-3d,0.982459939502947,0.0160284643254586,0.982459939502947,0.0015115961715944,0.0,9999.0,9999.0,9999.0,38.0,17.608949375012095,10.0,1.0,10.0,3.0015897939400986,2.0,long_time_since_last_fault_and_high_risk,70.6105,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,36.0,45.0,True,train,train,train,1-3d,66.0,high,True,True,70.6105,urgent,64.44796157405528,64.44796157405528,high,64.44796157405528,64.44796157405528,high
manufacturer 2,57,2019-11-02 00:00:00,2019-11-02 06:00:00,0.4750942018713109,0.9863436848149844,0.9863436848149844,critical,1-3d,0.9860919416609868,0.0135445469074349,0.9860919416609868,0.0003635114315781,0.0,9999.0,9999.0,9999.0,38.0,17.754186326669718,10.0,1.0,10.0,2.850565211227865,2.0,long_time_since_last_fault_and_high_risk,70.6048,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Air in the piping system,24.0,55.25,True,train,train,train,1-3d,66.0,high,True,True,70.6048,urgent,64.54807045939855,64.54807045939855,high,64.54807045939855,64.54807045939855,high
manufacturer 2,20,2017-01-10 00:00:00,2017-01-10 06:00:00,0.4948230214443951,0.9792646671444508,0.9792646671444508,critical,1-3d,0.9353748934094394,0.0633014779737061,0.9353748934094394,0.0013236286168544,0.0,9999.0,9999.0,9999.0,38.0,17.626764008600116,10.0,1.0,10.0,2.9689381286663705,2.0,long_time_since_last_fault_and_high_risk,70.5957,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,36.0,27.0,True,train,train,train,1-3d,66.0,high,True,True,70.5957,urgent,58.710045843745704,58.710045843745704,high,58.710045843745704,58.710045843745704,high
manufacturer 2,21,2018-11-30 12:00:00,2018-11-30 18:00:00,0.4754415349538204,0.9851195635167308,0.9851195635167308,critical,1-3d,0.9818208136568154,0.0172945084821587,0.9818208136568154,0.0008846778610256,0.0,9999.0,9999.0,9999.0,38.0,17.732152143301153,10.0,1.0,10.0,2.8526492097229226,2.0,long_time_since_last_fault_and_high_risk,70.5848,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Control unit: Incorrect parameterisation,30.0,68.41666666666667,True,train,train,train,1-3d,66.0,high,True,True,70.5848,urgent,64.54807045939855,64.54807045939855,high,64.54807045939855,64.54807045939855,high
manufacturer 1,4,2016-11-18 00:00:00,2016-11-18 06:00:00,0.3858355878813082,0.9697615996861056,0.9697615996861056,critical,0-24h,0.57592220168139,0.57592220168139,0.4132070918762337,0.0108707064423763,0.0,610.2125,109.0,109.0,38.0,17.455708794349903,18.0,0.6,10.8,2.315013527287849,2.0,long_time_since_last_fault_and_high_risk,70.5707,urgent,risk=critical|leadtime=0-24h|leadtime_confidence_damped|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,11.0,9.216666666666669,True,train,train,train,0-24h,100.0,urgent,True,True,70.5707,urgent,45.60184299629335,45.60184299629335,medium,45.60184299629335,45.60184299629335,medium
manufacturer 1,7,2017-11-25 06:00:00,2017-11-25 12:00:00,0.4592297400986508,0.9896666626403544,0.9896666626403544,critical,1-3d,0.9488232640432512,0.0465961670534562,0.9488232640432512,0.0045805689032923,0.0,967.4131944444443,663.25,663.25,38.0,17.81399992752638,10.0,1.0,10.0,2.7553784405919046,2.0,long_time_since_last_fault_and_high_risk,70.5694,urgent,risk=critical|leadtime=1-3d|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side) defective,67.0,25.25,True,train,train,train,1-3d,66.0,high,True,True,70.5694,urgent,53.90055443950084,53.90055443950084,high,53.90055443950084,53.90055443950084,high
