manufacturer,substation_id,window_start,window_end,source_file,configuration_type,anomaly_score,risk_score,risk_probability,risk_level_calibrated,predicted_lead_time_bucket,predicted_lead_time_confidence,leadtime_prob_0-24h,leadtime_prob_1-3d,leadtime_prob_3-7d,priority_score,priority_level,team_lgbm_priority_score,team_lgbm_priority_level,label,estimated_lead_time_hours,split_time_based,true_bucket,target_score
manufacturer 1,13,2019-12-26 06:00:00,2019-12-26 12:00:00,substation_13.csv,SH + DHW,0.4595910735904005,0.4155825567820732,0.4155825567820732,medium,0-24h,0.5272653285864982,0.5272653285864982,0.4696553387414623,0.0030793326720394,36.038,medium,27.2112824194397,medium,normal,,validation,normal,0.0
manufacturer 1,13,2019-12-26 12:00:00,2019-12-26 18:00:00,substation_13.csv,SH + DHW,0.4627424556747402,0.4370210755255015,0.4370210755255015,medium,0-24h,0.5970092410729964,0.5970092410729964,0.3996448593452047,0.0033458995817989,36.4428,medium,26.33156067380011,medium,normal,,validation,normal,0.0
manufacturer 1,13,2019-12-26 18:00:00,2019-12-27 00:00:00,substation_13.csv,SH + DHW,0.4624415523267804,0.1597796168851519,0.1597796168851519,low,0-24h,0.5022519783172231,0.5022519783172231,0.4932420550845323,0.0045059665982445,20.4507,low,20.477257517135282,medium,normal,,validation,normal,0.0
manufacturer 1,13,2020-05-25 00:00:00,2020-05-25 06:00:00,substation_13.csv,SH + DHW,0.4741879648800242,0.5758293389626183,0.5758293389626183,high,1-3d,0.8095298446334676,0.1879422227129796,0.8095298446334676,0.0025279326535528,53.2101,high,20.254366756021373,medium,pre_fault,28.0,holdout,1-3d,66.0
manufacturer 1,13,2020-05-25 06:00:00,2020-05-25 12:00:00,substation_13.csv,SH + DHW,0.4791493598322671,0.607914163326644,0.607914163326644,high,0-24h,0.5448466214381896,0.5448466214381896,0.4506652775739815,0.0044881009878287,54.6174,high,35.82930056550679,medium,pre_fault,22.0,holdout,0-24h,100.0
manufacturer 1,13,2020-05-25 12:00:00,2020-05-25 18:00:00,substation_13.csv,SH + DHW,0.4737750063042352,0.3329163151669638,0.3329163151669638,medium,0-24h,0.6715991013953594,0.6715991013953594,0.3223201434953048,0.0060807551093358,38.2351,medium,27.859432970628948,medium,pre_fault,16.0,holdout,0-24h,100.0
manufacturer 1,13,2020-05-25 18:00:00,2020-05-26 00:00:00,substation_13.csv,SH + DHW,0.4804690902106659,0.5860225130918526,0.5860225130918526,high,0-24h,0.5395557735810886,0.5395557735810886,0.4521245744675787,0.0083196519513325,54.2312,high,26.454943071324543,medium,pre_fault,10.0,holdout,0-24h,100.0
manufacturer 1,13,2020-05-26 00:00:00,2020-05-26 06:00:00,substation_13.csv,SH + DHW,0.468286550761995,0.3867243679905091,0.3867243679905091,medium,0-24h,0.5358919311846698,0.5358919311846698,0.4582972567388454,0.0058108120764845,35.5708,medium,31.10845121224625,medium,pre_fault,4.0,holdout,0-24h,100.0
manufacturer 1,14,2019-12-05 00:00:00,2019-12-05 06:00:00,substation_14.csv,SH + DHW,0.3944200321657531,0.0998517870508248,0.0998517870508248,low,0-24h,0.5905120513031733,0.5905120513031733,0.4051498309986662,0.0043381176981605,18.9639,low,7.329990024501463,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-05 06:00:00,2019-12-05 12:00:00,substation_14.csv,SH + DHW,0.4230359883012487,0.2481950538060377,0.2481950538060377,medium,0-24h,0.877205980347921,0.877205980347921,0.1214560012376091,0.0013380184144699,40.0057,medium,67.94920477186359,high,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-05 12:00:00,2019-12-05 18:00:00,substation_14.csv,SH + DHW,0.3990242160701669,0.0672198760102409,0.0672198760102409,low,0-24h,0.8578817779358984,0.8578817779358984,0.1384977059031941,0.0036205161609075,25.6041,low,24.378417876757943,medium,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-05 18:00:00,2019-12-06 00:00:00,substation_14.csv,SH + DHW,0.4137846434986456,0.0742303670691598,0.0742303670691598,low,0-24h,0.937418087846647,0.937418087846647,0.0575421404310771,0.0050397717222757,25.8189,low,52.50480890382424,high,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-06 00:00:00,2019-12-06 06:00:00,substation_14.csv,SH + DHW,0.3984756196655911,0.031056508132214,0.031056508132214,low,0-24h,0.7410045235763023,0.7410045235763023,0.254189080544295,0.0048063958794025,21.3499,low,12.86695916327782,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-06 06:00:00,2019-12-06 12:00:00,substation_14.csv,SH + DHW,0.4047355863460863,0.1040421437286246,0.1040421437286246,low,1-3d,0.8539688100681532,0.1430280771895523,0.8539688100681532,0.0030031127422944,18.3012,low,10.354907769794648,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-06 12:00:00,2019-12-06 18:00:00,substation_14.csv,SH + DHW,0.406602924615177,0.1168426663652231,0.1168426663652231,low,1-3d,0.7072911623811267,0.2889122490873588,0.7072911623811267,0.0037965885315145,16.5428,low,14.030590492220751,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-06 18:00:00,2019-12-07 00:00:00,substation_14.csv,SH + DHW,0.3978625453725352,0.0700802497940157,0.0700802497940157,low,1-3d,0.6353094303386237,0.3591515186306299,0.6353094303386237,0.0055390510307464,15.6486,low,5.242933071532048,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-07 00:00:00,2019-12-07 06:00:00,substation_14.csv,SH + DHW,0.4005885999943047,0.0780210266726565,0.0780210266726565,low,1-3d,0.8984485261525909,0.1001902102754645,0.8984485261525909,0.0013612635719446,17.8079,low,6.218357771574659,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-07 06:00:00,2019-12-07 12:00:00,substation_14.csv,SH + DHW,0.435586136328999,0.0629961938939659,0.0629961938939659,low,1-3d,0.9439816582511068,0.0525895619496509,0.9439816582511068,0.003428779799242,17.7474,low,5.978882150888932,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-07 12:00:00,2019-12-07 18:00:00,substation_14.csv,SH + DHW,0.4139190315970167,0.0275787783709792,0.0275787783709792,low,1-3d,0.8800545424086184,0.1175252499143553,0.8800545424086184,0.0024202076770263,16.9799,low,2.4875268028137847,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-07 18:00:00,2019-12-08 00:00:00,substation_14.csv,SH + DHW,0.4110567740026615,0.0394703550781877,0.0394703550781877,low,0-24h,0.5221039581943817,0.5221039581943817,0.4761802677124969,0.0017157740931215,17.9768,low,5.551113944866493,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-08 00:00:00,2019-12-08 06:00:00,substation_14.csv,SH + DHW,0.4004032153831404,0.0427872442125715,0.0427872442125715,low,1-3d,0.5126689493525817,0.4832147420661895,0.5126689493525817,0.0041163085812287,13.1726,low,6.683378625168647,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-08 06:00:00,2019-12-08 12:00:00,substation_14.csv,SH + DHW,0.4290661083763262,0.0608632017548506,0.0608632017548506,low,1-3d,0.5607289314629034,0.4345792128242492,0.5607289314629034,0.0046918557128473,13.6699,low,13.073386571996405,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-08 12:00:00,2019-12-08 18:00:00,substation_14.csv,SH + DHW,0.4006570320243099,0.0293137720717744,0.0293137720717744,low,1-3d,0.5842052996070637,0.4090050134406924,0.5842052996070637,0.006789686952244,12.9316,low,2.7489368397245704,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-08 18:00:00,2019-12-09 00:00:00,substation_14.csv,SH + DHW,0.4227054879592603,0.0485753354841339,0.0485753354841339,low,0-24h,0.877178176863243,0.877178176863243,0.1129575457814547,0.0098642773553022,25.4106,low,33.855877092860126,medium,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-09 00:00:00,2019-12-09 06:00:00,substation_14.csv,SH + DHW,0.3977491725291177,0.0358644067454663,0.0358644067454663,low,1-3d,0.6102685262531891,0.3801829199552614,0.6102685262531891,0.0095485537915495,15.0321,low,6.4890780917145765,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-09 06:00:00,2019-12-09 12:00:00,substation_14.csv,SH + DHW,0.4211090133065039,0.065303255492161,0.065303255492161,low,1-3d,0.712010766933211,0.2837165373274606,0.712010766933211,0.0042726957393284,15.7021,low,8.305663456709885,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-09 12:00:00,2019-12-09 18:00:00,substation_14.csv,SH + DHW,0.3933296636957642,0.0632539525442117,0.0632539525442117,low,1-3d,0.6655721281380689,0.3309209984798405,0.6655721281380689,0.0035068733820906,15.4985,low,0.8931233504171736,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-09 18:00:00,2019-12-10 00:00:00,substation_14.csv,SH + DHW,0.4082349324292469,0.101502515079175,0.101502515079175,low,0-24h,0.9401469139518436,0.9401469139518436,0.0570479746354982,0.0028051114126582,26.2765,low,48.69724498811563,medium,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-10 00:00:00,2019-12-10 06:00:00,substation_14.csv,SH + DHW,0.4067781668543159,0.0549308955304873,0.0549308955304873,low,1-3d,0.5468377729623187,0.4461748340042603,0.5468377729623187,0.006987393033421,13.4294,low,11.2760158435763,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-10 06:00:00,2019-12-10 12:00:00,substation_14.csv,SH + DHW,0.4110692800414876,0.1015981114677015,0.1015981114677015,low,1-3d,0.8737428960499258,0.1232460608253996,0.8737428960499258,0.0030110431246745,18.2952,low,11.413175694142,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-10 12:00:00,2019-12-10 18:00:00,substation_14.csv,SH + DHW,0.3931094538956047,0.0743885721703375,0.0743885721703375,low,1-3d,0.7719605002358434,0.2245821822754297,0.7719605002358434,0.0034573174887268,15.6977,low,9.021271416122914,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-10 18:00:00,2019-12-11 00:00:00,substation_14.csv,SH + DHW,0.4185594991822324,0.0949835413545827,0.0949835413545827,low,0-24h,0.8427540120677051,0.8427540120677051,0.148311924034836,0.0089340638974587,26.2211,low,28.598856984339545,medium,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-11 00:00:00,2019-12-11 06:00:00,substation_14.csv,SH + DHW,0.4010020660246753,0.0433705297604295,0.0433705297604295,low,0-24h,0.7756010688130643,0.7756010688130643,0.2195740130579144,0.004824918129021,21.5867,low,21.05240128719817,medium,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-11 06:00:00,2019-12-11 12:00:00,substation_14.csv,SH + DHW,0.3996390169047611,0.0646944301717002,0.0646944301717002,low,1-3d,0.8314035874399492,0.1655920007293744,0.8314035874399492,0.0030044118306764,17.5623,low,4.790965361166185,low,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-11 12:00:00,2019-12-11 18:00:00,substation_14.csv,SH + DHW,0.4117445236001618,0.1364811249341762,0.1364811249341762,low,1-3d,0.5115697883699284,0.485050616138229,0.5115697883699284,0.0033795954918426,14.9271,low,28.094900612002935,medium,normal,,validation,normal,0.0
manufacturer 1,14,2019-12-11 18:00:00,2019-12-12 00:00:00,substation_14.csv,SH + DHW,0.40802541930126,0.0539872551292061,0.0539872551292061,low,0-24h,0.5549458728645721,0.5549458728645721,0.4284336329683718,0.0166204941670559,18.2199,low,10.075211238634228,low,normal,,validation,normal,0.0
manufacturer 1,15,2018-09-30 00:00:00,2018-09-30 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.409334940956699,0.0208329969873041,0.0208329969873041,low,1-3d,0.8129337617782535,0.1807195330466187,0.8129337617782535,0.0063467051751279,16.831,low,9.520242867932671,low,normal,,train,normal,0.0
manufacturer 1,15,2018-09-30 06:00:00,2018-09-30 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4019299987265963,0.0138070928276127,0.0138070928276127,low,1-3d,0.7271017889364549,0.2680377084599437,0.7271017889364549,0.0048605026036012,14.6601,low,6.804361293765847,low,normal,,train,normal,0.0
manufacturer 1,15,2018-09-30 12:00:00,2018-09-30 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4366072970155775,0.0154800891013957,0.0154800891013957,low,1-3d,0.7190430347037415,0.2707000749834773,0.7190430347037415,0.0102568903127811,14.8983,low,8.283618852835783,low,normal,,train,normal,0.0
manufacturer 1,15,2018-09-30 18:00:00,2018-10-01 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4182343786360867,0.0133049127729513,0.0133049127729513,low,1-3d,0.9370327677285876,0.0500079212092099,0.9370327677285876,0.0129593110622026,16.7489,low,1.2567264062059678,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-01 00:00:00,2018-10-01 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4099008826147437,0.0125892679009238,0.0125892679009238,low,1-3d,0.8663941115681226,0.1078637021174733,0.8663941115681226,0.025742186314404,16.686,low,1.5631407087981386,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-01 06:00:00,2018-10-01 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4323258121396946,0.0096360435148929,0.0096360435148929,low,0-24h,0.7797227049624719,0.7797227049624719,0.2135132026847848,0.0067640923527432,21.1674,low,22.67735682175817,medium,normal,,train,normal,0.0
manufacturer 1,15,2018-10-01 12:00:00,2018-10-01 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4751666036341672,0.0327310824018724,0.0327310824018724,low,1-3d,0.5359790214255543,0.4526666852365652,0.5359790214255543,0.0113542933378804,13.4402,low,5.1654252324395,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-01 18:00:00,2018-10-02 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4184257687653312,0.0163054314333953,0.0163054314333953,low,1-3d,0.8149614170964441,0.15562847040778,0.8149614170964441,0.0294101124957758,16.8041,low,5.213754990322632,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-02 00:00:00,2018-10-02 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4027399797675788,0.0215547062948986,0.0215547062948986,low,1-3d,0.6723898820346113,0.3091676109083617,0.6723898820346113,0.0184425070570268,14.8044,low,5.569571677968674,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-02 06:00:00,2018-10-02 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4104044501225202,0.0070434051988304,0.0070434051988304,low,1-3d,0.5106716923389427,0.472563593170014,0.5106716923389427,0.0167647144910433,12.5892,low,6.987067834404951,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-02 12:00:00,2018-10-02 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4441373695481978,0.0171789594539965,0.0171789594539965,low,0-24h,0.5565123572122463,0.5565123572122463,0.4165589200787304,0.0269287227090231,17.774,low,7.31137114187915,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-02 18:00:00,2018-10-03 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4340493822351363,0.0250357204517503,0.0250357204517503,low,1-3d,0.6091991683853288,0.3545058877768665,0.6091991683853288,0.0362949438378046,15.0549,low,1.7003474474979674,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-03 00:00:00,2018-10-03 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4119405713522946,0.0224546741960765,0.0224546741960765,low,1-3d,0.592557155482787,0.3506462537348791,0.592557155482787,0.056796590782334,12.8758,low,0.0,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-03 06:00:00,2018-10-03 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4262506328942888,0.0185102606039344,0.0185102606039344,low,0-24h,0.7694009133082859,0.7694009133082859,0.2136838180808932,0.0169152686108209,21.2907,low,23.955854470483516,medium,normal,,train,normal,0.0
manufacturer 1,15,2018-10-03 12:00:00,2018-10-03 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4486575920372256,0.0192901643469572,0.0192901643469572,low,0-24h,0.7309618544114407,0.7309618544114407,0.2303880214517263,0.0386501241368328,21.4392,low,6.627122755724146,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-03 18:00:00,2018-10-04 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4329870080987434,0.0115060933442018,0.0115060933442018,low,1-3d,0.557928555589241,0.4165409391029319,0.557928555589241,0.025530505307827,12.805,low,4.01730653174174,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-04 00:00:00,2018-10-04 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4015734921384208,0.0149858072076114,0.0149858072076114,low,1-3d,0.6146085184695602,0.3703502888983187,0.6146085184695602,0.0150411926321209,14.6792,low,6.369768149786019,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-04 06:00:00,2018-10-04 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4027629466430344,0.0083898501718272,0.0083898501718272,low,1-3d,0.6454443945513763,0.3142791505834118,0.6454443945513763,0.0402764548652119,14.5676,low,0.23166185651734378,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-04 12:00:00,2018-10-04 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4358242887219911,0.0190066139221713,0.0190066139221713,low,0-24h,0.5372690897787745,0.5372690897787745,0.4313788558111424,0.0313520544100831,17.7571,low,11.706917776953219,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-04 18:00:00,2018-10-05 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.423208052026546,0.0136617778493034,0.0136617778493034,low,1-3d,0.7227720571752483,0.2455770025018188,0.7227720571752483,0.0316509403229329,14.7852,low,3.0145699793346115,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-05 00:00:00,2018-10-05 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4024001252201548,0.0121973594148074,0.0121973594148074,low,1-3d,0.9536551228113496,0.0344315505451309,0.9536551228113496,0.0119133266435195,16.634,low,4.874083841803175,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-05 06:00:00,2018-10-05 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4004451631480463,0.0087011246901098,0.0087011246901098,low,0-24h,0.7374102475659219,0.7374102475659219,0.2563396785915932,0.0062500738424849,20.9593,low,15.35598932780159,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-05 12:00:00,2018-10-05 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.445477742430153,0.0242039243375919,0.0242039243375919,low,1-3d,0.7559401627832816,0.2341404398585584,0.7559401627832816,0.00991939735816,15.1085,low,5.785611286665702,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-05 18:00:00,2018-10-06 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4186828989962284,0.0129567442862188,0.0129567442862188,low,1-3d,0.5356918817228079,0.4520731861271572,0.5356918817228079,0.0122349321500347,12.7453,low,10.299066654553128,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-06 00:00:00,2018-10-06 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4146420312648616,0.0141698586984802,0.0141698586984802,low,1-3d,0.8974858506347503,0.0976063240719557,0.8974858506347503,0.004907825293294,16.7429,low,3.7980143773244066,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-06 06:00:00,2018-10-06 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4038160899232834,0.0087869888552599,0.0087869888552599,low,1-3d,0.807963715396143,0.1871111321192463,0.807963715396143,0.0049251524846105,16.5811,low,7.360264054175804,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-06 12:00:00,2018-10-06 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.407124897284423,0.0085030858663986,0.0085030858663986,low,1-3d,0.9345525664898654,0.0617175269109626,0.9345525664898654,0.003729906599172,16.5958,low,4.2853950710410444,low,normal,,train,normal,0.0
manufacturer 1,15,2018-10-06 18:00:00,2018-10-07 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.3965642859042046,0.0114818564855897,0.0114818564855897,low,1-3d,0.9405703664523662,0.0529245109677439,0.9405703664523662,0.0065051225798898,16.5861,low,0.2195600182868942,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-01 00:00:00,2019-03-01 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4130571670387326,0.0088933226131572,0.0088933226131572,low,3-7d,0.6710886580255048,0.1103710298226765,0.2185403121518187,0.6710886580255048,9.8384,low,2.5637663825374197,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-01 06:00:00,2019-03-01 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4087495935350514,0.0076013209012802,0.0076013209012802,low,0-24h,0.8820454788867499,0.8820454788867499,0.0921109657798872,0.0258435553333629,24.5893,low,18.108081930906913,medium,normal,,train,normal,0.0
manufacturer 1,15,2019-03-01 12:00:00,2019-03-01 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.3969626071204016,0.0100045364881457,0.0100045364881457,low,1-3d,0.5629463014721954,0.3834647700445739,0.5629463014721954,0.0535889284832307,12.5619,low,0.0542021044239007,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-01 18:00:00,2019-03-02 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.3984245285776394,0.0078964404696523,0.0078964404696523,low,3-7d,0.6376510892716909,0.0168549360300623,0.3454939746982468,0.6376510892716909,9.7327,low,5.555643409405452,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-02 00:00:00,2019-03-02 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4014639889661185,0.0111786325402481,0.0111786325402481,low,1-3d,0.5541837723818958,0.0389125604809116,0.5541837723818958,0.4069036671371925,12.61,low,0.10153382313872047,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-02 06:00:00,2019-03-02 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.3979560194383643,0.0100546818084249,0.0100546818084249,low,1-3d,0.829575624653304,0.1072010074592178,0.829575624653304,0.0632233678874781,16.5687,low,0.0,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-02 12:00:00,2019-03-02 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4078315325159607,0.0129582302803521,0.0129582302803521,low,1-3d,0.6614285681267212,0.2553182817909201,0.6614285681267212,0.0832531500823584,14.6802,low,1.8324898256314088,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-02 18:00:00,2019-03-03 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.3945094390373887,0.0088086248547526,0.0088086248547526,low,1-3d,0.8424161482914955,0.0989558471723532,0.8424161482914955,0.0586280045361514,16.5256,low,0.0,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-03 00:00:00,2019-03-03 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4053780596167453,0.0088574234450269,0.0088574234450269,low,1-3d,0.7119081781381992,0.1954404294728414,0.7119081781381992,0.0926513923889593,14.5917,low,0.375877405472058,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-03 06:00:00,2019-03-03 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4034181982217312,0.0067416726252654,0.0067416726252654,low,0-24h,0.8342479298407158,0.8342479298407158,0.1237792421270415,0.0419728280322426,24.5419,low,8.803922821640091,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-03 12:00:00,2019-03-03 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4084493801916586,0.011568169764705,0.011568169764705,low,0-24h,0.7318056459995953,0.7318056459995953,0.2316916590387069,0.0365026949616977,21.0589,low,8.477066108743262,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-03 18:00:00,2019-03-04 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4044474455415392,0.0078446285150875,0.0078446285150875,low,0-24h,0.5840381751128974,0.5840381751128974,0.3432029580149616,0.0727588668721409,17.3679,low,1.3449572106479755,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-04 00:00:00,2019-03-04 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4111575189734915,0.0101302371557329,0.0101302371557329,low,1-3d,0.4901192246586157,0.4360594945812923,0.4901192246586157,0.073821280760092,12.6493,low,0.0,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-04 06:00:00,2019-03-04 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4199160922149236,0.0074243915059003,0.0074243915059003,low,0-24h,0.8194087599005514,0.8194087599005514,0.1420003586734929,0.0385908814259556,24.6531,low,13.941847688821337,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-04 12:00:00,2019-03-04 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4251789104087626,0.012907544570486,0.012907544570486,low,0-24h,0.7846870784955405,0.7846870784955405,0.1739617599141498,0.0413511615903095,21.1834,low,15.22264917306566,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-04 18:00:00,2019-03-05 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4547726708361422,0.0118550023200279,0.0118550023200279,low,3-7d,0.5751734083725324,0.1402415605376443,0.2845850310898234,0.5751734083725324,9.342,low,2.4976480715617404,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-05 00:00:00,2019-03-05 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4005434015123008,0.0095706308081097,0.0095706308081097,low,1-3d,0.6095942871386842,0.244297159498725,0.6095942871386842,0.1461085533625906,14.5755,low,2.1152306913829255,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-05 06:00:00,2019-03-05 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4012428086256041,0.0053615811738466,0.0053615811738466,low,0-24h,0.8524529613361065,0.8524529613361065,0.1166731278184788,0.0308739108454145,24.504,low,11.037773905249148,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-05 12:00:00,2019-03-05 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4059115680331678,0.0094848802900546,0.0094848802900546,low,0-24h,0.8894422687063991,0.8894422687063991,0.0790926679962205,0.0314650632973803,24.6062,low,12.738041672143366,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-05 18:00:00,2019-03-06 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.406232756611659,0.0082950321807925,0.0082950321807925,low,0-24h,0.538920082327778,0.538920082327778,0.3176319349678045,0.1434479827044174,17.3867,low,3.0820605995241968,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-06 00:00:00,2019-03-06 06:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4094589094272193,0.0093517152873635,0.0093517152873635,low,3-7d,0.8523817636165958,0.0316052875116029,0.1160129488718011,0.8523817636165958,10.6251,low,3.910705325557794,low,normal,,train,normal,0.0
manufacturer 1,15,2019-03-06 06:00:00,2019-03-06 12:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4190506648163514,0.0058234851254821,0.0058234851254821,low,0-24h,0.936242970553998,0.936242970553998,0.0425368050264317,0.0212202244195703,24.6191,low,33.72797822600376,medium,normal,,train,normal,0.0
manufacturer 1,15,2019-03-06 12:00:00,2019-03-06 18:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4081410014992336,0.0104433564303702,0.0104433564303702,low,0-24h,0.964092281637416,0.964092281637416,0.0173042886513288,0.0186034297112553,24.6368,low,31.691118926496507,medium,normal,,train,normal,0.0
manufacturer 1,15,2019-03-06 18:00:00,2019-03-07 00:00:00,substation_15.csv,SH + DHW with sub-circuits,0.4066481937742044,0.0084129130801753,0.0084129130801753,low,0-24h,0.8052415913051901,0.8052415913051901,0.1390433954419911,0.0557150132528187,24.5913,low,3.8038254429006915,low,normal,,train,normal,0.0
