scope,ranking_date,manufacturer,substation_id,configuration_type,day_label,fault_event_count,fault_event_keys,pre_fault_window_count,normal_window_count,window_count,first_window_start,last_window_end,min_estimated_lead_time_hours,true_most_urgent_lead_time_bucket,representative_priority_reason,representative_priority_level,representative_predicted_lead_time_bucket,representative_risk_level,priority_score,risk_score,anomaly_ensemble_score,mw_anomaly_context_score,multi_horizon_persistence_score,raw_ae_score_ratio_q999_max,risk_high_or_critical_window_count,anomaly_event_label_window_count,mw_anomaly_operational_confirmed_window_count,raw_ae_alarm_q999_c32_window_count,raw_ae_alarm_union_q998_c48_or_q999_spike_window_count,substations_on_date,priority_score_substation_rank,risk_score_substation_rank,anomaly_ensemble_score_substation_rank,mw_anomaly_context_score_substation_rank,multi_horizon_persistence_score_substation_rank,raw_ae_score_ratio_q999_max_substation_rank,priority_top1_substation,priority_top3_substation,priority_top5_substation,priority_top10_substation,priority_top20pct_substation
overall,2020-01-18,manufacturer 2,8,SH,normal,0,,0,1,1,2020-01-17 18:00:00,2020-01-18 00:00:00,,,leadtime=1-3d|risk_3d_increasing,low,1-3d,low,12.3665,0.0277784212291671,0.5402061131706086,0.5,0.0208534419107139,0.47418937,0,0,0,0,0,4,4,4,3,2,3,3,False,False,True,True,False
overall,2020-01-17,manufacturer 2,61,SH,pre_fault,1,manufacturer 2|61|11.0,4,0,4,2020-01-16 18:00:00,2020-01-17 18:00:00,88.06666666666666,3-7d,risk=high|leadtime=0-24h|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|leadtime_near_term_prob_high,urgent,0-24h,high,84.5238,0.7162118493335241,0.5731026329055617,0.5,11.321428571428571,0.4898421,4,0,0,0,0,3,1,2,3,3,1,1,True,True,True,True,True
overall,2020-01-17,manufacturer 1,27,SH + DHW,pre_fault,1,manufacturer 1|27|23.0,1,0,1,2020-01-17 12:00:00,2020-01-17 18:00:00,66.95,1-3d,leadtime=1-3d,medium,1-3d,medium,41.6422,0.8782013703829233,0.8296602870588997,0.5,0.0,0.23593605,0,0,0,0,0,3,2,1,1,1,2,3,False,True,True,True,False
overall,2020-01-17,manufacturer 2,8,SH,normal,0,,0,2,2,2020-01-17 00:00:00,2020-01-17 12:00:00,,,leadtime=0-24h,low,0-24h,low,16.0829,0.0277784212291671,0.5856329377897523,0.5,0.0,0.4737031,0,0,0,0,0,3,3,3,2,2,3,2,False,True,True,True,False
overall,2020-01-16,manufacturer 2,61,SH,pre_fault,1,manufacturer 2|61|11.0,4,0,4,2020-01-15 18:00:00,2020-01-16 18:00:00,112.06666666666666,3-7d,risk=high|leadtime=0-24h|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|leadtime_near_term_prob_high,urgent,0-24h,high,83.7792,0.7928889835139024,0.5596315272464939,0.5,9.357142857142858,0.5124525,4,0,0,0,0,2,1,1,2,2,1,2,True,True,True,True,True
overall,2020-01-16,manufacturer 2,8,SH,normal,0,,0,4,4,2020-01-15 18:00:00,2020-01-16 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,18.2619,0.0308649124768524,0.5874088184427555,0.5,0.0,0.54411495,0,0,0,0,0,2,2,2,1,1,2,1,False,True,True,True,False
overall,2020-01-15,manufacturer 2,61,SH,pre_fault,1,manufacturer 2|61|11.0,4,0,4,2020-01-14 18:00:00,2020-01-15 18:00:00,136.06666666666666,3-7d,risk=high|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent,urgent,1-3d,high,73.7991,0.8805869097207143,0.7992775836163991,1.8,6.976190476190477,0.9900072,4,0,0,0,0,2,1,1,1,1,1,1,True,True,True,True,True
overall,2020-01-15,manufacturer 2,8,SH,normal,0,,0,4,4,2020-01-14 18:00:00,2020-01-15 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,21.4525,0.0212882432124958,0.6010543330206668,0.5,0.0,0.5333441,0,0,0,0,0,2,2,2,2,2,2,2,False,True,True,True,False
overall,2020-01-14,manufacturer 2,61,SH,pre_fault,1,manufacturer 2|61|11.0,1,0,1,2020-01-14 12:00:00,2020-01-14 18:00:00,160.06666666666666,3-7d,risk=critical|leadtime=1-3d,high,1-3d,critical,68.3413,0.9263538198925068,0.5669376863878688,0.5,1.5952380952380951,0.5754028,1,0,0,0,0,2,1,1,2,2,1,1,True,True,True,True,True
overall,2020-01-14,manufacturer 2,8,SH,normal,0,,0,4,4,2020-01-13 18:00:00,2020-01-14 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,22.1465,0.0426458599428072,0.609086140148015,0.5,0.0,0.48269245,0,0,0,0,0,2,2,2,1,1,2,2,False,True,True,True,False
overall,2020-01-13,manufacturer 1,28,SH + DHW,pre_fault,1,manufacturer 1|28|47.0,2,0,2,2020-01-12 18:00:00,2020-01-13 06:00:00,4.916666666666667,6-24h,risk=critical|leadtime=0-24h|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing|leadtime_near_term_prob_high,urgent,0-24h,critical,100.0,1.0,0.4650987672066717,0.0,12.043515906700009,0.42415377,2,0,0,0,0,3,1,1,3,3,2,3,True,True,True,True,True
overall,2020-01-13,manufacturer 1,31,SH + DHW,pre_fault,1,manufacturer 1|31|45.0,3,0,3,2020-01-12 18:00:00,2020-01-13 12:00:00,3.8,0-6h,risk=critical|leadtime=0-24h|anomaly_consensus=1|criticality|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|raw_ae_q999_c32|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing|leadtime_near_term_prob_high|high_risk_near_leadtime_criticality,urgent,0-24h,critical,100.0,1.0,147.89466652431818,10.0,18.0,9.203679,3,3,3,3,3,3,2,2,1,1,1,1,False,True,True,True,False
overall,2020-01-13,manufacturer 2,8,SH,normal,0,,0,4,4,2020-01-12 18:00:00,2020-01-13 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,22.0016,0.0669060917030104,0.6261461019877425,0.5,0.0,0.56173444,0,0,0,0,0,3,3,3,2,2,3,2,False,True,True,True,False
overall,2020-01-12,manufacturer 1,28,SH + DHW,pre_fault,1,manufacturer 1|28|47.0,4,0,4,2020-01-11 18:00:00,2020-01-12 18:00:00,16.916666666666668,6-24h,risk=critical|leadtime=0-24h|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing|leadtime_near_term_prob_high,urgent,0-24h,critical,100.0,1.0,0.4294254177750927,0.0,11.688514948535088,0.47373724,4,0,0,0,0,3,1,1,3,3,2,3,True,True,True,True,True
overall,2020-01-12,manufacturer 1,31,SH + DHW,pre_fault,1,manufacturer 1|31|45.0,4,0,4,2020-01-11 18:00:00,2020-01-12 18:00:00,21.8,6-24h,risk=critical|leadtime=1-3d|anomaly_consensus=1|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|raw_ae_q999_c32|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|high_risk_near_leadtime_raw_ae_q999_c32,urgent,1-3d,critical,100.0,1.0,144.1533263499837,10.0,18.0,8.989952,4,1,3,4,4,3,2,2,1,1,1,1,False,True,True,True,False
overall,2020-01-12,manufacturer 2,8,SH,normal,0,,0,4,4,2020-01-11 18:00:00,2020-01-12 18:00:00,,,leadtime=1-3d,low,1-3d,low,19.1566,0.1980323093577587,0.6127906291942425,0.5,0.0,0.6512615,0,0,0,0,0,3,3,3,2,2,3,2,False,True,True,True,False
overall,2020-01-11,manufacturer 1,31,SH + DHW,pre_fault,1,manufacturer 1|31|45.0,4,0,4,2020-01-10 18:00:00,2020-01-11 18:00:00,45.8,1-3d,risk=critical|leadtime=1-3d|anomaly_consensus=1|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|raw_ae_q999_c32|repeated_high_48h|risk_24h_persistent|high_risk_near_leadtime_raw_ae_q999_c32,urgent,1-3d,critical,100.0,1.0,280.3839195297156,10.0,15.83095238095238,9.2713785,4,0,3,3,4,3,1,2,1,1,1,1,True,True,True,True,True
overall,2020-01-11,manufacturer 1,28,SH + DHW,pre_fault,1,manufacturer 1|28|47.0,4,0,4,2020-01-10 18:00:00,2020-01-11 18:00:00,40.91666666666666,1-3d,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing,urgent,1-3d,critical,91.6527,1.0,0.4506431325555046,0.0,10.588250653087456,0.4783927,4,0,0,0,0,3,2,1,3,3,2,2,False,True,True,True,False
overall,2020-01-11,manufacturer 2,8,SH,normal,0,,0,3,3,2020-01-11 00:00:00,2020-01-11 18:00:00,,,leadtime=1-3d,low,1-3d,medium,29.4706,0.2310376942507185,0.5823807718863808,0.5,0.0,0.4563517,0,0,0,0,0,3,3,3,2,2,3,3,False,True,True,True,False
overall,2020-01-10,manufacturer 2,43,SH + DHW,pre_fault,1,manufacturer 2|43|12.0,3,0,3,2020-01-09 18:00:00,2020-01-10 12:00:00,0.5833333333333334,6-24h,risk=critical|leadtime=0-24h|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|leadtime_near_term_prob_high,urgent,0-24h,critical,98.6878,1.0,0.8515893498033918,2.6,8.761904761904761,0.8996716,3,0,0,0,0,2,1,2,1,1,1,1,True,True,True,True,True
overall,2020-01-10,manufacturer 1,28,SH + DHW,pre_fault,1,manufacturer 1|28|47.0,4,0,4,2020-01-09 18:00:00,2020-01-10 18:00:00,64.91666666666667,1-3d,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing,urgent,1-3d,critical,87.371,1.0,0.4296863999614034,0.0,8.26218579616474,0.4067263,4,0,0,0,0,2,2,1,2,2,2,2,False,True,True,True,False
overall,2020-01-09,manufacturer 2,43,SH + DHW,pre_fault,1,manufacturer 2|43|12.0,4,0,4,2020-01-08 18:00:00,2020-01-09 18:00:00,18.58333333333333,6-24h,risk=critical|leadtime=0-24h|anomaly_consensus=1|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|leadtime_near_term_prob_high,urgent,0-24h,critical,98.7007,1.0,0.9233548090567204,1.8,6.976190476190477,1.6214404,4,0,0,0,0,2,1,2,1,2,1,1,True,True,True,True,True
overall,2020-01-09,manufacturer 1,28,SH + DHW,pre_fault,1,manufacturer 1|28|47.0,3,0,3,2020-01-09 00:00:00,2020-01-09 18:00:00,88.91666666666667,3-7d,risk=critical|repeated_high_48h|risk_24h_persistent|risk_3d_increasing,urgent,3-7d,critical,77.1648,1.0,0.7464743828765092,2.197834586127894,5.225511610897687,0.60163903,3,0,0,0,0,2,2,1,2,1,2,2,False,True,True,True,False
overall,2020-01-08,manufacturer 2,43,SH + DHW,pre_fault,1,manufacturer 2|43|12.0,1,0,1,2020-01-08 12:00:00,2020-01-08 18:00:00,42.583333333333336,1-3d,risk=critical|leadtime=1-3d,urgent,1-3d,critical,70.2447,1.0,0.5371814221407686,0.5,1.5952380952380951,0.55442965,1,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-01-04,manufacturer 2,35,SH with buffer tank,normal,0,,0,1,1,2020-01-03 18:00:00,2020-01-04 00:00:00,,,leadtime=0-24h|risk_3d_increasing|leadtime_near_term_prob_high,low,0-24h,low,22.0363,0.0315266782437175,0.6556173003524759,0.5,0.1008281111076542,0.6034354,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-01-03,manufacturer 2,35,SH with buffer tank,normal,0,,0,4,4,2020-01-02 18:00:00,2020-01-03 18:00:00,,,leadtime=0-24h|risk_3d_increasing|leadtime_near_term_prob_high,low,0-24h,low,24.5272,0.1993287588685697,0.7649044533553249,1.4355373290255622,0.665815054866167,0.72951484,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-01-02,manufacturer 2,35,SH with buffer tank,normal,0,,0,4,4,2020-01-01 18:00:00,2020-01-02 18:00:00,,,leadtime=0-24h|anomaly_consensus=1|risk_3d_increasing|leadtime_near_term_prob_high,high,0-24h,medium,49.006,0.2214763987428553,2.378001957338579,4.004803131741727,0.5724245380541664,0.6555036,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-01-01,manufacturer 2,35,SH with buffer tank,normal,0,,0,4,4,2019-12-31 18:00:00,2020-01-01 18:00:00,,,leadtime=0-24h|risk_3d_increasing|leadtime_near_term_prob_high,low,0-24h,low,21.6382,0.0232995702132102,0.8738508114705901,0.0,0.0175617267796458,0.73877716,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2019-12-31,manufacturer 2,35,SH with buffer tank,normal,0,,0,4,4,2019-12-30 18:00:00,2019-12-31 18:00:00,,,leadtime=0-24h|risk_3d_increasing|leadtime_near_term_prob_high,low,0-24h,low,20.9673,0.0176358089977189,0.6270908404988709,0.0,0.0466555047257659,0.6311601,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2019-12-30,manufacturer 2,35,SH with buffer tank,normal,0,,0,4,4,2019-12-29 18:00:00,2019-12-30 18:00:00,,,leadtime=0-24h|risk_3d_increasing|leadtime_near_term_prob_high,low,0-24h,low,22.728,0.0195953433307988,0.7654871025453139,0.8088348705564765,0.0486470218589655,0.65555114,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2019-12-29,manufacturer 2,35,SH with buffer tank,normal,0,,0,4,4,2019-12-28 18:00:00,2019-12-29 18:00:00,,,leadtime=0-24h,low,0-24h,low,14.8068,0.0123858292973947,0.732193937112225,0.0,0.0186346281374885,0.62562716,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2019-12-28,manufacturer 2,35,SH with buffer tank,normal,0,,0,3,3,2019-12-28 00:00:00,2019-12-28 18:00:00,,,leadtime=1-3d|risk_3d_increasing,low,1-3d,low,13.706,0.0094701848698222,0.7184234889348876,0.0,0.0109860957202344,0.62491965,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2019-12-27,manufacturer 1,13,SH + DHW,normal,0,,0,1,1,2019-12-26 18:00:00,2019-12-27 00:00:00,,,leadtime=0-24h|raw_ae_union,low,0-24h,low,26.8017,0.0938566432050321,0.6384026512012235,1.0,4.5,0.87504834,0,0,0,0,1,1,1,1,1,1,1,1,True,True,True,True,True
overall,2019-12-26,manufacturer 1,13,SH + DHW,normal,0,,0,4,4,2019-12-25 18:00:00,2019-12-26 18:00:00,,,leadtime=0-24h|raw_ae_union|leadtime_near_term_prob_high,low,0-24h,low,32.3869,0.1090246052756246,0.6678362608834414,1.0,4.5,0.87409675,0,0,0,0,4,1,1,1,1,1,1,1,True,True,True,True,True
overall,2019-12-25,manufacturer 1,13,SH + DHW,normal,0,,0,4,4,2019-12-24 18:00:00,2019-12-25 18:00:00,,,leadtime=0-24h|raw_ae_union|repeated_watch_48h|leadtime_near_term_prob_high,low,0-24h,low,30.6287,0.0742205317319342,0.6491171286724435,1.0,4.5,0.96025366,0,0,0,0,4,1,1,1,1,1,1,1,True,True,True,True,True
overall,2019-12-24,manufacturer 1,13,SH + DHW,normal,0,,0,4,4,2019-12-23 18:00:00,2019-12-24 18:00:00,,,leadtime=0-24h|raw_ae_union|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,high,0-24h,medium,48.8223,0.2207143431967125,0.650249653581161,1.0,4.6052200914212245,0.90768147,0,0,0,0,4,1,1,1,1,1,1,1,True,True,True,True,True
overall,2019-12-23,manufacturer 1,13,SH + DHW,normal,0,,0,4,4,2019-12-22 18:00:00,2019-12-23 18:00:00,,,leadtime=0-24h|raw_ae_union|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,high,0-24h,medium,54.4114,0.4284661708404779,0.6838451918344173,1.0,4.70266236764951,0.9649818,0,0,0,0,4,1,1,1,1,1,1,1,True,True,True,True,True
overall,2019-12-22,manufacturer 1,13,SH + DHW,normal,0,,0,4,4,2019-12-21 18:00:00,2019-12-22 18:00:00,,,leadtime=0-24h|raw_ae_union|repeated_watch_48h|leadtime_near_term_prob_high,high,0-24h,medium,52.0015,0.4760735231560866,0.7531981436757946,1.0,4.5,0.9816055,0,0,0,0,4,2,1,1,1,1,1,1,True,True,True,True,True
overall,2019-12-22,manufacturer 2,40,SH + DHW,normal,0,,0,1,1,2019-12-21 18:00:00,2019-12-22 00:00:00,,,leadtime=0-24h|risk_3d_increasing,low,0-24h,low,14.8611,0.0130384085702457,0.4995861764842849,0.0,0.000967167503596,0.6445426,0,0,0,0,0,2,2,2,2,2,2,2,False,True,True,True,False
overall,2019-12-21,manufacturer 1,13,SH + DHW,normal,0,,0,4,4,2019-12-20 18:00:00,2019-12-21 18:00:00,,,leadtime=0-24h|raw_ae_union|repeated_watch_48h|leadtime_near_term_prob_high,high,0-24h,medium,51.2761,0.4392628523838078,0.6999572709732511,1.0,4.5,1.05298,0,0,0,0,4,2,1,1,1,1,1,1,True,True,True,True,True
overall,2019-12-21,manufacturer 2,40,SH + DHW,normal,0,,0,4,4,2019-12-20 18:00:00,2019-12-21 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,20.5138,0.0095732006521987,0.4950601835532867,0.0,0.0010084837593477,0.67992526,0,0,0,0,0,2,2,2,2,2,2,2,False,True,True,True,False
overall,2019-12-20,manufacturer 1,13,SH + DHW,normal,0,,0,3,3,2019-12-20 00:00:00,2019-12-20 18:00:00,,,leadtime=0-24h|raw_ae_union|repeated_watch_48h|leadtime_near_term_prob_high,high,0-24h,medium,50.9057,0.5124733277811092,0.7436840625103147,1.0,4.5,0.9695476,0,0,0,0,3,3,1,1,1,1,1,2,True,True,True,True,True
overall,2019-12-20,manufacturer 2,40,SH + DHW,normal,0,,0,4,4,2019-12-19 18:00:00,2019-12-20 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,20.6284,0.0110188884205204,0.5084852361538879,0.0,0.0,0.9996821,0,0,0,0,0,3,2,2,3,2,2,1,False,True,True,True,False
overall,2019-12-20,manufacturer 2,53,SH with buffer tank,normal,0,,0,1,1,2019-12-19 18:00:00,2019-12-20 00:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,20.5755,0.0052331039164387,0.5279145297797028,0.0,0.0,0.5733632,0,0,0,0,0,3,3,3,2,3,3,3,False,True,True,True,False
overall,2019-12-19,manufacturer 2,15,SH,pre_fault,1,manufacturer 2|15|13.0,2,0,2,2019-12-18 18:00:00,2019-12-19 06:00:00,2.2333333333333334,0-6h,risk=critical|leadtime=0-24h|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing|leadtime_near_term_prob_high,urgent,0-24h,critical,99.9214,1.0,0.6565095234961347,0.5,11.142857142857142,0.5698232,2,0,0,0,0,3,1,1,1,1,1,3,True,True,True,True,True
overall,2019-12-19,manufacturer 2,40,SH + DHW,normal,0,,0,4,4,2019-12-18 18:00:00,2019-12-19 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,20.6478,0.0102223504366253,0.4801305198937271,0.0,0.0,0.6439928,0,0,0,0,0,3,2,2,3,2,2,1,False,True,True,True,False
overall,2019-12-19,manufacturer 2,53,SH with buffer tank,normal,0,,0,4,4,2019-12-18 18:00:00,2019-12-19 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,20.5502,0.0085114190991334,0.5246263230802788,0.0,0.0,0.6256337,0,0,0,0,0,3,3,3,2,3,3,2,False,True,True,True,False
overall,2019-12-18,manufacturer 2,15,SH,pre_fault,1,manufacturer 2|15|13.0,4,0,4,2019-12-17 18:00:00,2019-12-18 18:00:00,14.233333333333333,6-24h,risk=critical|leadtime=0-24h|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|leadtime_near_term_prob_high,urgent,0-24h,critical,98.7129,1.0,0.6769888152165205,0.5,9.952380952380954,0.5585142,4,0,0,0,0,3,1,1,1,1,1,3,True,True,True,True,True
overall,2019-12-18,manufacturer 2,40,SH + DHW,normal,0,,0,4,4,2019-12-17 18:00:00,2019-12-18 18:00:00,,,leadtime=0-24h|risk_3d_increasing|leadtime_near_term_prob_high,low,0-24h,low,20.8975,0.0226544961396363,0.4943366642248484,0.0,0.0008126930678602,0.9946758,0,0,0,0,0,3,2,2,3,2,2,1,False,True,True,True,False
overall,2019-12-18,manufacturer 2,53,SH with buffer tank,normal,0,,0,4,4,2019-12-17 18:00:00,2019-12-18 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,17.7131,0.0094571323323705,0.5636305960104712,0.0,0.0,0.60018116,0,0,0,0,0,3,3,3,2,3,3,2,False,True,True,True,False
overall,2019-12-17,manufacturer 2,15,SH,pre_fault,1,manufacturer 2|15|13.0,4,0,4,2019-12-16 18:00:00,2019-12-17 18:00:00,38.23333333333333,1-3d,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent,urgent,1-3d,critical,87.3698,1.0,0.628221053219137,0.5,7.571428571428571,0.5032577,4,0,0,0,0,3,1,1,1,1,1,3,True,True,True,True,True
overall,2019-12-17,manufacturer 2,40,SH + DHW,normal,0,,0,4,4,2019-12-16 18:00:00,2019-12-17 18:00:00,,,leadtime=0-24h|risk_3d_increasing|leadtime_near_term_prob_high,low,0-24h,low,21.6478,0.0443559422541343,0.5653635280173179,0.0,0.1065003833895221,0.5634719,0,0,0,0,0,3,2,2,2,2,2,2,False,True,True,True,False
overall,2019-12-17,manufacturer 2,53,SH with buffer tank,normal,0,,0,4,4,2019-12-16 18:00:00,2019-12-17 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,20.99,0.0213111185887101,0.5540205882848988,0.0,0.0,0.63505626,0,0,0,0,0,3,3,3,3,3,3,1,False,True,True,True,False
overall,2019-12-16,manufacturer 2,15,SH,pre_fault,1,manufacturer 2|15|13.0,2,0,2,2019-12-16 06:00:00,2019-12-16 18:00:00,62.23333333333333,1-3d,risk=critical|leadtime=1-3d|anomaly_consensus=1,urgent,1-3d,critical,82.43,1.0,2.733042456322485,4.572867930115976,3.1904761904761902,0.5004522,2,0,0,0,0,3,1,1,1,1,1,3,True,True,True,True,True
overall,2019-12-16,manufacturer 2,53,SH with buffer tank,normal,0,,0,4,4,2019-12-15 18:00:00,2019-12-16 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,22.3134,0.0764902951638884,0.5594429849073352,0.0,0.0,0.69327825,0,0,0,0,0,3,2,2,2,3,3,1,False,True,True,True,False
overall,2019-12-16,manufacturer 2,40,SH + DHW,normal,0,,0,4,4,2019-12-15 18:00:00,2019-12-16 18:00:00,,,leadtime=0-24h|risk_3d_increasing|leadtime_near_term_prob_high,low,0-24h,low,21.4907,0.0492843802823714,0.5241422770208096,0.0,0.114581076520092,0.57523865,0,0,0,0,0,3,3,3,3,2,2,2,False,True,True,True,False
overall,2019-12-15,manufacturer 2,53,SH with buffer tank,normal,0,,0,4,4,2019-12-14 18:00:00,2019-12-15 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high|history_adjusted,low,0-24h,low,15.9605,0.0849892168487649,0.6181927762744797,0.0,0.0,0.58776784,0,0,0,0,0,3,1,1,2,3,3,2,True,True,True,True,True
overall,2019-12-15,manufacturer 2,40,SH + DHW,normal,0,,0,3,3,2019-12-15 00:00:00,2019-12-15 18:00:00,,,leadtime=1-3d|risk_3d_increasing,low,1-3d,low,15.1306,0.0381000261658667,0.5080032669728235,0.0,0.558806040884458,0.74976426,0,0,0,0,0,3,2,3,3,2,1,1,False,True,True,True,False
overall,2019-12-15,manufacturer 1,26,SH + DHW with sub-circuits,normal,0,,0,1,1,2019-12-14 18:00:00,2019-12-15 00:00:00,,,leadtime=1-3d|risk_3d_increasing,low,1-3d,low,14.9287,0.0737989522179494,0.6234167114505493,0.5,0.0188468698301488,0.40090048,0,0,0,0,0,3,3,2,1,1,2,3,False,True,True,True,False
overall,2019-12-14,manufacturer 1,26,SH + DHW with sub-circuits,normal,0,,0,4,4,2019-12-13 18:00:00,2019-12-14 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,21.6307,0.0819988357977216,0.630656453654203,0.5,0.0,0.5210508,0,0,0,0,0,2,1,2,1,1,1,2,True,True,True,True,True
overall,2019-12-14,manufacturer 2,53,SH with buffer tank,normal,0,,0,4,4,2019-12-13 18:00:00,2019-12-14 18:00:00,,,leadtime=1-3d|history_adjusted,low,1-3d,low,10.6988,0.1261636647164312,0.6172479500775966,0.0,0.0,0.5839724,0,0,0,0,0,2,2,1,2,2,2,1,False,True,True,True,False
overall,2019-12-13,manufacturer 1,26,SH + DHW with sub-circuits,normal,0,,0,4,4,2019-12-12 18:00:00,2019-12-13 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,21.4639,0.0254319916095271,0.612451760129569,0.5,0.0,0.4334448,0,0,0,0,0,2,1,2,1,1,1,2,True,True,True,True,True
overall,2019-12-13,manufacturer 2,53,SH with buffer tank,normal,0,,0,3,3,2019-12-13 00:00:00,2019-12-13 18:00:00,,,leadtime=1-3d|history_adjusted,low,1-3d,low,10.511,0.1471909421691698,0.5891464386105985,0.0,0.0,0.61192834,0,0,0,0,0,2,2,1,2,2,2,1,False,True,True,True,False
overall,2019-12-12,manufacturer 1,26,SH + DHW with sub-circuits,normal,0,,0,4,4,2019-12-11 18:00:00,2019-12-12 18:00:00,,,leadtime=0-24h|repeated_watch_48h|leadtime_near_term_prob_high,low,0-24h,low,26.0504,0.1159765260954605,0.5951584057688052,0.5,0.0223760160274685,0.52664936,0,0,0,0,0,2,1,1,1,2,2,2,True,True,True,True,True
overall,2019-12-12,manufacturer 1,14,SH + DHW,normal,0,,0,1,1,2019-12-11 18:00:00,2019-12-12 00:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,23.8817,0.0622552073103276,0.5851691111858552,1.0,0.5357142857142857,0.8613062,0,0,0,0,0,2,2,2,2,1,1,1,False,True,True,True,False
overall,2019-12-11,manufacturer 1,26,SH + DHW with sub-circuits,normal,0,,0,4,4,2019-12-10 18:00:00,2019-12-11 18:00:00,,,leadtime=0-24h|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,medium,0-24h,medium,41.5012,0.2760129594973112,0.6321883685235409,0.5,0.4674242624892327,0.43516013,0,0,0,0,0,2,1,1,1,2,2,2,True,True,True,True,True
overall,2019-12-11,manufacturer 1,14,SH + DHW,normal,0,,0,4,4,2019-12-10 18:00:00,2019-12-11 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,23.4782,0.0691724525670307,0.6138528257178908,1.0,0.5357142857142857,0.91236395,0,0,0,0,0,2,2,2,2,1,1,1,False,True,True,True,False
overall,2019-12-10,manufacturer 1,26,SH + DHW with sub-circuits,normal,0,,0,4,4,2019-12-09 18:00:00,2019-12-10 18:00:00,,,leadtime=0-24h|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,medium,0-24h,medium,39.8825,0.3066810661081235,0.6097976761191708,0.5,0.6003607737474538,0.42045966,0,0,0,0,0,2,1,1,2,2,1,2,True,True,True,True,True
overall,2019-12-10,manufacturer 1,14,SH + DHW,normal,0,,0,4,4,2019-12-09 18:00:00,2019-12-10 18:00:00,,,leadtime=0-24h|repeated_watch_48h|leadtime_near_term_prob_high,low,0-24h,low,25.6477,0.0447740710357661,0.6620453334279026,1.0,0.5357142857142857,0.95453143,0,0,0,0,0,2,2,2,1,1,2,1,False,True,True,True,False
