manufacturer,substation_id,window_start,window_end,configuration_type,label,fault_label,fault_event_id,anomaly_ensemble_score,anomaly_policy_score,iforest_score_ratio,mahalanobis_score_ratio,anomaly_consensus_count,anomaly_criticality,anomaly_event_label,anomaly_evidence_event_label,anomaly_evidence_source,risk_probability,risk_score,risk_level_calibrated,predicted_lead_time_bucket,leadtime_urgency_score,current_best_priority_score,current_best_priority_level,priority_score,priority_level,shadow_priority_score,priority_policy_agreement,operational_label,primary_state,review_required,review_reasons,trust_level,first_crossing_time,stable_crossing_time,stable_crossing_lead_hours,why_reason,recommended_action,split_time_based,m1_specialist_model_scope,m1_specialist_compact_window_start,m1_specialist_compact_window_end,m1_specialist_sample_count,m1_specialist_expected_count,m1_specialist_coverage_rate,m1_specialist_fault_probability,m1_specialist_task_probability,m1_specialist_activity_probability,m1_specialist_pre_event_probability,m1_specialist_fault_prediction,m1_specialist_task_prediction,m1_specialist_activity_prediction,m1_specialist_pre_event_prediction,m1_specialist_primary_state,m1_specialist_secondary_tags,m1_specialist_fault_group,m1_specialist_group_weight,m1_specialist_leadtime_urgency,m1_specialist_priority_score,m1_specialist_gate_review_required,m1_specialist_gate_review_reasons,m1_hybrid_priority_score,m1_specialist_priority_level,m1_specialist_priority_high_label,m1_hybrid_priority_level,m1_hybrid_priority_high_label,m1_priority_agreement,m1_priority_review_required,m1_why_reason,m1_recommended_action,current_best_priority_high_label,priority_source,priority_high_label
manufacturer 1,22,2019-11-06 00:00:00,2019-11-06 06:00:00,SH + DHW,normal,,,1.210239704,0.940065795637,0.846059216073,1.53319221215,1,0,0,0,no_active_anomaly,0.182108450411,0.880155363894,medium,1-3d,0.754466313533,62.2987,high,61.4400335328,medium,75.5425344202,same_high_zone,normal_monitor,normal_monitor,True,near_risk_high_threshold|near_anomaly_threshold|m1_priority_disagreement,low_review,,,,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.754; pre_event=0.649; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,validation,m1_runtime_model,2019-10-30 06:00:00,2019-11-06 06:00:00,997,1008,0.989087301587,0.75383910648,0.0871186337787,0.0499144685926,0.649297778738,1,0,0,1,fault,,unknown_review,0.1,0.754466313533,59.8453672366,False,,61.4400335328,medium,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.754; pre_event=0.649; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,3,2019-09-04 06:00:00,2019-09-04 12:00:00,SH + DHW,normal,,,0.54642903694,0.392558448148,0.71994267962,0.392558448148,0,0,0,0,no_active_anomaly,0.00957397306079,0.833679185276,medium,0-24h,0.915474293865,62.1857,high,68.7628803116,high,74.8165840061,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=high; m1_specialist_priority=high; m1_hybrid_priority=high; agreement=both_high; fault_gate=0.651; pre_event=0.946; fault_group=unknown_review,urgent review: current best and M1 specialist both support high priority.,validation,m1_runtime_model,2019-08-28 12:00:00,2019-09-04 12:00:00,1008,1008,1,0.651052685879,0.160887594224,0.107504180638,0.945698453297,1,0,0,1,fault,,unknown_review,0.1,0.915474293865,80.9776437473,False,,68.7628803116,high,1,high,1,both_high,False,current_best_priority=high; m1_specialist_priority=high; m1_hybrid_priority=high; agreement=both_high; fault_gate=0.651; pre_event=0.946; fault_group=unknown_review,urgent review: current best and M1 specialist both support high priority.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,1
manufacturer 1,4,2016-11-14 00:00:00,2016-11-14 06:00:00,SH + DHW,pre_fault,Motorised control valve (primary side): Actuator defective,11,0.677321703794,0.591962156142,0.773578214976,0.591962156142,0,0,0,0,no_active_anomaly,0.797386554195,0.854683324541,medium,0-24h,0.992775724289,60.702,high,69.1771360704,high,78.2908545784,same_high_zone,normal_monitor,normal_monitor,True,m1_specialist_gate_near_threshold,low,2016-11-12 00:00:00,,,current_best_priority=high; m1_specialist_priority=high; m1_hybrid_priority=high; agreement=both_high; fault_gate=0.540; pre_event=0.730; fault_group=control_controller,urgent review: current best and M1 specialist both support high priority.,train,m1_runtime_model,2016-11-07 06:00:00,2016-11-14 06:00:00,1008,1008,1,0.540297455182,0.110446440502,0.0363151274782,0.729698231969,1,0,0,1,fault,,control_controller,1,0.992775724289,84.916674487,True,m1_specialist_gate_near_threshold,69.1771360704,high,1,high,1,both_high,False,current_best_priority=high; m1_specialist_priority=high; m1_hybrid_priority=high; agreement=both_high; fault_gate=0.540; pre_event=0.730; fault_group=control_controller,urgent review: current best and M1 specialist both support high priority.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,1
manufacturer 1,3,2019-09-04 12:00:00,2019-09-04 18:00:00,SH + DHW,normal,,,0.588089588563,0.459135473685,0.733505930873,0.459135473685,0,0,0,0,no_active_anomaly,0.0279798294472,0.764501725545,medium,0-24h,0.941919840783,60.5397,high,54.7024503011,medium,71.8051901285,same_tier,normal_monitor,normal_monitor,True,m1_specialist_gate_near_threshold|m1_priority_disagreement,low,,,,current_best_priority=high; m1_specialist_priority=low; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.451; pre_event=0.256; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,validation,m1_runtime_model,2019-08-28 18:00:00,2019-09-04 18:00:00,1008,1008,1,0.450503062571,0.269860927482,0.27044368853,0.256440881706,0,0,0,0,normal,,unknown_review,0.1,0.941919840783,43.8618437173,True,m1_specialist_gate_near_threshold,54.7024503011,low,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=low; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.451; pre_event=0.256; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,6,2020-06-06 00:00:00,2020-06-06 06:00:00,SH + DHW,normal,,,0.625256840829,0.438865710183,0.835442583898,0.438865710183,0,1,0,0,no_active_anomaly,0.0226584678047,0.812894085516,medium,0-24h,0.84062003077,59.8121,high,59.5390513142,medium,71.4277756265,same_tier,normal_monitor,normal_monitor,True,m1_priority_disagreement,low,,,,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.841; pre_event=0.588; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,holdout,m1_runtime_model,2020-05-30 06:00:00,2020-06-06 06:00:00,1008,1008,1,0.841439454487,0.104597105709,0.0656683751917,0.587515635902,1,0,0,0,fault,,unknown_review,0.1,0.84062003077,59.0319608977,False,,59.5390513142,medium,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.841; pre_event=0.588; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,4,2016-11-14 12:00:00,2016-11-14 18:00:00,SH + DHW,pre_fault,Motorised control valve (primary side): Actuator defective,11,0.55016934868,0.376495189368,0.746014677265,0.376495189368,0,0,0,0,no_active_anomaly,0.729044707266,0.807316309264,medium,0-24h,0.995633321579,59.0257,high,69.0875363156,high,75.7713966569,same_high_zone,normal_monitor,normal_monitor,False,,low,2016-11-12 00:00:00,,,current_best_priority=high; m1_specialist_priority=high; m1_hybrid_priority=high; agreement=both_high; fault_gate=0.429; pre_event=0.780; fault_group=control_controller,urgent review: current best and M1 specialist both support high priority.,train,m1_runtime_model,2016-11-07 18:00:00,2016-11-14 18:00:00,1008,1008,1,0.428890495216,0.0775322522216,0.0478698167824,0.780087347484,0,0,0,1,normal,,control_controller,1,0.995633321579,87.773803759,False,,69.0875363156,high,1,high,1,both_high,False,current_best_priority=high; m1_specialist_priority=high; m1_hybrid_priority=high; agreement=both_high; fault_gate=0.429; pre_event=0.780; fault_group=control_controller,urgent review: current best and M1 specialist both support high priority.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,1
manufacturer 1,4,2016-11-14 06:00:00,2016-11-14 12:00:00,SH + DHW,pre_fault,Motorised control valve (primary side): Actuator defective,11,0.600322382054,0.45335540729,0.766051098278,0.45335540729,0,0,0,0,no_active_anomaly,0.747622293459,0.800185694853,medium,0-24h,0.974873128965,58.6294,high,68.6889023903,high,74.7564070859,same_tier,normal_monitor,normal_monitor,False,,low,2016-11-12 00:00:00,,,current_best_priority=high; m1_specialist_priority=high; m1_hybrid_priority=high; agreement=both_high; fault_gate=0.644; pre_event=0.784; fault_group=control_controller,urgent review: current best and M1 specialist both support high priority.,train,m1_runtime_model,2016-11-07 12:00:00,2016-11-14 12:00:00,1008,1008,1,0.643534133855,0.110355286616,0.0221281107912,0.784084391488,1,0,0,1,fault,,control_controller,1,0.974873128965,87.3708354008,False,,68.6889023903,high,1,high,1,both_high,False,current_best_priority=high; m1_specialist_priority=high; m1_hybrid_priority=high; agreement=both_high; fault_gate=0.644; pre_event=0.784; fault_group=control_controller,urgent review: current best and M1 specialist both support high priority.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,1
manufacturer 1,6,2020-06-06 06:00:00,2020-06-06 12:00:00,SH + DHW,normal,,,0.876549042069,0.883757748227,0.86842007555,0.883757748227,0,0,0,0,no_active_anomaly,0.0181490367987,0.559753054231,medium,0-24h,0.853200246468,57.9951,high,61.4379707844,medium,57.8824253767,same_tier,normal_monitor,normal_monitor,True,m1_priority_disagreement,low,,,,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.853; pre_event=0.741; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,holdout,m1_runtime_model,2020-05-30 12:00:00,2020-06-06 12:00:00,1008,1008,1,0.852907256998,0.148297092063,0.0813225733178,0.740652114104,1,0,0,1,fault,,unknown_review,0.1,0.853200246468,67.8318736698,False,,61.4379707844,medium,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.853; pre_event=0.741; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,14,2019-12-06 06:00:00,2019-12-06 12:00:00,SH + DHW,normal,,,1.10072057282,0.971905087966,0.87471457917,1.30114098228,1,0,0,0,no_active_anomaly,0.325170843364,0.808163192144,medium,0-24h,0.891782376966,57.508,high,49.1117831782,medium,75.7024468769,same_high_zone,normal_monitor,normal_monitor,True,near_anomaly_threshold|m1_specialist_gate_near_threshold|m1_priority_disagreement,low_review,,,,current_best_priority=high; m1_specialist_priority=low; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.525; pre_event=0.096; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,validation,m1_runtime_model,2019-11-29 12:00:00,2019-12-06 12:00:00,1008,1008,1,0.524534056635,0.0821252263547,0.0364190517461,0.0957334140284,1,0,0,0,fault,,unknown_review,0.1,0.891782376966,33.5188090805,True,m1_specialist_gate_near_threshold,49.1117831782,low,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=low; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.525; pre_event=0.096; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,14,2019-12-06 00:00:00,2019-12-06 06:00:00,SH + DHW,normal,,,1.11314879831,1.01717741734,0.915459675608,1.28845802033,2,1,0,0,no_active_anomaly,0.677001660341,0.84219527576,medium,1-3d,0.685926577756,57.203,high,46.7451158977,medium,75.8985374995,same_high_zone,normal_monitor,normal_monitor,True,near_anomaly_threshold|m1_priority_disagreement,low_review,,,,current_best_priority=high; m1_specialist_priority=low; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.612; pre_event=0.095; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,validation,m1_runtime_model,2019-11-29 06:00:00,2019-12-06 06:00:00,1008,1008,1,0.612350550455,0.0790278304644,0.0225110096383,0.0953733418834,1,0,0,0,fault,,unknown_review,0.1,0.685926577756,27.3233311363,False,,46.7451158977,low,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=low; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.612; pre_event=0.095; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,13,2020-05-26 00:00:00,2020-05-26 06:00:00,SH + DHW,pre_fault,Shut-off valve closed,53,1.03494577343,1.01690735791,0.915216622121,1.14112068119,2,43,1,1,iforest_0p90_and_mahalanobis_1p00_persistent,0.522568329847,0.592021871687,medium,0-24h,0.993162113279,56.9867,high,59.9686976763,medium,73.6060663412,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_anomaly_threshold|anomaly_confirmed_but_risk_low|long_persistent_anomaly|m1_priority_disagreement,medium,2020-05-25 06:00:00,2020-05-25 06:00:00,24,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.424; pre_event=0.491; fault_group=valve_actuator,baseline review: current best is high but M1 specialist is not aligned.,holdout,m1_runtime_model,2020-05-19 06:00:00,2020-05-26 06:00:00,1008,1008,1,0.423749521697,0.0703257123019,0.0216131535262,0.490880362954,0,0,0,0,normal,,valve_actuator,0.580894,0.993162113279,65.5066933609,False,,59.9686976763,medium,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.424; pre_event=0.491; fault_group=valve_actuator,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,14,2019-12-06 18:00:00,2019-12-07 00:00:00,SH + DHW,normal,,,1.20702941606,1.00394946465,0.903554518187,1.47614866512,2,2,0,0,no_active_anomaly,0.331539883215,0.662604339747,medium,0-24h,0.952414980062,56.7698,high,48.7872405682,medium,74.0156880879,same_tier,normal_monitor,normal_monitor,True,near_anomaly_threshold|m1_priority_disagreement,low_review,,,,current_best_priority=high; m1_specialist_priority=low; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.447; pre_event=0.071; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,validation,m1_runtime_model,2019-11-30 00:00:00,2019-12-07 00:00:00,1008,1008,1,0.447138426671,0.0763592618839,0.0588583700959,0.0707279624681,0,0,0,0,normal,,unknown_review,0.1,0.952414980062,33.9624873376,False,,48.7872405682,low,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=low; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.447; pre_event=0.071; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,4,2016-11-14 18:00:00,2016-11-15 00:00:00,SH + DHW,pre_fault,Motorised control valve (primary side): Actuator defective,11,0.547238221903,0.361173725003,0.7570556333,0.361173725003,0,0,0,0,no_active_anomaly,0.0504580550306,0.723285814151,medium,0-24h,0.987382110253,56.4456,high,53.7925113096,medium,70.9021830859,same_tier,normal_monitor,normal_monitor,True,m1_priority_disagreement,low,2016-11-12 00:00:00,,,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.199; pre_event=0.077; fault_group=control_controller,baseline review: current best is high but M1 specialist is not aligned.,train,m1_runtime_model,2016-11-08 00:00:00,2016-11-15 00:00:00,1008,1008,1,0.198546582976,0.0458561495295,0.0480317601023,0.0771615143898,0,0,0,0,normal,,control_controller,1,0.987382110253,48.865346599,False,,53.7925113096,medium,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.199; pre_event=0.077; fault_group=control_controller,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,1,2019-12-04 18:00:00,2019-12-05 00:00:00,SH + DHW,normal,,,0.70657966859,0.60038916353,0.826326408337,0.60038916353,0,0,0,0,no_active_anomaly,0.337730213377,0.818937194061,medium,0-24h,0.961916490823,55.8456,high,55.1445588709,medium,75.399040398,same_high_zone,normal_monitor,normal_monitor,True,m1_priority_disagreement,low,,,,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.617; pre_event=0.427; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,validation,m1_runtime_model,2019-11-28 00:00:00,2019-12-05 00:00:00,1008,1008,1,0.616507616054,0.0919788347951,0.0461249556813,0.427002374923,1,0,0,0,fault,,unknown_review,0.1,0.961916490823,53.8426253455,False,,55.1445588709,medium,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.617; pre_event=0.427; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,4,2016-11-12 06:00:00,2016-11-12 12:00:00,SH + DHW,pre_fault,Motorised control valve (primary side): Actuator defective,11,0.699201236898,0.609186368667,0.800707364902,0.609186368667,0,0,0,0,no_active_anomaly,0.603652710084,0.881173248088,medium,1-3d,0.671763345403,55.5669,high,64.8746086387,medium,70.1174290069,same_tier,normal_monitor,normal_monitor,True,near_risk_high_threshold,low_review,2016-11-12 00:00:00,,,current_best_priority=high; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=both_high; fault_gate=0.621; pre_event=0.855; fault_group=control_controller,urgent review: current best and M1 specialist both support high priority.,train,m1_runtime_model,2016-11-05 12:00:00,2016-11-12 12:00:00,1008,1008,1,0.62092214826,0.110355286616,0.0237947774578,0.854680961661,1,0,0,1,fault,,control_controller,1,0.671763345403,82.1603532534,False,,64.8746086387,high,1,medium,0,both_high,False,current_best_priority=high; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=both_high; fault_gate=0.621; pre_event=0.855; fault_group=control_controller,urgent review: current best and M1 specialist both support high priority.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,21,2016-12-04 12:00:00,2016-12-04 18:00:00,SH + DHW,pre_fault,Control unit: Incorrect parameterisation,6,0.610094626183,0.448289775709,0.792555415014,0.448289775709,0,0,0,0,no_active_anomaly,0.707094063159,0.869713271674,medium,0-24h,0.860424262116,55.5275,high,62.2032512254,medium,75.1469578056,same_high_zone,normal_monitor,normal_monitor,True,m1_specialist_gate_near_threshold|m1_priority_disagreement,low,2016-12-03 18:00:00,,,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.494; pre_event=0.614; fault_group=control_controller,baseline review: current best is high but M1 specialist is not aligned.,train,m1_runtime_model,2016-11-27 18:00:00,2016-12-04 18:00:00,1008,1008,1,0.494381569214,0.101245892356,0.0295782590716,0.614333583024,0,0,0,1,normal,,control_controller,1,0.860424262116,74.6010749298,True,m1_specialist_gate_near_threshold,62.2032512254,medium,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.494; pre_event=0.614; fault_group=control_controller,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,6,2020-06-07 00:00:00,2020-06-07 06:00:00,SH + DHW,normal,,,1.83765212319,1.02902863396,0.926125770561,2.64598681325,2,1,0,0,no_active_anomaly,0.226577699943,0.251810921972,medium,1-3d,0.827459673537,55.1865,high,60.5845620283,medium,47.6733909146,best_high_shadow_low,normal_monitor,normal_monitor,True,near_anomaly_threshold|m1_priority_disagreement,low_review,,,,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.852; pre_event=0.805; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,holdout,m1_runtime_model,2020-05-31 06:00:00,2020-06-07 06:00:00,1008,1008,1,0.85234295937,0.16434093104,0.126895305702,0.80519534837,1,0,0,1,fault,,unknown_review,0.1,0.827459673537,70.6095343665,False,,60.5845620283,medium,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.852; pre_event=0.805; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,21,2016-12-04 06:00:00,2016-12-04 12:00:00,SH + DHW,pre_fault,Control unit: Incorrect parameterisation,6,0.774522446906,0.738790771418,0.814815612881,0.738790771418,0,0,0,0,no_active_anomaly,0.856939212186,0.901529398013,medium,1-3d,0.697398615577,55.0919,high,60.7948627494,medium,72.006075358,same_tier,normal_monitor,normal_monitor,True,near_risk_high_threshold|m1_priority_disagreement,low_review,2016-12-03 18:00:00,,,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.630; pre_event=0.645; fault_group=control_controller,baseline review: current best is high but M1 specialist is not aligned.,train,m1_runtime_model,2016-11-27 12:00:00,2016-12-04 12:00:00,1008,1008,1,0.630453907344,0.114332629941,0.043672430934,0.644802196667,1,0,0,1,fault,,control_controller,1,0.697398615577,71.386079284,False,,60.7948627494,medium,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.630; pre_event=0.645; fault_group=control_controller,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,21,2016-12-04 00:00:00,2016-12-04 06:00:00,SH + DHW,pre_fault,Control unit: Incorrect parameterisation,6,0.608945756953,0.43232490769,0.808113948676,0.43232490769,0,0,0,0,no_active_anomaly,0.769106301026,0.902110473085,medium,1-3d,0.675382536494,55.0186,high,50.209855663,medium,71.3775521145,same_tier,normal_monitor,normal_monitor,True,near_risk_high_threshold|m1_priority_disagreement,low_review,2016-12-03 18:00:00,,,current_best_priority=high; m1_specialist_priority=low; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.382; pre_event=0.109; fault_group=control_controller,baseline review: current best is high but M1 specialist is not aligned.,train,m1_runtime_model,2016-11-27 06:00:00,2016-12-04 06:00:00,1008,1008,1,0.38229328481,0.0710092384703,0.0279115924049,0.109415534014,0,0,0,0,normal,,control_controller,1,0.675382536494,41.2793304656,False,,50.209855663,low,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=low; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.382; pre_event=0.109; fault_group=control_controller,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,22,2019-11-06 06:00:00,2019-11-06 12:00:00,SH + DHW,normal,,,1.09180873035,0.921662875682,0.829496588114,1.32442515838,1,0,0,0,no_active_anomaly,0.1772076624,0.880155363894,medium,1-3d,0.70291995923,54.7368,high,62.5545176797,medium,73.9961437911,same_tier,normal_monitor,normal_monitor,True,near_risk_high_threshold|near_anomaly_threshold|m1_priority_disagreement,low_review,,,,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.730; pre_event=0.991; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,validation,m1_runtime_model,2019-10-30 12:00:00,2019-11-06 12:00:00,1008,1008,1,0.729720866464,0.103604745168,0.0465811352593,0.990646135469,1,0,0,1,fault,,unknown_review,0.1,0.70291995923,77.0731362277,False,,62.5545176797,medium,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.730; pre_event=0.991; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,13,2019-12-23 06:00:00,2019-12-23 12:00:00,SH + DHW,normal,,,1.11140635425,1.05553964342,0.949985679082,1.25455299073,2,24,1,1,iforest_0p90_and_mahalanobis_1p00_persistent,0.0628981398869,0.42846617084,medium,0-24h,0.967423704884,54.4114,high,59.3614321216,medium,63.8383505427,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_anomaly_threshold|anomaly_confirmed_but_risk_low|long_persistent_anomaly|hard_normal_review|m1_priority_disagreement,medium,,,,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.821; pre_event=0.691; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,validation,m1_runtime_model,2019-12-16 12:00:00,2019-12-23 12:00:00,1008,1008,1,0.820687108378,0.0858083115514,0.0397453260517,0.691484323136,1,0,0,1,fault,,unknown_review,0.1,0.967423704884,68.554348919,False,,59.3614321216,medium,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.821; pre_event=0.691; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,1,2019-12-05 06:00:00,2019-12-05 12:00:00,SH + DHW,normal,,,1.06960580638,0.948570282886,0.853713254598,1.26105769192,1,0,0,0,no_active_anomaly,0.0690477532333,0.818937194061,medium,0-24h,0.858781749315,54.3592,high,61.5132972958,medium,75.3049981528,same_high_zone,normal_monitor,normal_monitor,True,near_anomaly_threshold|m1_priority_disagreement,low_review,,,,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.665; pre_event=0.864; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,validation,m1_runtime_model,2019-11-28 12:00:00,2019-12-05 12:00:00,1008,1008,1,0.665435618802,0.130922894569,0.0847317916795,0.864291372883,1,0,0,1,fault,,unknown_review,0.1,0.858781749315,74.799477988,False,,61.5132972958,medium,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=medium; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.665; pre_event=0.864; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,3,2019-09-04 18:00:00,2019-09-05 00:00:00,SH + DHW,normal,,,0.598282688586,0.491651326291,0.718526565216,0.491651326291,0,0,0,0,no_active_anomaly,0.0490453939026,0.474599614837,medium,0-24h,0.945328875274,54.2597,high,45.7799819141,medium,55.9628450743,same_tier,normal_monitor,normal_monitor,True,m1_priority_disagreement,low,,,,current_best_priority=high; m1_specialist_priority=low; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.224; pre_event=0.003; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,validation,m1_runtime_model,2019-08-29 00:00:00,2019-09-05 00:00:00,1008,1008,1,0.223979919202,0.172765320631,0.199720735403,0.00312850513145,0,0,0,0,normal,,unknown_review,0.1,0.945328875274,30.0319340404,False,,45.7799819141,low,0,medium,0,current_only_high,True,current_best_priority=high; m1_specialist_priority=low; m1_hybrid_priority=medium; agreement=current_only_high; fault_gate=0.224; pre_event=0.003; fault_group=unknown_review,baseline review: current best is high but M1 specialist is not aligned.,1,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
