manufacturer,substation_id,source_file,window_start,window_end,main_missing_sensors,main_changed_sensors,season_bucket,label,fault_label,fault_event_id,estimated_lead_time_hours,normal_event_related,maintenance_related,disturbance_count,leakage_blocked_fault_count,window_source_type,use_for_supervised_training,configuration_type,normal_reference_group,s_hc1_control_unit_mode__dominant,s_dhw_control_unit_mode__dominant,s_hc1_heating_pump_status_setpoint__dominant,s_dhw_3-way_valve_status__dominant,s_hc1.2_heating_pump_status__dominant,s_hc1.3_heating_pump_status__dominant,s_hc1.1_control_unit_mode__dominant,s_hc1.2_control_unit_mode__dominant,s_hc1.2_dhw_control unit_mode__dominant,s_hc1.1_heating_pump_status__dominant,s_hc1.3_control_unit_mode__dominant,split_time_based,split_substation_based,split_regime_based,normal_reference_outlier,normal_reference_outlier_count,normal_reference_filter_reason,configuration_type__is__missing,configuration_type__is__sh,configuration_type__is__sh_with_buffer_tank,configuration_type__is__sh_with_sub_circuits,manufacturer__is__manufacturer_1,manufacturer__is__manufacturer_2,s_dhw_3-way_valve_status__dominant__is__aus,s_dhw_3-way_valve_status__dominant__is__ein,s_dhw_3-way_valve_status__dominant__is__missing,s_dhw_control_unit_mode__dominant__is__missing,s_dhw_control_unit_mode__dominant__is__standby,s_dhw_control_unit_mode__dominant__is__tag,s_hc1.1_control_unit_mode__dominant__is__missing,s_hc1.1_control_unit_mode__dominant__is__nacht,s_hc1.1_control_unit_mode__dominant__is__tag,s_hc1.1_heating_pump_status__dominant__is__ein,s_hc1.1_heating_pump_status__dominant__is__missing,s_hc1.2_control_unit_mode__dominant__is__missing,s_hc1.2_control_unit_mode__dominant__is__nacht,s_hc1.2_control_unit_mode__dominant__is__standby,s_hc1.2_control_unit_mode__dominant__is__tag,s_hc1.2_dhw_control unit_mode__dominant__is__missing,s_hc1.2_dhw_control unit_mode__dominant__is__standby,s_hc1.2_heating_pump_status__dominant__is__aus,s_hc1.2_heating_pump_status__dominant__is__ein,s_hc1.2_heating_pump_status__dominant__is__missing,s_hc1.3_control_unit_mode__dominant__is__missing,s_hc1.3_control_unit_mode__dominant__is__tag,s_hc1.3_heating_pump_status__dominant__is__aus,s_hc1.3_heating_pump_status__dominant__is__ein,s_hc1.3_heating_pump_status__dominant__is__missing,s_hc1_control_unit_mode__dominant__is__missing,s_hc1_control_unit_mode__dominant__is__nacht,s_hc1_control_unit_mode__dominant__is__standby,s_hc1_control_unit_mode__dominant__is__tag,s_hc1_heating_pump_status_setpoint__dominant__is__aus,s_hc1_heating_pump_status_setpoint__dominant__is__ein,s_hc1_heating_pump_status_setpoint__dominant__is__missing,has_buffer_tank,has_dhw,s_hc1_supply_temperature_setpoint__missing_count,s_hc1_supply_temperature_setpoint__missing_rate,s_dhw_lower_storage_temperature__missing_count,s_dhw_lower_storage_temperature__missing_rate,s_dhw_upper_storage_temperature__missing_count,s_dhw_upper_storage_temperature__missing_rate,s_dhw_supply_temperature__missing_count,s_dhw_supply_temperature__missing_rate,s_dhw_supply_temperature_setpoint__missing_count,s_dhw_supply_temperature_setpoint__missing_rate,iforest_anomaly_score,mahalanobis_score,iforest_threshold,mahalanobis_threshold,iforest_score_ratio,mahalanobis_score_ratio,iforest_q99_label,mahalanobis_q99_label,iforest_anomaly_label,mahalanobis_anomaly_label,anomaly_consensus_count,anomaly_ensemble_score,anomaly_policy_score,anomaly_score,anomaly_label,strong_anomaly_label,anomaly_criticality,anomaly_event_label
manufacturer 1,16,substation_16.csv,2018-12-03 00:00:00,2018-12-03 06:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_volume|s_hc1_supply_temperature|p_net_meter_heat_power,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.398496083584,34.5544288689,0.543030891697,239.472775395,0.733836858414,0.144293767055,0,0,0,0,0,0.421379019994,0.144293767055,0.144293767055,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-03 06:00:00,2018-12-03 12:00:00,,p_net_meter_flow|p_net_meter_energy|p_hc1_return_temperature|p_net_meter_heat_power|s_hc1_supply_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.408120998829,52.1753727163,0.543030891697,239.472775395,0.751561292497,0.217876009622,0,0,0,0,0,0.468708092573,0.217876009622,0.217876009622,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-03 12:00:00,2018-12-03 18:00:00,,p_net_meter_energy|p_net_meter_flow|p_hc1_return_temperature|p_net_meter_heat_power|p_net_meter_volume,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.407273265617,64.5167259042,0.543030891697,239.472775395,0.750000178341,0.269411526207,0,0,0,0,0,0.49528819271,0.269411526207,0.269411526207,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-03 18:00:00,2018-12-04 00:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_volume|p_net_meter_heat_power|outdoor_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.400856326428,31.415163279,0.543030891697,239.472775395,0.738183283047,0.131184696161,0,0,0,0,0,0.416474031997,0.131184696161,0.131184696161,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-04 00:00:00,2018-12-04 06:00:00,,p_net_meter_energy|p_hc1_return_temperature|p_net_return_temperature|p_net_meter_volume|p_net_meter_heat_power,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.399299952852,29.1275984096,0.543030891697,239.472775395,0.735317196421,0.121632191223,0,0,0,0,0,0.410064143666,0.121632191223,0.121632191223,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-04 06:00:00,2018-12-04 12:00:00,,p_net_meter_energy|p_net_meter_flow|p_hc1_return_temperature|p_net_meter_volume|p_net_return_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.404956548198,33.4782365341,0.543030891697,239.472775395,0.745733906469,0.13979976003,0,0,0,0,0,0.424588808857,0.13979976003,0.13979976003,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-04 12:00:00,2018-12-04 18:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_heat_power|p_net_meter_volume|p_net_return_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.403976623689,27.7757379522,0.543030891697,239.472775395,0.743929359943,0.115987038219,0,0,0,0,0,0.411119929429,0.115987038219,0.115987038219,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-04 18:00:00,2018-12-05 00:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_volume|s_hc1_supply_temperature|outdoor_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.406018275779,29.6322239693,0.543030891697,239.472775395,0.747689094648,0.123739426832,0,0,0,0,0,0.416995770706,0.123739426832,0.123739426832,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-05 00:00:00,2018-12-05 06:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_volume|p_net_meter_heat_power|outdoor_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.408169734177,29.4379748414,0.543030891697,239.472775395,0.751651039414,0.122928273549,0,0,0,0,0,0.418427973505,0.122928273549,0.122928273549,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-05 06:00:00,2018-12-05 12:00:00,,p_net_meter_energy|p_net_meter_volume|p_net_supply_temperature|p_net_meter_heat_power|outdoor_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.401038720968,28.2724917263,0.543030891697,239.472775395,0.738519165484,0.118061402511,0,0,0,0,0,0.409676551108,0.118061402511,0.118061402511,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-05 12:00:00,2018-12-05 18:00:00,,p_net_meter_energy|p_net_meter_volume|outdoor_temperature|p_net_supply_temperature|p_net_return_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.402143625852,27.623957946,0.543030891697,239.472775395,0.740553865354,0.115353229194,0,0,0,0,0,0.409197528189,0.115353229194,0.115353229194,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-05 18:00:00,2018-12-06 00:00:00,,p_net_meter_energy|p_net_meter_volume|s_hc1_supply_temperature|p_hc1_return_temperature|p_net_return_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.406183085291,29.7995749247,0.543030891697,239.472775395,0.74799259398,0.12443825765,0,0,0,0,0,0.417508795725,0.12443825765,0.12443825765,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-06 00:00:00,2018-12-06 06:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_supply_temperature|p_net_meter_volume|outdoor_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.414311284612,38.2804250421,0.543030891697,239.472775395,0.762960801948,0.159852931002,0,0,0,0,0,0.443313630347,0.159852931002,0.159852931002,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-06 06:00:00,2018-12-06 12:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_supply_temperature|p_net_meter_volume,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.415257702415,32.5253059873,0.543030891697,239.472775395,0.764703645345,0.135820474513,0,0,0,0,0,0.431395564804,0.135820474513,0.135820474513,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-06 12:00:00,2018-12-06 18:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_hc1_return_temperature|p_net_return_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.405031061954,33.1734182283,0.543030891697,239.472775395,0.745871124732,0.138526887549,0,0,0,0,0,0.423978679025,0.138526887549,0.138526887549,0,0,0,0
manufacturer 1,16,substation_16.csv,2018-12-06 18:00:00,2018-12-07 00:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_heat_power|p_net_meter_volume|p_hc1_return_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.399585876194,29.1077989536,0.543030891697,239.472775395,0.73584372879,0.121549511862,0,0,0,0,0,0.410267793818,0.121549511862,0.121549511862,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-09 00:00:00,2016-11-09 06:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_volume|p_net_meter_heat_power|outdoor_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.444263093265,49.9145263654,0.543030891697,239.472775395,0.818117532645,0.208435076943,0,0,0,0,0,0.494985831123,0.208435076943,0.208435076943,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-09 06:00:00,2016-11-09 12:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_meter_volume|s_hc1_supply_temperature_setpoint,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.451754591861,52.2703919761,0.543030891697,239.472775395,0.831913246132,0.21827279485,0,0,0,0,0,0.506683806952,0.21827279485,0.21827279485,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-09 12:00:00,2016-11-09 18:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_volume|p_net_meter_heat_power|s_hc1_supply_temperature_setpoint,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.438445533275,45.7610843671,0.543030891697,239.472775395,0.807404403652,0.191090967612,0,0,0,0,0,0.480758282551,0.191090967612,0.191090967612,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-09 18:00:00,2016-11-10 00:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_meter_volume|s_hc1_supply_temperature_setpoint,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.43135220308,48.8115639875,0.543030891697,239.472775395,0.794341923591,0.203829282501,0,0,0,0,0,0.481370223813,0.203829282501,0.203829282501,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-10 00:00:00,2016-11-10 06:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_meter_volume|p_hc1_return_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.433076688984,45.5120983809,0.543030891697,239.472775395,0.797517591735,0.190051241966,0,0,0,0,0,0.475560426357,0.190051241966,0.190051241966,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-10 06:00:00,2016-11-10 12:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_meter_volume|s_hc1_supply_temperature_setpoint,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.441009617223,38.3219713871,0.543030891697,239.472775395,0.812126204911,0.160026421892,0,0,0,0,0,0.466513319911,0.160026421892,0.160026421892,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-10 12:00:00,2016-11-10 18:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_heat_power|p_net_meter_volume|p_net_return_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.436471317616,40.8387408377,0.543030891697,239.472775395,0.803768854203,0.170536048493,0,0,0,0,0,0.468155467177,0.170536048493,0.170536048493,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-10 18:00:00,2016-11-11 00:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_meter_volume|s_hc1_supply_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.438592139782,61.4592572253,0.543030891697,239.472775395,0.80767438186,0.256644026127,0,0,0,0,0,0.515628293322,0.256644026127,0.256644026127,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-11 00:00:00,2016-11-11 06:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_volume|p_net_meter_heat_power|p_hc1_return_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.447216647727,67.9603119427,0.543030891697,239.472775395,0.823556550032,0.28379139061,0,0,0,0,0,0.537481015539,0.28379139061,0.28379139061,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-11 06:00:00,2016-11-11 12:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_meter_volume|s_hc1_supply_temperature_setpoint,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.439494103385,42.4805635871,0.543030891697,239.472775395,0.809335362142,0.177392037642,0,0,0,0,0,0.474405400157,0.177392037642,0.177392037642,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-11 12:00:00,2016-11-11 18:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_volume|p_net_meter_heat_power|s_hc1_supply_temperature_setpoint,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.438538822823,35.1383296511,0.543030891697,239.472775395,0.807576197834,0.146732043311,0,0,0,0,0,0.457328795937,0.146732043311,0.146732043311,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-11 18:00:00,2016-11-12 00:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_meter_volume|s_hc1_supply_temperature_setpoint,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.432618669765,38.5266604486,0.543030891697,239.472775395,0.79667414208,0.160881170667,0,0,0,0,0,0.459703867231,0.160881170667,0.160881170667,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-12 00:00:00,2016-11-12 06:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_meter_volume|s_hc1_supply_temperature_setpoint,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.478718173652,92.4482178379,0.543030891697,239.472775395,0.881567109666,0.386048968135,0,0,0,0,0,0.618942494655,0.386048968135,0.386048968135,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-12 06:00:00,2016-11-12 12:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_heat_power|p_net_meter_volume|outdoor_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.448096513657,50.8306254006,0.543030891697,239.472775395,0.825176837099,0.21226055996,0,0,0,0,0,0.500331210215,0.21226055996,0.21226055996,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-12 12:00:00,2016-11-12 18:00:00,p_net_meter_energy|p_net_meter_volume|p_net_meter_heat_power|p_net_meter_flow|p_net_supply_temperature,p_net_meter_energy|p_net_meter_flow|p_net_meter_volume|p_net_meter_heat_power|s_hc1_supply_temperature_setpoint,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.505137805333,62.8499745403,0.543030891697,239.472775395,0.930219280445,0.262451439152,0,0,1,0,1,0.57630232456,0.262451439152,0.262451439152,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-12 18:00:00,2016-11-13 00:00:00,p_net_meter_energy|p_net_meter_volume|p_net_meter_heat_power|p_net_meter_flow|p_net_supply_temperature,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_meter_volume|s_hc1_supply_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.480541162427,55.822118591,0.543030891697,239.472775395,0.884924172408,0.233104237001,0,0,0,0,0,0.539459606642,0.233104237001,0.233104237001,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-13 00:00:00,2016-11-13 06:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_meter_volume|p_net_supply_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.462108903193,108.116029224,0.543030891697,239.472775395,0.850980874677,0.451475241998,0,0,0,0,0,0.639242889357,0.451475241998,0.451475241998,0,0,0,0
manufacturer 1,17,substation_17.csv,2016-11-13 06:00:00,2016-11-13 12:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_heat_power|p_net_meter_volume|outdoor_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.438399136709,39.3455057414,0.543030891697,239.472775395,0.80731896364,0.164300537614,0,0,0,0,0,0.466519197846,0.164300537614,0.164300537614,0,0,0,0
