manufacturer,substation_id,window_start,window_end,label,fault_label,fault_event_id,m1_specialist_model_scope,m1_specialist_compact_window_start,m1_specialist_compact_window_end,m1_specialist_sample_count,m1_specialist_expected_count,m1_specialist_coverage_rate,m1_specialist_fault_probability,m1_specialist_task_probability,m1_specialist_activity_probability,m1_specialist_pre_event_probability,m1_specialist_fault_prediction,m1_specialist_task_prediction,m1_specialist_activity_prediction,m1_specialist_pre_event_prediction,m1_specialist_primary_state,m1_specialist_secondary_tags,m1_specialist_fault_group,m1_specialist_group_weight,m1_specialist_leadtime_urgency,m1_specialist_priority_score,m1_specialist_gate_review_required,m1_specialist_gate_review_reasons
manufacturer 1,14,2019-12-06 00:00:00,2019-12-06 06:00:00,normal,,,m1_runtime_model,2019-11-29 06:00:00,2019-12-06 06:00:00,1008,1008,1,0.612350550455,0.0790278304644,0.0225110096383,0.0953733418834,1,0,0,0,fault,,unknown_review,0.1,0.767788405052,29.7791859551,False,
manufacturer 1,14,2019-12-06 06:00:00,2019-12-06 12:00:00,normal,,,m1_runtime_model,2019-11-29 12:00:00,2019-12-06 12:00:00,1008,1008,1,0.524534056635,0.0821252263547,0.0364190517461,0.0957334140284,1,0,0,0,fault,,unknown_review,0.1,0.788797922924,30.4292754593,True,m1_specialist_gate_near_threshold
manufacturer 1,14,2019-12-06 12:00:00,2019-12-06 18:00:00,normal,,,m1_runtime_model,2019-11-29 18:00:00,2019-12-06 18:00:00,1008,1008,1,0.601136410461,0.0816260106669,0.0555599180555,0.297155388653,1,0,0,0,fault,,unknown_review,0.1,0.693329137734,38.6434205079,False,
manufacturer 1,14,2019-12-06 18:00:00,2019-12-07 00:00:00,normal,,,m1_runtime_model,2019-11-30 00:00:00,2019-12-07 00:00:00,1008,1008,1,0.447138426671,0.0763592618839,0.0588583700959,0.0707279624681,0,0,0,0,normal,,unknown_review,0.1,0.705734232791,26.5620649195,False,
manufacturer 1,14,2019-12-07 00:00:00,2019-12-07 06:00:00,normal,,,m1_runtime_model,2019-11-30 06:00:00,2019-12-07 06:00:00,1008,1008,1,0.687782698328,0.0965269911383,0.0536779187721,0.046772437985,1,0,0,0,fault,,unknown_review,0.1,0.69801454508,25.0129204416,False,
manufacturer 1,14,2019-12-07 06:00:00,2019-12-07 12:00:00,normal,,,m1_runtime_model,2019-11-30 12:00:00,2019-12-07 12:00:00,1008,1008,1,0.697139215994,0.0853050551796,0.0743129155504,0.218394308325,1,0,0,0,fault,,unknown_review,0.1,0.762803841248,36.3958021953,False,
manufacturer 1,14,2019-12-07 12:00:00,2019-12-07 18:00:00,normal,,,m1_runtime_model,2019-11-30 18:00:00,2019-12-07 18:00:00,1008,1008,1,0.538469724273,0.0791702902221,0.034266729306,0.676396581168,1,0,0,1,fault,,unknown_review,0.1,0.715783959411,60.1753307466,True,m1_specialist_gate_near_threshold
manufacturer 1,14,2019-12-07 18:00:00,2019-12-08 00:00:00,normal,,,m1_runtime_model,2019-12-01 00:00:00,2019-12-08 00:00:00,1008,1008,1,0.365898578493,0.0528323138709,0.034266729306,0.0310384505963,0,0,0,0,normal,,unknown_review,0.1,0.715641237258,24.6763519005,False,
manufacturer 1,14,2019-12-08 00:00:00,2019-12-08 06:00:00,normal,,,m1_runtime_model,2019-12-01 06:00:00,2019-12-08 06:00:00,1008,1008,1,0.612763705442,0.0884317530431,0.0417374500268,0.0555833746986,1,0,0,0,fault,,unknown_review,0.1,0.730077879014,26.4594219788,False,
manufacturer 1,14,2019-12-08 06:00:00,2019-12-08 12:00:00,normal,,,m1_runtime_model,2019-12-01 12:00:00,2019-12-08 12:00:00,1008,1008,1,0.663268685368,0.0872098170843,0.0345152278045,0.381734861206,1,0,0,0,fault,,unknown_review,0.1,0.709900070397,43.7924194782,False,
manufacturer 1,14,2019-12-08 12:00:00,2019-12-08 18:00:00,normal,,,m1_runtime_model,2019-12-01 18:00:00,2019-12-08 18:00:00,1008,1008,1,0.482456888757,0.0758369568887,0.0411159356552,0.829475466707,0,0,0,1,normal,,unknown_review,0.1,0.830211626931,72.0274994768,True,m1_specialist_gate_near_threshold
manufacturer 1,14,2019-12-08 18:00:00,2019-12-09 00:00:00,normal,,,m1_runtime_model,2019-12-02 00:00:00,2019-12-09 00:00:00,1008,1008,1,0.37133869964,0.0625335326934,0.034186643772,0.0488844927467,0,0,0,0,normal,,unknown_review,0.1,0.82051096598,28.8039760805,False,
manufacturer 1,14,2019-12-09 00:00:00,2019-12-09 06:00:00,normal,,,m1_runtime_model,2019-12-02 06:00:00,2019-12-09 06:00:00,1008,1008,1,0.458532911604,0.0900519902769,0.0375199771054,0.15713954208,0,0,0,0,normal,,unknown_review,0.1,0.905410373853,37.30498603,True,m1_specialist_gate_near_threshold
manufacturer 1,14,2019-12-09 06:00:00,2019-12-09 12:00:00,normal,,,m1_runtime_model,2019-12-02 12:00:00,2019-12-09 12:00:00,1008,1008,1,0.397757967343,0.0772235079229,0.0478046251583,0.195419554568,0,0,0,0,normal,,unknown_review,0.1,0.885778835156,38.8214405559,False,
manufacturer 1,14,2019-12-09 12:00:00,2019-12-09 18:00:00,normal,,,m1_runtime_model,2019-12-02 18:00:00,2019-12-09 18:00:00,1008,1008,1,0.479255683486,0.0798635725366,0.0377246554679,0.466528111608,0,0,0,0,normal,,unknown_review,0.1,0.731222251838,49.0957136936,True,m1_specialist_gate_near_threshold
manufacturer 1,14,2019-12-09 18:00:00,2019-12-10 00:00:00,normal,,,m1_runtime_model,2019-12-03 00:00:00,2019-12-10 00:00:00,1008,1008,1,0.318524641901,0.038987485935,0.0315020358583,0.358138002736,0,0,0,0,normal,,unknown_review,0.1,0.942494808254,49.4724343981,False,
manufacturer 1,14,2019-12-10 00:00:00,2019-12-10 06:00:00,normal,,,m1_runtime_model,2019-12-03 06:00:00,2019-12-10 06:00:00,1008,1008,1,0.761103711054,0.156408684713,0.069221993047,0.632455418722,1,0,0,1,fault,,unknown_review,0.1,0.799950085297,60.2835505886,False,
manufacturer 1,14,2019-12-10 06:00:00,2019-12-10 12:00:00,normal,,,m1_runtime_model,2019-12-03 12:00:00,2019-12-10 12:00:00,1008,1008,1,0.70203093373,0.127187851722,0.0550039571147,0.544707031822,1,0,0,0,fault,,unknown_review,0.1,0.831572946869,56.4060751563,False,
manufacturer 1,14,2019-12-10 12:00:00,2019-12-10 18:00:00,normal,,,m1_runtime_model,2019-12-03 18:00:00,2019-12-10 18:00:00,1008,1008,1,0.336447239324,0.0850883399419,0.0491279051703,0.305564155369,0,0,0,0,normal,,unknown_review,0.1,0.796281468331,42.1944725953,False,
manufacturer 1,14,2019-12-10 18:00:00,2019-12-11 00:00:00,normal,,,m1_runtime_model,2019-12-04 00:00:00,2019-12-11 00:00:00,1008,1008,1,0.606535290575,0.133316650047,0.0718042370064,0.677463967272,1,0,0,1,fault,,unknown_review,0.1,0.907410128366,65.9828220509,False,
manufacturer 1,14,2019-12-11 00:00:00,2019-12-11 06:00:00,normal,,,m1_runtime_model,2019-12-04 06:00:00,2019-12-11 06:00:00,1008,1008,1,0.609628856179,0.117146126803,0.0374026367999,0.432887718861,1,0,0,0,fault,,unknown_review,0.1,0.908961580418,52.5776719499,False,
manufacturer 1,14,2019-12-11 06:00:00,2019-12-11 12:00:00,normal,,,m1_runtime_model,2019-12-04 12:00:00,2019-12-11 12:00:00,1008,1008,1,0.600665560543,0.154484643399,0.0959010523834,0.28031165081,1,0,0,0,fault,,unknown_review,0.1,0.811143883128,41.2514572884,False,
manufacturer 1,14,2019-12-11 12:00:00,2019-12-11 18:00:00,normal,,,m1_runtime_model,2019-12-04 18:00:00,2019-12-11 18:00:00,1008,1008,1,0.484568497365,0.136898142227,0.0738403593677,0.928242783859,0,0,0,1,normal,,unknown_review,0.1,0.757430813405,75.2762775144,True,m1_specialist_gate_near_threshold
manufacturer 1,14,2019-12-11 18:00:00,2019-12-12 00:00:00,normal,,,m1_runtime_model,2019-12-05 00:00:00,2019-12-12 00:00:00,1008,1008,1,0.190985896926,0.0547186402457,0.0318095238095,0.2092549848,0,0,0,0,normal,,unknown_review,0.1,0.814239532071,37.4362101261,False,
manufacturer 1,15,2018-09-30 00:00:00,2018-09-30 06:00:00,normal,,,m1_runtime_model,2018-09-23 06:00:00,2018-09-30 06:00:00,1008,1008,1,0.580238876339,0.152159949286,0.0520898364195,0.410823480748,1,0,0,0,fault,,unknown_review,0.1,0.694722570491,44.9369685559,False,
manufacturer 1,15,2018-09-30 06:00:00,2018-09-30 12:00:00,normal,,,m1_runtime_model,2018-09-23 12:00:00,2018-09-30 12:00:00,1008,1008,1,0.745063083268,0.144133358668,0.0475730845535,0.998207950361,1,0,0,1,fault,,unknown_review,0.1,0.69638843845,77.2930904233,False,
manufacturer 1,15,2018-09-30 12:00:00,2018-09-30 18:00:00,normal,,,m1_runtime_model,2018-09-23 18:00:00,2018-09-30 18:00:00,1008,1008,1,0.538141163437,0.0916979164118,0.0466599900972,0.980692003783,1,0,0,1,fault,,unknown_review,0.1,0.735856508285,77.5137554566,True,m1_specialist_gate_near_threshold
manufacturer 1,15,2018-09-30 18:00:00,2018-10-01 00:00:00,normal,,,m1_runtime_model,2018-09-24 00:00:00,2018-10-01 00:00:00,1008,1008,1,0.254724203065,0.0578147481877,0.0442136442862,0.142851494158,0,0,0,0,normal,,unknown_review,0.1,0.704942473399,30.5051063806,False,
manufacturer 1,15,2018-10-01 00:00:00,2018-10-01 06:00:00,normal,,,m1_runtime_model,2018-09-24 06:00:00,2018-10-01 06:00:00,1008,1008,1,0.414375147028,0.106178744515,0.057478252825,0.817962555996,0,0,0,1,normal,,unknown_review,0.1,0.690351564293,67.1984875085,False,
manufacturer 1,15,2018-10-01 06:00:00,2018-10-01 12:00:00,normal,,,m1_runtime_model,2018-09-24 12:00:00,2018-10-01 12:00:00,1008,1008,1,0.675276991157,0.289940795872,0.153668109073,0.99918822609,1,0,0,1,fault,,unknown_review,0.1,0.694119824506,77.2789471701,False,
manufacturer 1,15,2018-10-01 12:00:00,2018-10-01 18:00:00,normal,,,m1_runtime_model,2018-09-24 18:00:00,2018-10-01 18:00:00,1008,1008,1,0.521252320086,0.121411028975,0.0554312224059,0.996408035225,1,0,0,1,fault,,unknown_review,0.1,0.778904233097,79.6695689303,True,m1_specialist_gate_near_threshold
manufacturer 1,15,2018-10-01 18:00:00,2018-10-02 00:00:00,normal,,,m1_runtime_model,2018-09-25 00:00:00,2018-10-02 00:00:00,1008,1008,1,0.246287229947,0.0999473578254,0.126735115439,0.162341284793,0,0,0,0,normal,,unknown_review,0.1,0.695652907497,31.2983578885,False,
manufacturer 1,15,2018-10-02 00:00:00,2018-10-02 06:00:00,normal,,,m1_runtime_model,2018-09-25 06:00:00,2018-10-02 06:00:00,1008,1008,1,0.33215049056,0.0449378057426,0.0195408622909,0.0269031195787,0,0,0,0,normal,,unknown_review,0.1,0.70168561456,24.0302400136,False,
manufacturer 1,15,2018-10-02 06:00:00,2018-10-02 12:00:00,normal,,,m1_runtime_model,2018-09-25 12:00:00,2018-10-02 12:00:00,1008,1008,1,0.717365162001,0.111331018954,0.0590449325873,0.999286776075,1,0,0,1,fault,,unknown_review,0.1,0.712839727759,77.8459645169,False,
manufacturer 1,15,2018-10-02 12:00:00,2018-10-02 18:00:00,normal,,,m1_runtime_model,2018-09-25 18:00:00,2018-10-02 18:00:00,1008,1008,1,0.497777453983,0.148309583092,0.0935006620215,0.974111511055,0,0,0,1,normal,,unknown_review,0.1,0.728778451766,76.939486661,True,m1_specialist_gate_near_threshold
manufacturer 1,15,2018-10-02 18:00:00,2018-10-03 00:00:00,normal,,,m1_runtime_model,2018-09-26 00:00:00,2018-10-03 00:00:00,1008,1008,1,0.280614339125,0.0162419028543,0.0216172898316,0.000243187983031,0,0,0,0,normal,,unknown_review,0.1,0.698969472911,22.4824595264,False,
manufacturer 1,15,2018-10-03 00:00:00,2018-10-03 06:00:00,normal,,,m1_runtime_model,2018-09-26 06:00:00,2018-10-03 06:00:00,1008,1008,1,0.318743579315,0.0843677862913,0.0393843175474,0.031626985588,0,0,0,0,normal,,unknown_review,0.1,0.674291112943,23.4682175956,False,
manufacturer 1,15,2018-10-03 06:00:00,2018-10-03 12:00:00,normal,,,m1_runtime_model,2018-09-26 12:00:00,2018-10-03 12:00:00,1008,1008,1,0.684512060947,0.107136895811,0.0216131535262,0.975772073503,1,0,0,1,fault,,unknown_review,0.1,0.707315289642,76.3869227319,False,
manufacturer 1,15,2018-10-03 12:00:00,2018-10-03 18:00:00,normal,,,m1_runtime_model,2018-09-26 18:00:00,2018-10-03 18:00:00,1008,1008,1,0.662472402235,0.142731009264,0.0896821900001,0.992644658991,1,0,0,1,fault,,unknown_review,0.1,0.786079690747,79.6778469669,False,
manufacturer 1,15,2018-10-03 18:00:00,2018-10-04 00:00:00,normal,,,m1_runtime_model,2018-09-27 00:00:00,2018-10-04 00:00:00,1008,1008,1,0.322958821353,0.088815636341,0.0713725971775,0.000700644736991,0,0,0,0,normal,,unknown_review,0.1,0.764320016295,24.4681359494,False,
manufacturer 1,15,2018-10-04 00:00:00,2018-10-04 06:00:00,normal,,,m1_runtime_model,2018-09-27 06:00:00,2018-10-04 06:00:00,1008,1008,1,0.442183509645,0.120036564155,0.0771313963493,0.117958591765,0,0,0,0,normal,,unknown_review,0.1,0.793930335948,31.8056326255,False,
manufacturer 1,15,2018-10-04 06:00:00,2018-10-04 12:00:00,normal,,,m1_runtime_model,2018-09-27 12:00:00,2018-10-04 12:00:00,1008,1008,1,0.72960064726,0.173125117453,0.105441163859,0.999168964465,1,0,0,1,fault,,unknown_review,0.1,0.698869426867,77.4203758516,False,
manufacturer 1,15,2018-10-04 12:00:00,2018-10-04 18:00:00,normal,,,m1_runtime_model,2018-09-27 18:00:00,2018-10-04 18:00:00,1008,1008,1,0.585699577399,0.163405678298,0.140241654746,0.712561863862,1,0,0,1,fault,,unknown_review,0.1,0.836995497887,65.800767449,False,
manufacturer 1,15,2018-10-04 18:00:00,2018-10-05 00:00:00,normal,,,m1_runtime_model,2018-09-28 00:00:00,2018-10-05 00:00:00,1008,1008,1,0.337328322438,0.063677024245,0.0556358551985,0.0105921482357,0,0,0,0,normal,,unknown_review,0.1,0.741504304136,24.327697277,False,
manufacturer 1,15,2018-10-05 00:00:00,2018-10-05 06:00:00,normal,,,m1_runtime_model,2018-09-28 06:00:00,2018-10-05 06:00:00,1008,1008,1,0.460640491788,0.0811557547363,0.0605404251312,0.22519317516,0,0,0,0,normal,,unknown_review,0.1,0.673512885821,34.0910112084,True,m1_specialist_gate_near_threshold
manufacturer 1,15,2018-10-05 06:00:00,2018-10-05 12:00:00,normal,,,m1_runtime_model,2018-09-28 12:00:00,2018-10-05 12:00:00,1008,1008,1,0.66064055848,0.161792814459,0.118290825518,0.98307988258,1,0,0,1,fault,,unknown_review,0.1,0.675365253007,75.8303511321,False,
manufacturer 1,15,2018-10-05 12:00:00,2018-10-05 18:00:00,normal,,,m1_runtime_model,2018-09-28 18:00:00,2018-10-05 18:00:00,1008,1008,1,0.633243586347,0.237717011444,0.203059066883,0.311660582611,1,0,0,0,fault,,unknown_review,0.1,0.744571485534,40.9784766096,False,
manufacturer 1,15,2018-10-05 18:00:00,2018-10-06 00:00:00,normal,,,m1_runtime_model,2018-09-29 00:00:00,2018-10-06 00:00:00,1008,1008,1,0.30516742624,0.0805705502002,0.0711685800908,0.00112097969055,0,0,0,0,normal,,unknown_review,0.1,0.697131340434,22.475594096,False,
manufacturer 1,15,2018-10-06 00:00:00,2018-10-06 06:00:00,normal,,,m1_runtime_model,2018-09-29 06:00:00,2018-10-06 06:00:00,1008,1008,1,0.463311209717,0.116459261519,0.0713412527635,0.222820394133,0,0,0,0,normal,,unknown_review,0.1,0.677104954095,34.0682703002,True,m1_specialist_gate_near_threshold
manufacturer 1,15,2018-10-06 06:00:00,2018-10-06 12:00:00,normal,,,m1_runtime_model,2018-09-29 12:00:00,2018-10-06 12:00:00,1008,1008,1,0.754992387511,0.129366340146,0.0596489815467,0.996081510497,1,0,0,1,fault,,unknown_review,0.1,0.676905826466,76.5916578713,False,
manufacturer 1,15,2018-10-06 12:00:00,2018-10-06 18:00:00,normal,,,m1_runtime_model,2018-09-29 18:00:00,2018-10-06 18:00:00,1008,1008,1,0.446043402295,0.279482401539,0.23724819243,0.970199902125,0,0,0,1,normal,,unknown_review,0.1,0.694573970587,75.6982137345,False,
manufacturer 1,15,2018-10-06 18:00:00,2018-10-07 00:00:00,normal,,,m1_runtime_model,2018-09-30 00:00:00,2018-10-07 00:00:00,1008,1008,1,0.103382712481,0.116736085614,0.144280127809,0.0235079719882,0,0,0,0,normal,,unknown_review,0.1,0.687784398654,23.426470419,False,
manufacturer 1,15,2019-03-01 00:00:00,2019-03-01 06:00:00,normal,,,m1_runtime_model,2019-02-22 06:00:00,2019-03-01 06:00:00,1008,1008,1,0.409933259171,0.10089202887,0.0707299444873,0.0914393752902,0,0,0,0,normal,,unknown_review,0.1,0.826350552085,31.3196822035,False,
manufacturer 1,15,2019-03-01 06:00:00,2019-03-01 12:00:00,normal,,,m1_runtime_model,2019-02-22 12:00:00,2019-03-01 12:00:00,1008,1008,1,0.543936951575,0.0762974791964,0.0318151167676,0.795846520835,1,0,0,1,fault,,unknown_review,0.1,0.778750230596,68.6340655638,True,m1_specialist_gate_near_threshold
manufacturer 1,15,2019-03-01 12:00:00,2019-03-01 18:00:00,normal,,,m1_runtime_model,2019-02-22 18:00:00,2019-03-01 18:00:00,1008,1008,1,0.552850276273,0.1108009555,0.070727636246,0.675543292582,1,0,0,1,fault,,unknown_review,0.1,0.888378792171,65.3062448571,False,
manufacturer 1,15,2019-03-01 18:00:00,2019-03-02 00:00:00,normal,,,m1_runtime_model,2019-02-23 00:00:00,2019-03-02 00:00:00,1008,1008,1,0.154538761401,0.177584501271,0.170941738781,0.0212609796018,0,0,0,0,normal,,unknown_review,0.1,0.850524165477,28.1850788424,False,
manufacturer 1,15,2019-03-02 00:00:00,2019-03-02 06:00:00,normal,,,m1_runtime_model,2019-02-23 06:00:00,2019-03-02 06:00:00,1008,1008,1,0.351836635909,0.193897817052,0.169460294153,0.336592164318,0,0,0,0,normal,,unknown_review,0.1,0.70382129842,41.1272079901,False,
manufacturer 1,15,2019-03-02 06:00:00,2019-03-02 12:00:00,normal,,,m1_runtime_model,2019-02-23 12:00:00,2019-03-02 12:00:00,1008,1008,1,0.672234421383,0.19638195615,0.162275975114,0.928163968015,1,0,0,1,fault,,unknown_review,0.1,0.669367405474,72.630040405,False,
manufacturer 1,15,2019-03-02 12:00:00,2019-03-02 18:00:00,normal,,,m1_runtime_model,2019-02-23 18:00:00,2019-03-02 18:00:00,1008,1008,1,0.43540769727,0.267723299337,0.198702865065,0.621406123742,0,0,0,1,normal,,unknown_review,0.1,0.688707796677,56.3385707061,False,
manufacturer 1,15,2019-03-02 18:00:00,2019-03-03 00:00:00,normal,,,m1_runtime_model,2019-02-24 00:00:00,2019-03-03 00:00:00,1008,1008,1,0.109012862127,0.110112233586,0.126784762457,0.0314078008844,0,0,0,0,normal,,unknown_review,0.1,0.820986627739,27.8570278808,False,
manufacturer 1,15,2019-03-03 00:00:00,2019-03-03 06:00:00,normal,,,m1_runtime_model,2019-02-24 06:00:00,2019-03-03 06:00:00,1008,1008,1,0.648558076717,0.164909503873,0.0871935873061,0.746748868394,1,0,0,1,fault,,unknown_review,0.1,0.731199216682,64.5071642621,False,
manufacturer 1,15,2019-03-03 06:00:00,2019-03-03 12:00:00,normal,,,m1_runtime_model,2019-02-24 12:00:00,2019-03-03 12:00:00,1008,1008,1,0.698646406372,0.218170145153,0.144289443843,0.9099061245,1,0,0,1,fault,,unknown_review,0.1,0.759191739971,74.3205890467,False,
manufacturer 1,15,2019-03-03 12:00:00,2019-03-03 18:00:00,normal,,,m1_runtime_model,2019-02-24 18:00:00,2019-03-03 18:00:00,1008,1008,1,0.452572792346,0.119594022103,0.0881291860383,0.526464637553,0,0,0,0,normal,,unknown_review,0.1,0.811858311941,54.8113044236,True,m1_specialist_gate_near_threshold
manufacturer 1,15,2019-03-03 18:00:00,2019-03-04 00:00:00,normal,,,m1_runtime_model,2019-02-25 00:00:00,2019-03-04 00:00:00,1008,1008,1,0.105356083944,0.0484664114984,0.0510558495947,0.0116644261025,0,0,0,0,normal,,unknown_review,0.1,0.949200553212,30.617560032,False,
manufacturer 1,15,2019-03-04 00:00:00,2019-03-04 06:00:00,normal,,,m1_runtime_model,2019-02-25 06:00:00,2019-03-04 06:00:00,1008,1008,1,0.370429073943,0.114201229669,0.0773487627579,0.535065666023,0,0,0,0,normal,,unknown_review,0.1,0.828126904471,55.7724187654,False,
manufacturer 1,15,2019-03-04 06:00:00,2019-03-04 12:00:00,normal,,,m1_runtime_model,2019-02-25 12:00:00,2019-03-04 12:00:00,1008,1008,1,0.656388217405,0.140047041818,0.0773540537632,0.947513247249,1,0,0,1,fault,,unknown_review,0.1,0.800198571905,77.6191857558,False,
manufacturer 1,15,2019-03-04 12:00:00,2019-03-04 18:00:00,normal,,,m1_runtime_model,2019-02-25 18:00:00,2019-03-04 18:00:00,1008,1008,1,0.441362740537,0.225084201365,0.176758137259,0.710069604691,0,0,0,1,normal,,unknown_review,0.1,0.913185715219,67.9493997146,False,
manufacturer 1,15,2019-03-04 18:00:00,2019-03-05 00:00:00,normal,,,m1_runtime_model,2019-02-26 00:00:00,2019-03-05 00:00:00,1008,1008,1,0.171000315141,0.213087591231,0.217217905824,0.0217114846238,0,0,0,0,normal,,unknown_review,0.1,0.917465827844,30.2181064896,False,
manufacturer 1,15,2019-03-05 00:00:00,2019-03-05 06:00:00,normal,,,m1_runtime_model,2019-02-26 06:00:00,2019-03-05 06:00:00,1008,1008,1,0.366578169965,0.142785889345,0.0926170137215,0.324881967286,0,0,0,0,normal,,unknown_review,0.1,0.963471762306,48.2726610699,False,
manufacturer 1,15,2019-03-05 06:00:00,2019-03-05 12:00:00,normal,,,m1_runtime_model,2019-02-26 12:00:00,2019-03-05 12:00:00,1008,1008,1,0.709755143526,0.209524831939,0.114178524557,0.94150681228,1,0,0,1,fault,,unknown_review,0.1,0.819345852844,77.8632502607,False,
manufacturer 1,15,2019-03-05 12:00:00,2019-03-05 18:00:00,normal,,,m1_runtime_model,2019-02-26 18:00:00,2019-03-05 18:00:00,1008,1008,1,0.460465319052,0.148877527266,0.109542449267,0.663008705563,0,0,0,1,normal,,unknown_review,0.1,0.965850025014,66.9409795564,True,m1_specialist_gate_near_threshold
manufacturer 1,15,2019-03-05 18:00:00,2019-03-06 00:00:00,normal,,,m1_runtime_model,2019-02-27 00:00:00,2019-03-06 00:00:00,1008,1008,1,0.177314160236,0.117104230633,0.134423650279,0.0528023117462,0,0,0,0,normal,,unknown_review,0.1,0.968621801879,33.4627812024,False,
manufacturer 1,15,2019-03-06 00:00:00,2019-03-06 06:00:00,normal,,,m1_runtime_model,2019-02-27 06:00:00,2019-03-06 06:00:00,1008,1008,1,0.382722806047,0.199094943948,0.121533753029,0.508422239211,0,0,0,0,normal,,unknown_review,0.1,0.912679236217,56.8436002431,False,
manufacturer 1,15,2019-03-06 06:00:00,2019-03-06 12:00:00,normal,,,m1_runtime_model,2019-02-27 12:00:00,2019-03-06 12:00:00,1008,1008,1,0.718237085619,0.187107211312,0.0934181128385,0.936213006875,1,0,0,1,fault,,unknown_review,0.1,0.773578839131,76.1990805521,False,
manufacturer 1,15,2019-03-06 12:00:00,2019-03-06 18:00:00,normal,,,m1_runtime_model,2019-02-27 18:00:00,2019-03-06 18:00:00,1008,1008,1,0.447164302278,0.145114948363,0.0869508579151,0.945521276405,0,0,0,1,normal,,unknown_review,0.1,0.860298327377,79.3126200236,False,
manufacturer 1,15,2019-03-06 18:00:00,2019-03-07 00:00:00,normal,,,m1_runtime_model,2019-02-28 00:00:00,2019-03-07 00:00:00,1008,1008,1,0.119042751954,0.0549135660341,0.0504934318251,0.00708968851218,0,0,0,0,normal,,unknown_review,0.1,0.99553380211,31.7559469315,False,
manufacturer 1,15,2019-03-07 00:00:00,2019-03-07 06:00:00,normal,,,m1_runtime_model,2019-02-28 06:00:00,2019-03-07 06:00:00,1008,1008,1,0.383072777407,0.145077962783,0.0831852719049,0.458595308687,0,0,0,0,normal,,unknown_review,0.1,0.778251087621,50.0702746064,False,
manufacturer 1,15,2019-03-07 06:00:00,2019-03-07 12:00:00,normal,,,m1_runtime_model,2019-02-28 12:00:00,2019-03-07 12:00:00,1008,1008,1,0.671383610158,0.262249295894,0.176416101348,0.945492030619,1,0,0,1,fault,,unknown_review,0.1,0.811246388615,77.8394533425,False,
manufacturer 1,15,2019-03-07 12:00:00,2019-03-07 18:00:00,normal,,,m1_runtime_model,2019-02-28 18:00:00,2019-03-07 18:00:00,1008,1008,1,0.497471178419,0.145555128232,0.119610991335,0.947766370295,0,0,0,1,normal,,unknown_review,0.1,0.913123688683,81.0208610267,True,m1_specialist_gate_near_threshold
manufacturer 1,15,2019-03-07 18:00:00,2019-03-08 00:00:00,normal,,,m1_runtime_model,2019-03-01 00:00:00,2019-03-08 00:00:00,1008,1008,1,0.152069681277,0.0225239188169,0.0270906757334,0.00230183957654,0,0,0,0,normal,,unknown_review,0.1,0.959048580052,30.3980585783,False,
manufacturer 1,16,2018-02-28 00:00:00,2018-02-28 06:00:00,normal,,,m1_runtime_model,2018-02-21 06:00:00,2018-02-28 06:00:00,1008,1008,1,0.378351726319,0.0682076567463,0.0216131535262,0.173360727822,0,0,0,0,normal,,unknown_review,0.1,0.714157101166,32.4595530652,False,
manufacturer 1,16,2018-02-28 06:00:00,2018-02-28 12:00:00,normal,,,m1_runtime_model,2018-02-21 12:00:00,2018-02-28 12:00:00,1008,1008,1,0.630754571831,0.216527388846,0.16866018376,0.829029907566,1,0,0,1,fault,,unknown_review,0.1,0.77960378791,70.4847585534,False,
manufacturer 1,16,2018-02-28 12:00:00,2018-02-28 18:00:00,normal,,,m1_runtime_model,2018-02-21 18:00:00,2018-02-28 18:00:00,1008,1008,1,0.487702646862,0.144548067737,0.106160570095,0.95403543066,0,0,0,1,normal,,unknown_review,0.1,0.814644290452,78.4112773998,True,m1_specialist_gate_near_threshold
manufacturer 1,16,2018-02-28 18:00:00,2018-03-01 00:00:00,normal,,,m1_runtime_model,2018-02-22 00:00:00,2018-03-01 00:00:00,1008,1008,1,0.105642586379,0.120291038321,0.116374603577,0.00071604366358,0,0,0,0,normal,,unknown_review,0.1,0.770340106313,24.6495855909,False,
manufacturer 1,16,2018-03-01 00:00:00,2018-03-01 06:00:00,normal,,,m1_runtime_model,2018-02-22 06:00:00,2018-03-01 06:00:00,1008,1008,1,0.377982890871,0.155271579584,0.160890816356,0.218461235267,0,0,0,0,normal,,unknown_review,0.1,0.759171022226,36.2904986064,False,
manufacturer 1,16,2018-03-01 06:00:00,2018-03-01 12:00:00,normal,,,m1_runtime_model,2018-02-22 12:00:00,2018-03-01 12:00:00,1008,1008,1,0.659711882965,0.145790637762,0.105198406935,0.964336705745,1,0,0,1,fault,,unknown_review,0.1,0.824521306919,79.2741580235,False,
manufacturer 1,16,2018-03-01 12:00:00,2018-03-01 18:00:00,normal,,,m1_runtime_model,2018-02-22 18:00:00,2018-03-01 18:00:00,1008,1008,1,0.420081579371,0.15443559791,0.125874603577,0.304806265211,0,0,0,0,normal,,unknown_review,0.1,0.705720255564,39.4359522535,False,
manufacturer 1,16,2018-03-01 18:00:00,2018-03-02 00:00:00,normal,,,m1_runtime_model,2018-02-23 00:00:00,2018-03-02 00:00:00,1008,1008,1,0.0920795108528,0.0660517979271,0.0637454279781,0.036336714619,0,0,0,0,normal,,unknown_review,0.1,0.686511452769,24.0938628871,False,
