manufacturer,substation_id,window_start,window_end,m1_specialist_model_scope,m1_specialist_compact_window_start,m1_specialist_compact_window_end,m1_specialist_sample_count,m1_specialist_expected_count,m1_specialist_coverage_rate,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,outdoor_temperature__last_minus_first,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,p_net_meter_flow__last_1d_std_minus_prev_6d_std,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,p_return_gap__last_1d_mean_minus_prev_6d_mean,p_return_gap__last_minus_first,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,s_hc1_supply_temperature_error__last_minus_first,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean
manufacturer 1,17,2016-11-12 06:00:00,2016-11-12 12:00:00,m1_runtime_model,2016-11-05 12:00:00,2016-11-12 12:00:00,1008,1008,1,-1.24722222222,0.729166666667,-3.7,-0.225,-0.805815972222,-329.564441304,-0.999699074074,0.193883101852,-0.34,0.199421296296,-0.202743405715,-0.2,0.413570601852
manufacturer 1,17,2016-11-12 12:00:00,2016-11-12 18:00:00,m1_runtime_model,2016-11-05 18:00:00,2016-11-12 18:00:00,1008,1008,1,0.995833333333,1.43194444444,-2.65,-0.170833333333,-0.693778935185,-283.969343569,-0.865311031647,0.12194669016,1.31333333333,0.282407407407,-0.0646288299484,-2.25,0.326128472222
manufacturer 1,17,2016-11-12 18:00:00,2016-11-13 00:00:00,m1_runtime_model,2016-11-06 00:00:00,2016-11-13 00:00:00,1008,1008,1,2.10208333333,0.611111111111,-2,0.393055555556,-0.599392361111,-240.40242679,-0.756253616898,0.191149450231,-0.871666666667,0.202604166667,0.00313273906212,0.25,0.303559027778
manufacturer 1,17,2016-11-13 00:00:00,2016-11-13 06:00:00,m1_runtime_model,2016-11-06 06:00:00,2016-11-13 06:00:00,1008,1008,1,1.23611111111,-0.181944444444,-2.35,0.609722222222,-0.374884259259,-88.661143423,-0.252769820602,-0.0643019386574,-0.128333333333,0.306539351852,0.0839645817276,6.35,-0.0393518518518
manufacturer 1,17,2016-11-13 06:00:00,2016-11-13 12:00:00,m1_runtime_model,2016-11-06 12:00:00,2016-11-13 12:00:00,1008,1008,1,0.11875,-0.00972222222222,-3.8,0.792361111111,0.110069444444,-43.7526836677,0.00805772569444,0.210388454861,2.21666666667,0.48431712963,0.108946739282,0.5,-0.0712384259259
manufacturer 1,17,2016-11-13 12:00:00,2016-11-13 18:00:00,m1_runtime_model,2016-11-06 18:00:00,2016-11-13 18:00:00,1008,1008,1,0.291666666667,0.784722222222,-6.05,0.25625,0.18755787037,-50.8301741848,-0.002184561993,0.296774386519,-1.39333333333,0.250925925926,0.0699916610876,3.3,-0.174305555556
manufacturer 1,17,2016-11-13 18:00:00,2016-11-14 00:00:00,m1_runtime_model,2016-11-07 00:00:00,2016-11-14 00:00:00,1008,1008,1,-0.369444444444,-2.29861111111,-8.1,-0.652083333333,0.302314814815,23.4341370179,-0.0117338181342,0.302070558176,1.335,0.272627314815,0.0610177942335,4.5,-0.217650462963
manufacturer 1,17,2016-11-14 00:00:00,2016-11-14 06:00:00,m1_runtime_model,2016-11-07 06:00:00,2016-11-14 06:00:00,1008,1008,1,-2.29652777778,-0.780555555556,-5.55,-0.182638888889,0.320023148148,40.8775186307,0.0250940120545,0.283376899895,2.325,0.150173611111,-0.326885059116,-1.45,-0.139756944444
manufacturer 1,17,2016-11-14 06:00:00,2016-11-14 12:00:00,m1_runtime_model,2016-11-07 12:00:00,2016-11-14 12:00:00,1008,1008,1,-1.77986111111,0.3,-4,-0.0798611111111,-0.0339699074074,84.5266977063,-0.102588770964,0.0572009302935,1.63333333333,-0.0186342592593,-0.346694003293,2.2,-0.344386574074
manufacturer 1,17,2016-11-14 12:00:00,2016-11-14 18:00:00,m1_runtime_model,2016-11-07 18:00:00,2016-11-14 18:00:00,1008,1008,1,1.10347222222,2.3875,-3.65,-0.425,0.0751736111111,93.7138108765,0.0976975235849,-0.0329635089099,-0.408333333333,0.0999421296296,-0.262651744491,-3.65,-0.235185185185
manufacturer 1,17,2016-11-14 18:00:00,2016-11-15 00:00:00,m1_runtime_model,2016-11-08 00:00:00,2016-11-15 00:00:00,1008,1008,1,1.9875,-1.1,-0.8,0.363194444444,0.199652777778,35.6362669674,0.283133189203,-0.0931633254717,-0.58,0.186574074074,-0.374331460784,-0.45,-0.167708333333
manufacturer 1,17,2016-11-15 00:00:00,2016-11-15 06:00:00,m1_runtime_model,2016-11-08 06:00:00,2016-11-15 06:00:00,1008,1008,1,-0.136805555556,-0.461111111111,1.35,0.409027777778,0.0998263888889,-23.4788156132,0.206917911426,-0.116915290881,0.338333333333,0.00908564814814,0.063820307312,0.4,-0.111921296296
manufacturer 1,17,2016-11-15 06:00:00,2016-11-15 12:00:00,m1_runtime_model,2016-11-08 12:00:00,2016-11-15 12:00:00,1008,1008,1,-0.69375,0.634722222222,0.2,-0.552777777778,0.106712962963,-55.2177636895,0.165741941824,-0.0686769523061,-0.733333333333,-0.012962962963,0.161416673046,-1.1,0.289988425926
manufacturer 1,17,2016-11-15 12:00:00,2016-11-15 18:00:00,m1_runtime_model,2016-11-08 18:00:00,2016-11-15 18:00:00,1008,1008,1,1.61875,2.42916666667,0.95,-0.615277777778,0.0296875,9.59741253029,0.123534787736,-0.103048676625,1.05,-0.123611111111,0.103415047406,-2.2,0.29837962963
manufacturer 1,17,2016-11-15 18:00:00,2016-11-16 00:00:00,m1_runtime_model,2016-11-09 00:00:00,2016-11-16 00:00:00,1008,1008,1,1.04652777778,-3.4,-2.25,0.111111111111,-0.0802662037037,68.8050058847,0.0230539177149,-0.112329337002,0.878333333333,-0.126446759259,0.130606488645,0.85,0.353356481481
manufacturer 1,17,2017-10-16 06:00:00,2017-10-16 12:00:00,m1_runtime_model,2017-10-09 12:00:00,2017-10-16 12:00:00,1008,1008,1,-4.58819444444,1.00555555556,-0.9,1.775,-0.0244791666667,-414.433609823,0.178147351897,-0.408838490797,-0.64,0.321875,0.143686971418,1.25,0.523206018519
manufacturer 1,17,2017-10-16 12:00:00,2017-10-16 18:00:00,m1_runtime_model,2017-10-09 18:00:00,2017-10-16 18:00:00,1008,1008,1,2.70833333333,7.17916666667,0.95,1.14791666667,1.49994212963,-350.386105399,0.388494132501,-0.407341074263,-0.231666666667,1.88732638889,-0.474254261723,3.15,2.04079861111
manufacturer 1,17,2017-10-17 12:00:00,2017-10-17 18:00:00,m1_runtime_model,2017-10-10 18:00:00,2017-10-17 18:00:00,1008,1008,1,0.117361111111,4.95277777778,-3.05,1.38958333333,-0.552604166667,-171.182754331,0.0759902263375,-0.365734895249,0.326666666667,-0.240451388889,-0.299258582712,1,0.0970486111111
manufacturer 1,17,2017-10-17 18:00:00,2017-10-18 00:00:00,m1_runtime_model,2017-10-11 00:00:00,2017-10-18 00:00:00,1008,1008,1,3.23888888889,-3.14305555556,-4.8,6.25277777778,-0.00717592592591,-227.208363541,0.409109109589,-0.482128287671,-1.24666666667,0.534143518519,-0.0252106269485,-0.65,1.00868055556
manufacturer 1,17,2017-10-18 00:00:00,2017-10-18 06:00:00,m1_runtime_model,2017-10-11 06:00:00,2017-10-18 06:00:00,1008,1008,1,-2.77222222222,-4.21111111111,-6.65,2.84305555556,1.54085648148,-81.6362181905,0.526351788991,-0.582894908257,-1.37666666667,2.26365740741,-0.465236645465,1.25,2.64658564815
manufacturer 1,17,2017-10-18 06:00:00,2017-10-18 12:00:00,m1_runtime_model,2017-10-11 12:00:00,2017-10-18 12:00:00,1008,1008,1,-5.71736111111,0.130555555556,-4.4,-0.31875,3.22002314815,-11.0714578689,0.871147302158,-0.604793345324,-0.155833333333,4.04091435185,-2.17285777028,-0.55,4.42841435185
manufacturer 1,17,2017-10-18 12:00:00,2017-10-18 18:00:00,m1_runtime_model,2017-10-11 18:00:00,2017-10-18 18:00:00,1008,1008,1,1.67083333333,7.29166666667,-2.85,0.0951388888889,3.23153935185,-2.8734575621,0.86550597368,-0.620739155932,-0.303333333333,4.01296296296,-2.09027435823,7.4,4.06956018519
manufacturer 1,17,2017-10-18 18:00:00,2017-10-19 00:00:00,m1_runtime_model,2017-10-12 00:00:00,2017-10-19 00:00:00,1008,1008,1,6.16180555556,-2.39027777778,-6.15,-0.0166666666667,2.81550925926,90.127790527,0.41563937535,-0.440969702531,-1.73666666667,3.56927083333,-1.83010419757,0.05,3.6146412037
manufacturer 1,17,2017-10-19 00:00:00,2017-10-19 06:00:00,m1_runtime_model,2017-10-12 06:00:00,2017-10-19 06:00:00,1008,1008,1,-0.0243055555556,-2.55972222222,-4.5,-0.3625,2.6556712963,44.9826647669,0.325170713261,-0.281771574039,-1.82,3.20190972222,-1.83158259209,-1.95,3.1833912037
manufacturer 1,17,2017-10-19 06:00:00,2017-10-19 12:00:00,m1_runtime_model,2017-10-12 12:00:00,2017-10-19 12:00:00,1008,1008,1,-3.20555555556,1.09861111111,-1.75,0.323611111111,2.58234953704,-42.3612885328,0.380451668132,-0.259158545741,-1.82833333333,2.92881944444,-1.87685992083,-5.35,2.76313657407
manufacturer 1,17,2017-10-19 12:00:00,2017-10-19 18:00:00,m1_runtime_model,2017-10-12 18:00:00,2017-10-19 18:00:00,1008,1008,1,2.31041666667,4.98333333333,-1.05,0.544444444444,2.46215277778,13.7227613669,0.349025579423,-0.294087978867,-2.16666666667,2.70387731481,-1.92307289474,-2.4,2.72482638889
manufacturer 1,17,2017-10-20 00:00:00,2017-10-20 06:00:00,m1_runtime_model,2017-10-13 06:00:00,2017-10-20 06:00:00,1008,1008,1,0.754861111111,-1.27638888889,4.8,-2.45555555556,1.31278935185,53.9152206032,0.487881180223,-0.345067185008,1.44,1.05648148148,-0.316087704618,3.35,0.993402777778
manufacturer 1,17,2017-10-20 06:00:00,2017-10-20 12:00:00,m1_runtime_model,2017-10-13 12:00:00,2017-10-20 12:00:00,1008,1008,1,-1.77361111111,0.104166666667,1.35,0.906944444444,1.34131944444,17.394176929,0.120739583333,0.0517604166667,0.805,0.952083333333,-0.382431748566,-1.2,0.929224537037
manufacturer 1,17,2017-10-20 12:00:00,2017-10-20 18:00:00,m1_runtime_model,2017-10-13 18:00:00,2017-10-20 18:00:00,1008,1008,1,0.884027777778,2.83611111111,-0.6,2.52083333333,1.33587962963,93.1399992038,-0.220189658687,0.460640471198,2.00333333333,0.859201388889,-0.421900762265,-1.1,0.872280092593
manufacturer 1,17,2017-10-20 18:00:00,2017-10-21 00:00:00,m1_runtime_model,2017-10-14 00:00:00,2017-10-21 00:00:00,1008,1008,1,2.39166666667,-0.993055555556,3.5,0.810416666667,2.32881944444,115.199418171,-0.0907235401723,0.398382774465,-0.885,1.77210648148,-1.43005987527,9.5,1.97297453704
manufacturer 1,17,2017-10-21 06:00:00,2017-10-21 12:00:00,m1_runtime_model,2017-10-14 12:00:00,2017-10-21 12:00:00,1008,1008,1,-2.83611111111,-1.13194444444,1.05,-2.68055555556,0.986053240741,170.3542525,0.110026236692,0.290174754497,0.20375,0.195543981481,-0.208179597663,0.35,-0.0989583333333
manufacturer 1,17,2019-01-07 00:00:00,2019-01-07 06:00:00,m1_runtime_model,2018-12-31 06:00:00,2019-01-07 06:00:00,1008,1008,1,-0.577083333333,0.156944444444,-3.35,2.13541666667,-0.265451388889,-97.1867711989,0.827955111705,-0.0993300580801,-0.305,-0.438831018519,0.00496081510162,5.55,-0.631018518519
manufacturer 1,17,2019-01-07 06:00:00,2019-01-07 12:00:00,m1_runtime_model,2018-12-31 12:00:00,2019-01-07 12:00:00,1008,1008,1,-0.755555555556,-0.293055555556,-3.6,4.23263888889,0.464756944444,-14.2783649158,0.0193827602839,0.201942551739,-0.09,0.362037037037,0.0637093078967,-1.5,0.270949074074
manufacturer 1,17,2019-01-07 12:00:00,2019-01-07 18:00:00,m1_runtime_model,2018-12-31 18:00:00,2019-01-07 18:00:00,1008,1008,1,-0.157638888889,0.113888888889,-3.1,1.79791666667,1.66458333333,-118.086055307,-0.0359010974452,0.317058830809,-0.628333333333,1.70960648148,-0.383175660005,-0.4,1.50295138889
manufacturer 1,17,2019-01-07 18:00:00,2019-01-08 00:00:00,m1_runtime_model,2019-01-01 00:00:00,2019-01-08 00:00:00,1008,1008,1,-0.705555555556,-1.34583333333,-4.25,0.136805555556,2.63975694444,-108.620524242,0.104066222816,0.140972972223,-1.81,2.80891203704,-1.87890404933,-1,2.90700231481
manufacturer 1,18,2019-05-03 12:00:00,2019-05-03 18:00:00,m1_runtime_model,2019-04-26 18:00:00,2019-05-03 18:00:00,1005,1008,0.997023809524,2.62206884058,0.0557272727273,1.62,-6.30702294686,1.86527433018,-72.3947862447,1.14582102049,0.719453309693,-0.11,2.10149283392,-1.41081245904,0.24,2.03969244976
manufacturer 1,18,2019-05-03 18:00:00,2019-05-04 00:00:00,m1_runtime_model,2019-04-27 00:00:00,2019-05-04 00:00:00,1005,1008,0.997023809524,1.17927898551,-0.771838383838,2.84,-4.2204589372,0.759159771474,-87.3706005907,0.0700477738377,0.689111997636,-0.21,0.526116307132,-0.739771296263,-20.31,0.426220966312
manufacturer 1,18,2019-05-04 00:00:00,2019-05-04 06:00:00,m1_runtime_model,2019-04-27 06:00:00,2019-05-04 06:00:00,1005,1008,0.997023809524,-1.54845772947,-1.61138888889,3.21,-3.26797705314,-2.81209084417,-410.380193278,-3.32973798266,0.517647138495,1.63,-3.14633099389,-2.3495957597,-7.54,-3.38211803093
manufacturer 1,19,2017-06-14 00:00:00,2017-06-14 06:00:00,m1_runtime_model,2017-06-07 06:00:00,2017-06-14 06:00:00,1008,1008,1,-4.17986111111,-5.3875,4.9,0.151388888889,-0.810474537037,188.608628305,0.0670699537576,-0.886245998254,6.55,-1.10486111111,-0.764730721475,0.15,-0.945081018519
manufacturer 1,19,2017-06-14 06:00:00,2017-06-14 12:00:00,m1_runtime_model,2017-06-07 12:00:00,2017-06-14 12:00:00,1008,1008,1,-3.90069444444,6.14027777778,5.65,-0.691666666667,-0.775405092593,260.617591551,-0.00458652664597,-0.779077456021,-4.60833333333,-0.905150462963,-0.752797651271,0.85,-0.86880787037
manufacturer 1,19,2017-06-14 12:00:00,2017-06-14 18:00:00,m1_runtime_model,2017-06-07 18:00:00,2017-06-14 18:00:00,1008,1008,1,5.41944444444,3.94583333333,7.35,-0.1125,-0.633275462963,179.274058301,0.623510137757,-1.26456886237,-5.915,-0.794270833333,-0.687527490816,-0.1,-0.777662037037
manufacturer 1,19,2017-06-14 18:00:00,2017-06-15 00:00:00,m1_runtime_model,2017-06-08 00:00:00,2017-06-15 00:00:00,1008,1008,1,3.44027777778,-7.15138888889,5,1.025,-0.438368055556,271.140472057,0.124558069784,-0.57019333689,-2.18833333333,-0.742939814815,-0.576636270564,1,-0.756481481481
manufacturer 1,19,2017-06-15 00:00:00,2017-06-15 06:00:00,m1_runtime_model,2017-06-08 06:00:00,2017-06-15 06:00:00,1008,1008,1,-6.36319444444,-2.36944444444,7.1,0.35,-0.381655092593,150.201235764,1.03494846236,-1.42361341515,-7.01,-0.622164351852,-0.595545272034,-0.15,-0.697164351852
manufacturer 1,19,2017-06-15 06:00:00,2017-06-15 12:00:00,m1_runtime_model,2017-06-08 12:00:00,2017-06-15 12:00:00,1008,1008,1,-4.08888888889,3.7125,3.65,-0.81875,-0.197337962963,-40.4119463249,1.33886795046,-1.5426704178,0.541666666667,-0.450347222222,-0.526192359554,1.25,-0.383969907407
manufacturer 1,19,2017-06-15 12:00:00,2017-06-15 18:00:00,m1_runtime_model,2017-06-08 18:00:00,2017-06-15 18:00:00,1008,1008,1,4.63541666667,4.21527777778,2.3,-0.15,-0.146180555556,-132.319469977,2.0560661622,-2.20846801837,-8.60833333333,-0.213715277778,-0.335622456052,-0.55,-0.0311342592593
manufacturer 1,19,2017-06-15 18:00:00,2017-06-16 00:00:00,m1_runtime_model,2017-06-09 00:00:00,2017-06-16 00:00:00,1008,1008,1,4.28333333333,-3.57638888889,4.75,0.691666666667,-0.16412037037,-39.2636045317,1.11427042912,-1.28429209514,-2.555,0.0627314814815,0.00494371351222,1.3,0.325810185185
manufacturer 1,19,2017-06-16 00:00:00,2017-06-16 06:00:00,m1_runtime_model,2017-06-09 06:00:00,2017-06-16 06:00:00,1008,1008,1,-4.90625,-6.875,3.1,0.111111111111,-0.0548032407407,7.55219716182,0.0882336938947,-0.148613172617,-4.37666666667,0.434490740741,-0.0121960543881,-0.8,0.769560185185
manufacturer 1,19,2017-06-16 06:00:00,2017-06-16 12:00:00,m1_runtime_model,2017-06-09 12:00:00,2017-06-16 12:00:00,1008,1008,1,-4.28958333333,8.74722222222,3,-0.483333333333,0.078587962963,65.2375148046,-0.843899762321,0.917392842129,-3.69166666667,0.716724537037,0.209171113114,-0.25,0.845543981481
manufacturer 1,19,2017-06-16 12:00:00,2017-06-16 18:00:00,m1_runtime_model,2017-06-09 18:00:00,2017-06-16 18:00:00,1008,1008,1,7.32638888889,4.03333333333,0.75,-0.0229166666667,0.114351851852,120.488394461,-1.85751762385,1.96702116479,0.268333333333,0.707638888889,0.193136426165,-1.35,0.813715277778
manufacturer 1,19,2017-06-16 18:00:00,2017-06-17 00:00:00,m1_runtime_model,2017-06-10 00:00:00,2017-06-17 00:00:00,1008,1008,1,6.98888888889,-2.83611111111,2.4,0.426388888889,0.0756365740741,85.4887506924,-2.21833005918,2.28902029977,-0.948333333333,0.557581018519,0.0600368475093,-1.15,0.594155092593
manufacturer 1,19,2017-06-17 00:00:00,2017-06-17 06:00:00,m1_runtime_model,2017-06-10 06:00:00,2017-06-17 06:00:00,1008,1008,1,-2.50069444444,-3.3625,6.15,-0.0930555555556,0.0384837962963,85.6852581202,-1.25688106325,1.29041246281,12.1333333333,0.359085648148,0.126299969179,0.2,0.268576388889
manufacturer 1,19,2017-06-17 06:00:00,2017-06-17 12:00:00,m1_runtime_model,2017-06-10 12:00:00,2017-06-17 12:00:00,1008,1008,1,-3.15833333333,3.24444444444,3.45,-0.547222222222,-0.0215277777778,25.8435847398,0.203652624175,-0.230340633489,-2.025,0.164525462963,0.161867783056,-0.95,0.22806712963
manufacturer 1,19,2017-06-17 12:00:00,2017-06-17 18:00:00,m1_runtime_model,2017-06-10 18:00:00,2017-06-17 18:00:00,1008,1008,1,3.51458333333,3.90277777778,1.55,0.159722222222,0.0372106481481,154.446792937,-0.915504907192,0.947561723904,1.175,0.170717592593,0.168837738418,-0.55,0.23431712963
manufacturer 1,19,2017-06-17 18:00:00,2017-06-18 00:00:00,m1_runtime_model,2017-06-11 00:00:00,2017-06-18 00:00:00,1008,1008,1,3.46597222222,-4.11805555556,0.9,0.297222222222,-0.158217592593,125.913494807,-0.314201833527,0.15075596624,-15.2916666667,-0.223842592593,-0.0329392851181,0.05,-0.112847222222
manufacturer 1,19,2017-06-18 00:00:00,2017-06-18 06:00:00,m1_runtime_model,2017-06-11 06:00:00,2017-06-18 06:00:00,1008,1008,1,-5.23541666667,-6.1375,1.15,-0.309027777778,-0.0310763888889,102.617453967,-0.457385323697,0.421192156577,-3,-0.00902777777777,-0.185286663947,-0.2,-0.0776041666667
manufacturer 1,19,2017-06-18 06:00:00,2017-06-18 12:00:00,m1_runtime_model,2017-06-11 12:00:00,2017-06-18 12:00:00,1008,1008,1,-5.05208333333,6.28888888889,-0.65,-0.315277777778,-0.151099537037,102.911312963,-0.343104829582,0.186870998254,-1.56333333333,0.0766782407407,-0.172949568935,-0.3,-0.0134837962963
manufacturer 1,19,2017-06-18 12:00:00,2017-06-18 18:00:00,m1_runtime_model,2017-06-11 18:00:00,2017-06-18 18:00:00,1008,1008,1,4.77777777778,3.11527777778,3.5,-0.271527777778,-0.331886574074,-53.8033078135,1.17890857425,-1.51597323276,-2.29333333333,-0.0263310185185,-0.0976756635001,-0.9,-0.134143518519
manufacturer 1,19,2017-06-18 18:00:00,2017-06-19 00:00:00,m1_runtime_model,2017-06-12 00:00:00,2017-06-19 00:00:00,1008,1008,1,4.29652777778,-3.92638888889,-1.2,0.186111111111,-0.219502314815,-29.8958046547,1.05978544173,-1.28444428276,14.9066666667,0.365914351852,-0.00505206046133,1.2,0.206423611111
manufacturer 1,19,2017-06-19 00:00:00,2017-06-19 06:00:00,m1_runtime_model,2017-06-12 06:00:00,2017-06-19 06:00:00,1008,1008,1,-5.99930555556,-7.26111111111,-5.1,0.4125,-0.277430555556,10.3585439603,0.461278935185,-0.738709490741,-0.283333333333,0.3015625,0.108293480753,-1.05,0.314409722222
manufacturer 1,19,2017-06-19 06:00:00,2017-06-19 12:00:00,m1_runtime_model,2017-06-12 12:00:00,2017-06-19 12:00:00,1008,1008,1,-7.11597222222,4.21666666667,-4.95,-0.00555555555555,-0.120891203704,-5.17781830635,-0.156053240741,0.035162037037,-1.33,0.459027777778,0.0788440346918,0.25,0.529918981481
manufacturer 1,19,2017-06-19 12:00:00,2017-06-19 18:00:00,m1_runtime_model,2017-06-12 18:00:00,2017-06-19 18:00:00,1008,1008,1,0.779166666667,0.386111111111,-3.05,0.384027777778,0.184548611111,-142.205838982,1.39465856481,-1.2101099537,1.39833333333,0.816435185185,0.0388151696158,-0.5,0.952835648148
manufacturer 1,19,2017-06-19 18:00:00,2017-06-20 00:00:00,m1_runtime_model,2017-06-13 00:00:00,2017-06-20 00:00:00,1008,1008,1,1.23125,-2.52638888889,-3.7,1.58611111111,0.735648148148,-256.043661263,2.32153356481,-1.58588541667,-0.741666666667,1.19565972222,0.458045903836,-1.35,1.44930555556
manufacturer 1,19,2017-06-20 00:00:00,2017-06-20 06:00:00,m1_runtime_model,2017-06-13 06:00:00,2017-06-20 06:00:00,1008,1008,1,-5.56527777778,-6.46388888889,-4.9,0.657638888889,0.751331018519,-261.746011316,2.29414930556,-1.54281828704,12.805,1.1177662037,0.589021549633,-0.3,1.60561342593
manufacturer 1,19,2017-06-20 06:00:00,2017-06-20 12:00:00,m1_runtime_model,2017-06-13 12:00:00,2017-06-20 12:00:00,1008,1008,1,-4.42916666667,6.59583333333,-3.2,-1.35972222222,0.849594907407,-20.3327335695,1.12373842593,-0.274143518519,-12.5933333333,0.968634259259,0.561747902479,-0.15,1.44681712963
manufacturer 1,19,2017-06-20 12:00:00,2017-06-20 18:00:00,m1_runtime_model,2017-06-13 18:00:00,2017-06-20 18:00:00,1008,1008,1,5.56805555556,4.40833333333,-2.4,-0.396527777778,0.831076388889,105.681515993,-0.7984375,1.62951388889,13.5266666667,0.758680555556,0.492351662645,0.25,1.14166666667
manufacturer 1,19,2017-06-20 18:00:00,2017-06-21 00:00:00,m1_runtime_model,2017-06-14 00:00:00,2017-06-21 00:00:00,1008,1008,1,6.32361111111,-2.76527777778,-2.7,1.50069444444,0.807523148148,158.19922408,-2.16240162037,2.96992476852,-1.30333333333,0.648900462963,0.429218811703,-0.25,0.9515625
manufacturer 1,19,2017-09-30 00:00:00,2017-09-30 06:00:00,m1_runtime_model,2017-09-23 06:00:00,2017-09-30 06:00:00,1008,1008,1,-1.21458333333,-2.04027777778,1.15,-1.24513888889,-2.20428240741,-111.066264791,-0.394612268519,-1.80967013889,1.84166666667,-3.40231481481,-0.0502570993919,0.95,-3.39056712963
manufacturer 1,19,2017-09-30 06:00:00,2017-09-30 12:00:00,m1_runtime_model,2017-09-23 12:00:00,2017-09-30 12:00:00,1008,1008,1,-3.81388888889,0.579166666667,0.6,-1.22291666667,-2.46811342593,-136.621936543,-0.0381076388889,-2.43000578704,10.61,-3.7634837963,-0.0124472123981,-0.5,-3.62094907407
manufacturer 1,19,2017-09-30 12:00:00,2017-09-30 18:00:00,m1_runtime_model,2017-09-23 18:00:00,2017-09-30 18:00:00,1008,1008,1,0.9875,2.85694444444,3.45,1.07847222222,-2.2462962963,-69.9454688514,0.122424768519,-2.36872106481,-8.58166666667,-3.35353009259,0.0824267910657,-0.3,-3.39369212963
manufacturer 1,19,2017-09-30 18:00:00,2017-10-01 00:00:00,m1_runtime_model,2017-09-24 00:00:00,2017-10-01 00:00:00,1008,1008,1,1.95694444444,-2.37916666667,3.35,1.90833333333,-1.97546296296,-76.0909510759,0.133200231481,-2.10866319444,1.26,-2.93107638889,0.411915344257,0.05,-3.02152777778
manufacturer 1,19,2017-10-01 00:00:00,2017-10-01 06:00:00,m1_runtime_model,2017-09-24 06:00:00,2017-10-01 06:00:00,1008,1008,1,-1.34375,-0.786111111111,3.95,-0.666666666667,-1.86938657407,-120.503472936,0.249357638889,-2.11874421296,0.398333333333,-2.44652777778,-0.0339377542358,-0.95,-2.58125
manufacturer 1,19,2017-10-01 06:00:00,2017-10-01 12:00:00,m1_runtime_model,2017-09-24 12:00:00,2017-10-01 12:00:00,1008,1008,1,-1.97152777778,0.00833333333333,-0.65,-0.879166666667,-1.26903935185,-120.38725785,0.644704861111,-1.91374421296,-8.98,-1.28825231481,0.618287540355,0.95,-1.49398148148
manufacturer 1,19,2017-10-01 12:00:00,2017-10-01 18:00:00,m1_runtime_model,2017-09-24 18:00:00,2017-10-01 18:00:00,1008,1008,1,0.834722222222,2.43888888889,4.95,2.33263888889,-0.880266203704,-42.583614294,0.00950231481481,-0.889768518519,1.70333333333,-0.857002314815,0.734044522769,0.15,-1.01996527778
manufacturer 1,19,2017-10-01 18:00:00,2017-10-02 00:00:00,m1_runtime_model,2017-09-25 00:00:00,2017-10-02 00:00:00,1008,1008,1,0.327777777778,-4.23055555556,-1.8,2.28541666667,-0.429340277778,7.86146233723,0.275474537037,-0.704814814815,0.29,-0.328877314815,0.762911384406,0.1,-0.521990740741
manufacturer 1,19,2017-10-02 00:00:00,2017-10-02 06:00:00,m1_runtime_model,2017-09-25 06:00:00,2017-10-02 06:00:00,1008,1008,1,-4.26388888889,-2.50555555556,0.55,0.247916666667,0.619849537037,-11.7654202116,0.326145833333,0.293703703704,1.47166666667,1.16400462963,-0.527002774399,0.6,0.949826388889
manufacturer 1,19,2017-10-02 06:00:00,2017-10-02 12:00:00,m1_runtime_model,2017-09-25 12:00:00,2017-10-02 12:00:00,1008,1008,1,-2.68333333333,3.875,-1.35,-0.689583333333,0.459201388889,-23.1725669183,-0.432019675926,0.891221064815,-8.35833333333,0.579918981481,-0.733547797638,0.65,0.404398148148
manufacturer 1,19,2017-10-02 12:00:00,2017-10-02 18:00:00,m1_runtime_model,2017-09-25 18:00:00,2017-10-02 18:00:00,1008,1008,1,3.475,1.70555555556,1.8,-0.506944444444,0.430324074074,-35.0295023757,-0.274554398148,0.704878472222,2.205,0.767766203704,-1.1205769686,0.25,0.651678240741
manufacturer 1,19,2017-10-02 18:00:00,2017-10-03 00:00:00,m1_runtime_model,2017-09-26 00:00:00,2017-10-03 00:00:00,1008,1008,1,2.27430555556,-2.7375,1.7,0.546527777778,0.3671875,-130.887756774,-1.11863425926,1.48582175926,2.63166666667,0.733912037037,-1.18259673529,-0.4,0.668518518519
manufacturer 1,19,2017-10-03 00:00:00,2017-10-03 06:00:00,m1_runtime_model,2017-09-26 06:00:00,2017-10-03 06:00:00,1008,1008,1,-2.27847222222,-0.7875,1,0.142361111111,0.200983796296,-131.003685899,-1.15732638889,1.35831018519,0.636666666667,0.537847222222,-1.29811153099,0.85,0.426041666667
manufacturer 1,19,2017-10-03 06:00:00,2017-10-03 12:00:00,m1_runtime_model,2017-09-26 12:00:00,2017-10-03 12:00:00,1008,1008,1,-1.83263888889,0.647222222222,-0.6,-0.443055555556,0.37193287037,0.442283745901,-1.05549768519,1.42743055556,0.838333333333,0.974768518519,-1.52128616829,0.45,0.86568287037
