manufacturer,substation_id,window_start,window_end,anomaly_score,risk_score,risk_probability,risk_level_calibrated,predicted_lead_time_bucket,predicted_lead_time_confidence,leadtime_prob_0-24h,leadtime_prob_1-3d,leadtime_prob_3-7d,lead_time_bucket_distance,days_since_last_fault_event,days_since_last_task_event,days_since_last_any_event,configuration_type,has_dhw,has_buffer_tank,main_abnormal_sensors,label,fault_label,estimated_lead_time_hours,lead_time_bucket
manufacturer_1,9,2026-07-10T06:00:00,2026-07-10T12:00:00,0.046,9.07,0.0479,low,0-24h,0.3679,0.3679,0.283,0.3491,0,120.3,55.1,11.9,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,3,2026-04-05T00:00:00,2026-04-05T06:00:00,0.1488,9.79,0.0816,low,1-3d,0.363,0.3321,0.363,0.3049,0,161.2,15.8,163.5,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_2,18,2026-06-13T12:00:00,2026-06-13T18:00:00,0.849,89.95,0.8417,high,0-24h,0.7237,0.7237,0.1468,0.1295,0,212.4,193.2,172.2,sh_dhw_with_sub_circuits,1,0,p_net_meter_flow,pre_fault,pump_degradation,18.4,0-24h
manufacturer_2,7,2026-07-20T06:00:00,2026-07-20T12:00:00,0.8281,86.09,0.8492,high,0-24h,0.7622,0.7622,0.1222,0.1156,0,187.4,101.2,87.3,sh_dhw_with_sub_circuits,1,0,s_dhw_upper_storage_temperature;s_hc1_supply_temperature,pre_fault,valve_fault,17.6,0-24h
manufacturer_2,17,2026-06-02T12:00:00,2026-06-02T18:00:00,0.1143,6.73,0.0826,low,1-3d,0.3699,0.325,0.3699,0.3051,0,40.0,40.5,78.5,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_2,6,2026-04-19T06:00:00,2026-04-19T12:00:00,0.1004,6.56,0.0861,low,0-24h,0.3505,0.3505,0.3105,0.339,0,324.4,126.7,65.4,sh,0,0,,normal,,,
manufacturer_1,14,2026-07-19T18:00:00,2026-07-20T00:00:00,0.1993,5.88,0.0925,low,3-7d,0.369,0.3351,0.2958,0.369,0,92.9,153.4,178.9,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,9,2026-07-07T00:00:00,2026-07-07T06:00:00,0.0935,6.05,0.071,low,1-3d,0.4268,0.2948,0.4268,0.2784,0,213.4,40.9,19.0,sh,0,0,,normal,,,
manufacturer_2,11,2026-04-24T06:00:00,2026-04-24T12:00:00,0.447,56.83,0.5828,high,3-7d,0.6579,0.2012,0.141,0.6579,0,87.0,137.0,192.0,sh_dhw_with_sub_circuits,1,0,p_net_return_temperature;p_net_supply_temperature;s_dhw_upper_storage_temperature,pre_fault,pump_degradation,97.6,3-7d
manufacturer_1,6,2026-08-10T12:00:00,2026-08-10T18:00:00,0.8938,100.0,0.9429,critical,0-24h,0.745,0.745,0.1548,0.1003,0,51.6,111.2,113.0,sh_dhw,1,0,p_hc1_return_temperature;s_hc1_supply_temperature,pre_fault,pump_degradation,7.7,0-24h
manufacturer_2,16,2026-04-19T00:00:00,2026-04-19T06:00:00,0.8645,85.52,0.8649,high,0-24h,0.7638,0.7638,0.1187,0.1175,0,260.0,15.1,81.1,sh_with_buffer_tank,0,1,p_net_supply_temperature,pre_fault,sensor_drift,16.5,0-24h
manufacturer_2,12,2026-05-28T12:00:00,2026-05-28T18:00:00,0.6964,79.77,0.8224,high,0-24h,0.7357,0.7357,0.1426,0.1217,0,186.8,148.1,182.8,sh_with_sub_circuits,0,0,p_net_supply_temperature;p_net_return_temperature;p_net_meter_flow,pre_fault,valve_fault,11.5,0-24h
manufacturer_2,5,2026-06-29T12:00:00,2026-06-29T18:00:00,0.0455,6.04,0.0471,low,1-3d,0.3611,0.3119,0.3611,0.327,0,225.9,184.6,166.0,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_2,12,2026-07-09T18:00:00,2026-07-10T00:00:00,0.1588,13.83,0.0882,low,3-7d,0.4119,0.3067,0.2814,0.4119,0,384.5,102.4,190.5,sh,0,0,,normal,,,
manufacturer_2,13,2026-05-24T18:00:00,2026-05-25T00:00:00,0.0876,13.21,0.0967,low,0-24h,0.3759,0.3759,0.3172,0.3069,0,345.9,56.4,132.6,sh,0,0,,normal,,,
manufacturer_2,18,2026-07-03T12:00:00,2026-07-03T18:00:00,0.1126,9.71,0.1003,low,0-24h,0.3974,0.3974,0.3628,0.2399,0,214.7,37.2,182.3,sh,0,0,,normal,,,
manufacturer_2,17,2026-04-25T06:00:00,2026-04-25T12:00:00,0.0871,11.26,0.1339,low,3-7d,0.3946,0.3619,0.2435,0.3946,0,25.1,141.4,191.7,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_2,7,2026-04-03T12:00:00,2026-04-03T18:00:00,0.5492,64.14,0.6102,high,1-3d,0.7033,0.149,0.7033,0.1477,0,201.4,137.6,103.9,sh_dhw,1,0,p_net_supply_temperature;s_hc1_supply_temperature;s_dhw_supply_temperature,pre_fault,valve_fault,42.6,1-3d
manufacturer_1,15,2026-04-30T18:00:00,2026-05-01T00:00:00,0.4032,45.84,0.4423,high,3-7d,0.7014,0.1578,0.1408,0.7014,0,382.1,37.8,161.9,sh_dhw_with_sub_circuits,1,0,p_net_supply_temperature,pre_fault,valve_fault,143.2,3-7d
manufacturer_2,16,2026-05-20T18:00:00,2026-05-21T00:00:00,0.894,91.68,0.8999,high,0-24h,0.7055,0.7055,0.1612,0.1333,0,58.1,151.7,126.0,sh_dhw,1,0,p_hc1_return_temperature;s_dhw_supply_temperature,pre_fault,sensor_drift,10.5,0-24h
manufacturer_2,2,2026-07-13T06:00:00,2026-07-13T12:00:00,0.7154,56.6,0.605,high,1-3d,0.6764,0.1794,0.6764,0.1442,0,43.9,47.5,3.9,sh_dhw,1,0,p_hc1_return_temperature;p_net_supply_temperature,pre_fault,valve_fault,52.0,1-3d
manufacturer_2,5,2026-08-19T06:00:00,2026-08-19T12:00:00,0.1036,13.12,0.0991,low,1-3d,0.3456,0.3418,0.3456,0.3125,0,133.4,132.6,157.8,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_2,11,2026-07-09T12:00:00,2026-07-09T18:00:00,0.1942,12.94,0.1285,low,1-3d,0.3931,0.3105,0.3931,0.2964,0,340.9,38.8,161.2,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_1,3,2026-05-22T18:00:00,2026-05-23T00:00:00,0.084,1.61,0.0372,low,3-7d,0.3607,0.3148,0.3244,0.3607,0,123.6,2.5,138.5,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_2,10,2026-07-24T06:00:00,2026-07-24T12:00:00,0.0608,7.01,0.105,low,1-3d,0.3802,0.343,0.3802,0.2768,0,88.5,172.4,127.7,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_2,8,2026-04-04T18:00:00,2026-04-05T00:00:00,0.5787,65.53,0.662,high,1-3d,0.7368,0.1231,0.7368,0.1401,0,174.1,196.7,195.0,sh_dhw_with_sub_circuits,1,0,p_hc1_return_temperature,pre_fault,sensor_drift,30.9,1-3d
manufacturer_2,1,2026-07-04T06:00:00,2026-07-04T12:00:00,0.1031,14.63,0.1192,low,0-24h,0.3877,0.3877,0.3005,0.3118,0,95.3,95.3,21.0,sh_dhw,1,0,,normal,,,
manufacturer_1,1,2026-05-25T06:00:00,2026-05-25T12:00:00,0.4827,52.41,0.5423,high,3-7d,0.6664,0.1339,0.1997,0.6664,0,263.3,161.8,59.5,sh_dhw_with_sub_circuits,1,0,s_hc1_supply_temperature;s_dhw_upper_storage_temperature,pre_fault,pump_degradation,141.2,3-7d
manufacturer_1,6,2026-08-02T12:00:00,2026-08-02T18:00:00,0.1484,6.06,0.0662,low,0-24h,0.4312,0.4312,0.2987,0.2702,0,295.3,23.7,141.0,sh,0,0,,normal,,,
manufacturer_2,13,2026-05-12T06:00:00,2026-05-12T12:00:00,0.4773,58.53,0.5989,high,3-7d,0.6643,0.1919,0.1439,0.6643,0,156.6,168.2,104.4,sh_dhw_with_sub_circuits,1,0,p_net_return_temperature,pre_fault,pump_degradation,117.5,3-7d
manufacturer_2,8,2026-06-26T00:00:00,2026-06-26T06:00:00,0.677,42.21,0.4553,high,3-7d,0.6801,0.1897,0.1302,0.6801,0,161.6,91.4,170.9,sh_dhw,1,0,p_net_supply_temperature;p_net_return_temperature;p_hc1_return_temperature,pre_fault,sensor_drift,167.2,3-7d
manufacturer_2,14,2026-05-13T18:00:00,2026-05-14T00:00:00,0.6739,63.54,0.6508,high,1-3d,0.7164,0.1538,0.7164,0.1298,0,120.1,186.8,50.4,sh_dhw_with_sub_circuits,1,0,p_hc1_return_temperature;s_dhw_supply_temperature,pre_fault,heat_exchanger_fouling,26.8,1-3d
manufacturer_2,1,2026-07-05T00:00:00,2026-07-05T06:00:00,0.0,4.97,0.0404,low,1-3d,0.4028,0.3222,0.4028,0.2751,0,193.0,72.7,14.6,sh,0,0,,normal,,,
manufacturer_2,3,2026-05-17T12:00:00,2026-05-17T18:00:00,0.0453,9.82,0.0761,low,0-24h,0.3899,0.3899,0.3144,0.2957,0,369.8,33.9,179.2,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_1,12,2026-06-26T00:00:00,2026-06-26T06:00:00,0.0747,14.22,0.0789,low,3-7d,0.3551,0.2903,0.3546,0.3551,0,251.1,167.1,189.6,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_1,5,2026-07-05T00:00:00,2026-07-05T06:00:00,0.4195,54.69,0.5427,high,3-7d,0.7386,0.1286,0.1329,0.7386,0,163.6,23.9,162.2,sh_with_sub_circuits,0,0,s_dhw_supply_temperature;s_dhw_upper_storage_temperature,pre_fault,sensor_drift,73.2,3-7d
manufacturer_2,8,2026-08-22T00:00:00,2026-08-22T06:00:00,0.1417,1.92,0.0472,low,1-3d,0.3762,0.3419,0.3762,0.2819,0,282.0,83.3,63.2,sh,0,0,,normal,,,
manufacturer_2,18,2026-06-28T18:00:00,2026-06-29T00:00:00,0.7409,84.67,0.7911,high,0-24h,0.706,0.706,0.1465,0.1475,0,6.2,197.8,73.5,sh_dhw_with_sub_circuits,1,0,p_net_return_temperature,pre_fault,pump_degradation,12.9,0-24h
manufacturer_2,13,2026-06-15T00:00:00,2026-06-15T06:00:00,0.0892,10.76,0.0791,low,1-3d,0.3762,0.3055,0.3762,0.3183,0,160.6,100.4,132.6,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_1,7,2026-04-21T00:00:00,2026-04-21T06:00:00,0.9379,91.06,0.9158,critical,0-24h,0.7453,0.7453,0.0999,0.1548,0,395.4,166.0,174.2,sh_dhw_with_sub_circuits,1,0,p_hc1_return_temperature;p_net_return_temperature;p_net_meter_flow,pre_fault,pump_degradation,16.1,0-24h
manufacturer_2,13,2026-08-11T06:00:00,2026-08-11T12:00:00,0.1018,15.33,0.1563,low,0-24h,0.3676,0.3676,0.2818,0.3506,0,379.4,34.3,50.8,sh_dhw,1,0,,normal,,,
manufacturer_2,11,2026-04-12T12:00:00,2026-04-12T18:00:00,1.0,85.81,0.8673,high,0-24h,0.7522,0.7522,0.1085,0.1393,0,318.6,175.0,89.1,sh_with_buffer_tank,0,1,p_net_return_temperature;s_hc1_supply_temperature,pre_fault,valve_fault,21.1,0-24h
manufacturer_1,7,2026-04-03T06:00:00,2026-04-03T12:00:00,0.0,3.45,0.0582,low,3-7d,0.3805,0.2868,0.3327,0.3805,0,294.2,140.5,47.1,sh_dhw,1,0,,normal,,,
manufacturer_2,16,2026-07-01T18:00:00,2026-07-02T00:00:00,0.1533,10.94,0.077,low,1-3d,0.3621,0.3467,0.3621,0.2912,0,345.4,64.3,107.7,sh_dhw,1,0,,normal,,,
manufacturer_2,14,2026-07-14T18:00:00,2026-07-15T00:00:00,0.8868,80.85,0.7991,high,0-24h,0.721,0.721,0.1593,0.1198,0,76.2,9.2,119.0,sh_with_buffer_tank,0,1,p_hc1_return_temperature;s_dhw_supply_temperature,pre_fault,valve_fault,10.5,0-24h
manufacturer_1,14,2026-06-28T12:00:00,2026-06-28T18:00:00,0.5524,50.86,0.5095,high,3-7d,0.7132,0.1628,0.1239,0.7132,0,226.6,191.3,31.2,sh,0,0,s_hc1_supply_temperature;p_hc1_return_temperature;p_net_meter_flow,pre_fault,heat_exchanger_fouling,134.7,3-7d
manufacturer_1,17,2026-05-31T00:00:00,2026-05-31T06:00:00,0.6306,58.8,0.5727,high,1-3d,0.7337,0.1337,0.7337,0.1327,0,97.1,97.6,16.2,sh,0,0,p_net_supply_temperature,pre_fault,pump_degradation,34.8,1-3d
manufacturer_1,2,2026-04-25T18:00:00,2026-04-26T00:00:00,0.0549,12.82,0.1045,low,0-24h,0.3922,0.3922,0.3581,0.2496,0,127.9,79.9,7.0,sh,0,0,,normal,,,
manufacturer_1,16,2026-04-30T12:00:00,2026-04-30T18:00:00,0.0925,6.43,0.055,low,1-3d,0.3693,0.335,0.3693,0.2957,0,316.3,192.8,26.1,sh_dhw,1,0,,normal,,,
manufacturer_2,16,2026-08-18T12:00:00,2026-08-18T18:00:00,0.2374,14.08,0.1024,low,0-24h,0.3443,0.3443,0.3396,0.3161,0,261.2,28.9,154.9,sh,0,0,,normal,,,
manufacturer_2,8,2026-04-27T00:00:00,2026-04-27T06:00:00,0.2162,9.46,0.1098,low,3-7d,0.3791,0.3604,0.2605,0.3791,0,383.1,91.1,137.0,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_1,13,2026-05-16T18:00:00,2026-05-17T00:00:00,0.0439,12.61,0.1307,low,1-3d,0.3837,0.2835,0.3837,0.3328,0,267.7,59.8,17.4,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_2,18,2026-06-25T06:00:00,2026-06-25T12:00:00,0.6119,41.15,0.438,medium,3-7d,0.7213,0.1588,0.1199,0.7213,0,27.2,40.6,176.7,sh_dhw_with_sub_circuits,1,0,s_hc1_supply_temperature;s_dhw_upper_storage_temperature,pre_fault,sensor_drift,158.8,3-7d
manufacturer_2,17,2026-04-05T18:00:00,2026-04-06T00:00:00,0.1498,12.17,0.1003,low,0-24h,0.3889,0.3889,0.3493,0.2618,0,248.8,142.9,10.9,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_2,18,2026-07-31T06:00:00,2026-07-31T12:00:00,0.122,6.53,0.0458,low,0-24h,0.3861,0.3861,0.3124,0.3015,0,14.5,186.9,163.3,sh_dhw,1,0,,normal,,,
manufacturer_1,3,2026-05-26T12:00:00,2026-05-26T18:00:00,0.1549,4.91,0.0736,low,1-3d,0.4117,0.2535,0.4117,0.3348,0,96.7,9.2,36.1,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,3,2026-05-12T18:00:00,2026-05-13T00:00:00,0.0976,7.22,0.0554,low,3-7d,0.3664,0.3091,0.3245,0.3664,0,112.4,132.1,193.2,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_2,3,2026-04-12T06:00:00,2026-04-12T12:00:00,0.1003,2.46,0.0441,low,0-24h,0.384,0.384,0.333,0.283,0,372.8,184.3,193.1,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_2,16,2026-05-28T18:00:00,2026-05-29T00:00:00,0.1671,15.98,0.1757,low,0-24h,0.3545,0.3545,0.3482,0.2973,0,255.0,163.5,50.8,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,14,2026-06-09T12:00:00,2026-06-09T18:00:00,0.8317,76.44,0.8129,high,0-24h,0.7458,0.7458,0.1289,0.1253,0,232.5,41.4,89.2,sh_with_sub_circuits,0,0,p_net_return_temperature;s_dhw_upper_storage_temperature,pre_fault,heat_exchanger_fouling,11.3,0-24h
manufacturer_1,11,2026-07-18T18:00:00,2026-07-19T00:00:00,0.3274,49.47,0.5038,high,3-7d,0.6939,0.1234,0.1827,0.6939,0,290.8,2.6,78.8,sh,0,0,s_dhw_upper_storage_temperature;p_net_return_temperature;p_net_supply_temperature,pre_fault,heat_exchanger_fouling,115.6,3-7d
manufacturer_1,2,2026-05-28T18:00:00,2026-05-29T00:00:00,0.4111,51.7,0.5298,high,3-7d,0.644,0.1779,0.178,0.644,0,341.0,5.4,78.7,sh_with_sub_circuits,0,0,s_dhw_supply_temperature;s_dhw_upper_storage_temperature,pre_fault,pump_degradation,147.2,3-7d
manufacturer_2,2,2026-08-22T06:00:00,2026-08-22T12:00:00,0.0292,13.31,0.1487,low,0-24h,0.3875,0.3875,0.2772,0.3353,0,26.1,78.2,49.6,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_1,6,2026-07-05T12:00:00,2026-07-05T18:00:00,0.9514,86.5,0.8546,high,0-24h,0.7298,0.7298,0.1444,0.1258,0,71.4,24.3,161.5,sh_dhw,1,0,p_net_return_temperature;p_net_supply_temperature,pre_fault,heat_exchanger_fouling,7.5,0-24h
manufacturer_1,17,2026-06-25T00:00:00,2026-06-25T06:00:00,0.0726,0.0,0.0048,low,0-24h,0.3458,0.3458,0.3194,0.3347,0,123.0,116.0,4.4,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,13,2026-08-27T06:00:00,2026-08-27T12:00:00,0.9128,90.27,0.8923,high,0-24h,0.728,0.728,0.1128,0.1592,0,142.9,93.8,184.9,sh_dhw,1,0,s_dhw_upper_storage_temperature;p_net_supply_temperature,pre_fault,heat_exchanger_fouling,7.8,0-24h
manufacturer_1,15,2026-06-09T12:00:00,2026-06-09T18:00:00,0.4892,54.27,0.5089,high,3-7d,0.6825,0.1483,0.1692,0.6825,0,86.4,140.4,112.7,sh,0,0,s_dhw_upper_storage_temperature,pre_fault,valve_fault,165.1,3-7d
manufacturer_2,6,2026-06-27T12:00:00,2026-06-27T18:00:00,0.0772,9.09,0.1119,low,0-24h,0.3566,0.3566,0.329,0.3144,0,234.3,126.8,26.7,sh,0,0,,normal,,,
manufacturer_2,15,2026-07-06T12:00:00,2026-07-06T18:00:00,0.0749,15.25,0.1103,low,1-3d,0.3369,0.3346,0.3369,0.3285,0,60.1,69.6,184.6,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_1,5,2026-06-29T06:00:00,2026-06-29T12:00:00,0.1629,12.05,0.0638,low,1-3d,0.3535,0.3355,0.3535,0.311,0,65.5,164.6,97.2,sh,0,0,,normal,,,
manufacturer_1,7,2026-06-26T12:00:00,2026-06-26T18:00:00,0.0936,13.17,0.1296,low,3-7d,0.3544,0.3257,0.3199,0.3544,0,133.4,164.2,165.0,sh_dhw,1,0,,normal,,,
manufacturer_1,13,2026-08-15T00:00:00,2026-08-15T06:00:00,0.8063,76.09,0.7986,high,1-3d,0.7259,0.1524,0.7259,0.1218,0,258.2,163.9,139.1,sh,0,0,s_dhw_upper_storage_temperature,pre_fault,heat_exchanger_fouling,37.9,1-3d
manufacturer_2,11,2026-04-07T06:00:00,2026-04-07T12:00:00,0.7581,76.63,0.8059,high,0-24h,0.7418,0.7418,0.1271,0.1311,0,246.3,38.4,25.5,sh_with_sub_circuits,0,0,p_net_meter_flow,pre_fault,heat_exchanger_fouling,11.9,0-24h
manufacturer_1,8,2026-04-11T06:00:00,2026-04-11T12:00:00,0.389,60.73,0.5961,high,3-7d,0.6954,0.1295,0.1751,0.6954,0,131.7,5.8,142.9,sh_with_buffer_tank,0,1,p_hc1_return_temperature;p_net_supply_temperature;p_net_return_temperature,pre_fault,sensor_drift,133.8,3-7d
manufacturer_2,1,2026-06-28T18:00:00,2026-06-29T00:00:00,0.4092,69.55,0.7152,high,1-3d,0.7118,0.1273,0.7118,0.1609,0,327.6,70.7,174.3,sh_with_sub_circuits,0,0,s_dhw_supply_temperature,pre_fault,pump_degradation,52.9,1-3d
manufacturer_1,2,2026-05-31T00:00:00,2026-05-31T06:00:00,0.0974,9.24,0.1027,low,1-3d,0.3712,0.2852,0.3712,0.3436,0,80.8,188.1,12.9,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,12,2026-05-20T18:00:00,2026-05-21T00:00:00,0.1786,11.9,0.1307,low,0-24h,0.3983,0.3983,0.3164,0.2853,0,197.3,171.1,17.6,sh,0,0,,normal,,,
manufacturer_2,8,2026-06-17T18:00:00,2026-06-18T00:00:00,0.0878,6.24,0.0477,low,3-7d,0.3778,0.2986,0.3236,0.3778,0,343.9,11.8,109.9,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_1,16,2026-04-12T00:00:00,2026-04-12T06:00:00,0.4671,72.18,0.7247,high,1-3d,0.7142,0.1495,0.7142,0.1363,0,297.0,67.5,80.9,sh_with_buffer_tank,0,1,s_dhw_supply_temperature;p_net_return_temperature,pre_fault,pump_degradation,68.8,1-3d
manufacturer_1,11,2026-08-06T12:00:00,2026-08-06T18:00:00,0.8824,87.9,0.8691,high,0-24h,0.7148,0.7148,0.1557,0.1295,0,122.4,127.0,171.7,sh_with_buffer_tank,0,1,s_dhw_supply_temperature;s_dhw_upper_storage_temperature,pre_fault,valve_fault,5.5,0-24h
manufacturer_1,1,2026-06-02T06:00:00,2026-06-02T12:00:00,0.6563,73.17,0.6938,high,1-3d,0.6323,0.1878,0.6323,0.1799,0,111.2,27.0,171.1,sh_dhw,1,0,s_hc1_supply_temperature;s_dhw_upper_storage_temperature,pre_fault,sensor_drift,60.7,1-3d
manufacturer_1,7,2026-06-14T06:00:00,2026-06-14T12:00:00,0.1101,4.33,0.0192,low,3-7d,0.3781,0.2563,0.3655,0.3781,0,197.2,186.3,67.5,sh_dhw,1,0,,normal,,,
manufacturer_1,4,2026-07-27T00:00:00,2026-07-27T06:00:00,0.0966,12.98,0.1183,low,3-7d,0.4108,0.3142,0.275,0.4108,0,15.0,35.7,77.3,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_2,11,2026-06-30T00:00:00,2026-06-30T06:00:00,0.8,59.23,0.5711,high,1-3d,0.7352,0.1323,0.7352,0.1325,0,256.6,183.1,132.5,sh_with_buffer_tank,0,1,s_dhw_supply_temperature,pre_fault,pump_degradation,65.7,1-3d
manufacturer_1,13,2026-06-17T06:00:00,2026-06-17T12:00:00,0.1066,12.18,0.1139,low,0-24h,0.3674,0.3674,0.344,0.2887,0,323.0,10.3,32.0,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_1,6,2026-05-05T06:00:00,2026-05-05T12:00:00,0.7838,66.14,0.6104,high,1-3d,0.7283,0.1283,0.7283,0.1433,0,92.8,165.3,181.5,sh_dhw,1,0,p_net_meter_flow;p_net_return_temperature;p_hc1_return_temperature,pre_fault,valve_fault,67.7,1-3d
manufacturer_1,12,2026-08-14T18:00:00,2026-08-15T00:00:00,0.0302,1.06,0.0301,low,1-3d,0.3685,0.3505,0.3685,0.281,0,212.1,114.9,184.1,sh_dhw,1,0,,normal,,,
manufacturer_1,4,2026-04-25T12:00:00,2026-04-25T18:00:00,0.8229,90.4,0.8934,high,0-24h,0.7706,0.7706,0.1119,0.1175,0,87.2,165.3,187.1,sh,0,0,p_net_supply_temperature;s_hc1_supply_temperature;p_net_meter_flow,pre_fault,pump_degradation,12.5,0-24h
manufacturer_1,18,2026-04-20T12:00:00,2026-04-20T18:00:00,0.0347,14.3,0.0964,low,1-3d,0.3563,0.3207,0.3563,0.323,0,84.5,74.0,137.8,sh,0,0,,normal,,,
manufacturer_2,8,2026-04-06T00:00:00,2026-04-06T06:00:00,0.1071,9.57,0.0813,low,1-3d,0.3757,0.3293,0.3757,0.295,0,186.6,98.6,107.6,sh_dhw,1,0,,normal,,,
manufacturer_2,17,2026-07-04T12:00:00,2026-07-04T18:00:00,0.5677,51.14,0.5214,high,3-7d,0.6805,0.1607,0.1588,0.6805,0,139.1,7.7,130.7,sh_dhw,1,0,p_net_supply_temperature;s_hc1_supply_temperature;p_hc1_return_temperature,pre_fault,pump_degradation,90.5,3-7d
manufacturer_1,16,2026-06-15T06:00:00,2026-06-15T12:00:00,0.6238,73.33,0.7586,high,1-3d,0.6693,0.1727,0.6693,0.1579,0,273.3,90.0,17.2,sh,0,0,s_dhw_supply_temperature;p_net_supply_temperature;p_hc1_return_temperature,pre_fault,pump_degradation,57.4,1-3d
manufacturer_2,3,2026-04-25T06:00:00,2026-04-25T12:00:00,0.8001,89.0,0.8919,high,0-24h,0.7425,0.7425,0.1117,0.1458,0,86.6,83.7,180.5,sh_with_buffer_tank,0,1,s_dhw_upper_storage_temperature;p_net_meter_flow,pre_fault,heat_exchanger_fouling,5.9,0-24h
manufacturer_1,2,2026-04-02T00:00:00,2026-04-02T06:00:00,0.9546,92.64,0.9332,critical,0-24h,0.7562,0.7562,0.1163,0.1275,0,30.0,143.7,138.7,sh_dhw_with_sub_circuits,1,0,s_hc1_supply_temperature;s_dhw_upper_storage_temperature,pre_fault,valve_fault,21.4,0-24h
manufacturer_2,15,2026-05-21T18:00:00,2026-05-22T00:00:00,0.0736,6.39,0.0,low,0-24h,0.3468,0.3468,0.3291,0.3241,0,246.5,123.4,128.8,sh_dhw,1,0,,normal,,,
manufacturer_2,2,2026-07-08T12:00:00,2026-07-08T18:00:00,0.5715,47.49,0.5246,high,3-7d,0.7008,0.1441,0.1552,0.7008,0,344.7,145.3,75.4,sh_with_sub_circuits,0,0,p_net_meter_flow;s_hc1_supply_temperature;p_hc1_return_temperature,pre_fault,pump_degradation,127.0,3-7d
manufacturer_2,15,2026-04-11T12:00:00,2026-04-11T18:00:00,0.0689,9.51,0.0875,low,3-7d,0.3543,0.3065,0.3392,0.3543,0,324.8,50.6,8.1,sh,0,0,,normal,,,
manufacturer_2,11,2026-07-20T12:00:00,2026-07-20T18:00:00,0.0378,4.14,0.0578,low,3-7d,0.4226,0.2835,0.2939,0.4226,0,151.3,81.4,181.6,sh_dhw,1,0,,normal,,,
manufacturer_1,11,2026-06-22T06:00:00,2026-06-22T12:00:00,0.1199,1.91,0.0094,low,0-24h,0.3624,0.3624,0.303,0.3346,0,387.8,16.9,63.1,sh,0,0,,normal,,,
manufacturer_2,17,2026-04-08T06:00:00,2026-04-08T12:00:00,0.1026,16.81,0.1361,low,3-7d,0.4076,0.3335,0.2589,0.4076,0,29.1,62.3,193.6,sh,0,0,,normal,,,
manufacturer_2,1,2026-05-20T00:00:00,2026-05-20T06:00:00,0.5237,53.39,0.534,high,3-7d,0.6519,0.1733,0.1749,0.6519,0,58.4,173.6,9.0,sh_with_buffer_tank,0,1,p_net_supply_temperature;p_hc1_return_temperature;p_net_return_temperature,pre_fault,pump_degradation,142.0,3-7d
manufacturer_2,15,2026-06-13T18:00:00,2026-06-14T00:00:00,0.1489,9.01,0.0908,low,3-7d,0.3723,0.2885,0.3392,0.3723,0,146.1,191.8,182.7,sh_dhw,1,0,,normal,,,
manufacturer_1,17,2026-07-20T18:00:00,2026-07-21T00:00:00,0.0908,15.26,0.1232,low,1-3d,0.3674,0.3115,0.3674,0.3211,0,391.4,195.7,114.5,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_2,17,2026-05-05T00:00:00,2026-05-05T06:00:00,0.4746,46.12,0.481,high,3-7d,0.6427,0.1778,0.1795,0.6427,0,343.8,40.7,59.3,sh_with_sub_circuits,0,0,s_dhw_upper_storage_temperature;p_net_supply_temperature,pre_fault,pump_degradation,75.1,3-7d
manufacturer_2,18,2026-08-08T12:00:00,2026-08-08T18:00:00,0.8796,76.22,0.7783,high,0-24h,0.7615,0.7615,0.1091,0.1294,0,45.7,34.7,157.3,sh,0,0,s_dhw_supply_temperature;p_hc1_return_temperature;p_net_meter_flow,pre_fault,sensor_drift,13.2,0-24h
manufacturer_1,6,2026-08-01T12:00:00,2026-08-01T18:00:00,0.0581,8.53,0.1269,low,0-24h,0.4066,0.4066,0.2489,0.3445,0,66.8,92.8,140.0,sh_with_buffer_tank,0,1,,normal,,,
