source_id,final_class,target_class,source_event_id,fault_event_id,disturbance_row_id,substation_id,window_policy,window_start,window_end,coverage_rate,overlap_disturbance_count,normal_collision_count,hard_normal_tag,dataset,feature_set,feature_count,model,fold,y_true,probability_target,prediction_t0_45,prediction_t0_5,prediction_t0_55,prediction_t0_6,gate,training_dataset_id,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,outdoor_temperature__last_minus_first,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,p_net_meter_flow__last_1d_std_minus_prev_6d_std,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,p_return_gap__last_1d_mean_minus_prev_6d_mean,p_return_gap__last_minus_first,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,s_hc1_supply_temperature_error__last_minus_first,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,recomputed_sample_count,recomputed_expected_count,recomputed_coverage_rate,y,prediction_t0_4
normal_0012,normal,fault,12,,,19,normal_event_7d,2017-09-30 00:00:00,2017-10-07 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,2,0,0.236593293966,0,0,0,0,fault_gate,fault_no_overlap,5.41875,-5.74166666667,-4.8,-0.286805555556,0.189930555556,-279.05165746,-0.263362268519,0.453292824074,13.715,0.414583333333,-2.90457263511,-0.05,0.37337962963,1008,1008,1,0,
normal_0014,normal,fault,14,,,26,normal_event_7d,2019-12-08 00:00:00,2019-12-15 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,5,0,0.290442977008,0,0,0,0,fault_gate,fault_no_overlap,-0.0631944444444,-1.42861111111,2.79,2.1425,0.459849537037,-14.3704681322,1.33564814815,-0.875798611111,-12.83,0.503773148148,0.328357479973,-22.25,0.702853009259,1008,1008,1,0,
normal_0016,normal,fault,16,,,17,normal_event_7d,2017-10-15 00:00:00,2017-10-22 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,3,0,0.675064423144,1,1,1,1,fault_gate,fault_no_overlap,4.05347222222,-0.775,5.5,-0.532638888889,-0.820717592593,158.267323818,-0.0873796052632,0.251247695992,0.9628,-1.64953703704,0.406480453294,7.6,-2.51076388889,1008,1008,1,0,
normal_0017,normal,fault,17,,,2,normal_event_7d,2018-02-27 00:00:00,2018-03-06 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,4,0,0.191827103786,0,0,0,0,fault_gate,fault_no_overlap,2.56180555556,-1.39583333333,-3.65,0.293055555556,-0.16099537037,11.1482372636,-0.362268518519,0.201273148148,-2.15,1.19774305556,-0.299166472542,1.1,1.15856481481,1008,1008,1,0,
normal_0018,normal,fault,18,,,16,normal_event_7d,2018-11-30 00:00:00,2018-12-07 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,2,0,0.495512291948,1,0,0,0,fault_gate,fault_no_overlap,1.47777777778,-0.645833333333,-6.8,-4.06666666667,-0.328645833333,-1.46446973073,-0.608287037037,0.279641203704,0.456666666667,-0.0542824074074,-0.847200516544,0.15,0.00798611111111,1008,1008,1,0,
normal_0019,normal,fault,19,,,8,normal_event_7d,2018-02-01 00:00:00,2018-02-08 00:00:00,1,0,0,review_required_normal,fault_no_overlap,compact13,13,random_forest_balanced_depth3,3,0,0.711384097279,1,1,1,1,fault_gate,fault_no_overlap,-1.52152777778,-0.447222222222,3.25,1.44444444444,1.71915509259,14.7445654947,1.55498610533,-0.248312305741,11.3666666667,-2.13049768519,-0.664975929884,2.85,-2.20729166667,1008,1008,1,0,
normal_0021,normal,fault,21,,,1,normal_event_7d,2019-12-01 00:00:00,2019-12-08 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,1,0,0.236911503594,0,0,0,0,fault_gate,fault_no_overlap,1.6776712963,-2.13180555556,-2.0625,-1.4591875,6.14334441138,-86.8339452275,3.70903742284,2.43430698854,1.05,9.71842792383,-2.94830058207,-1.3475,9.58125414738,1008,1008,1,0,
normal_0022,normal,fault,22,,,5,normal_event_7d,2017-09-13 00:00:00,2017-09-20 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,3,0,0.440866004691,0,0,0,0,fault_gate,fault_no_overlap,0.86875,-0.388888888889,-2.85,0.0548611111111,-0.25630787037,-15.6475089784,0.454501358168,-0.709253734963,-0.55,-0.593402777778,-0.0998805452949,-2,0.251909722222,1008,1008,1,0,
normal_0025,normal,fault,25,,,20,normal_event_7d,2017-01-31 00:00:00,2017-02-07 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,2,0,0.17944939859,0,0,0,0,fault_gate,fault_no_overlap,0.366666666667,-1.27777777778,-2.35,3.95902777778,1.27800925926,32.2597635299,0.269791666667,1.00821759259,0.718333333333,1.87390046296,-0.0424637788852,-0.9,1.57638888889,1008,1008,1,0,
normal_0026,normal,fault,26,,,4,normal_event_7d,2018-02-19 00:00:00,2018-02-26 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,5,0,0.578170250858,1,1,1,0,fault_gate,fault_no_overlap,-0.325694444444,-1.98194444444,-2.4,2.12430555556,-0.103414351852,61.4505372762,-0.858671610721,0.705361208691,6.16666666667,0.0544560185185,0.945282680593,1.7,-0.277256944444,1008,1008,1,0,
normal_0027,normal,fault,27,,,12,normal_event_7d,2015-06-24 13:34:00,2015-07-01 13:34:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,4,0,0.670187162902,1,1,1,1,fault_gate,fault_no_overlap,-3.88541666667,2.69166666667,-0.6,-0.129166666667,0.0703125,2.76055368647,0.866898148148,-0.796585648148,-5.9,0.120138888889,-0.0602219212341,-0.3,-0.0305555555556,1008,1008,1,0,
normal_0028,normal,fault,28,,,7,normal_event_7d,2019-01-01 10:29:00,2019-01-08 10:29:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,1,0,0.793039207466,1,1,1,1,fault_gate,fault_no_overlap,-1.98958333333,1.51666666667,-3.4,-2.36666666667,1.63935185185,18.6961028819,0.619206116656,1.04250801209,10.6,2.85150462963,-1.49642247852,-0.7,2.80925925926,1008,1008,1,0,
normal_0030,normal,fault,30,,,16,normal_event_7d,2018-02-28 00:00:00,2018-03-07 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,2,0,0.143650944501,0,0,0,0,fault_gate,fault_no_overlap,3.02013888889,-5.02916666667,-11.25,1.15833333333,0.311863425926,-53.5904134039,0.548169448048,-0.205794167944,-3.525,0.00752314814814,-0.0475434747038,1.25,0,1008,1008,1,0,
normal_0031,normal,fault,31,,,3,normal_event_7d,2019-09-01 00:00:00,2019-09-08 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,1,0,0.225734624484,0,0,0,0,fault_gate,fault_no_overlap,2.03972222222,-1.0325,-1.61,1.79986111111,-1.4993287037,10.1866662361,-1.30140625,-0.197922453704,-0.16,0.425677083333,0.22384341028,9.47,-0.00508101851852,1008,1008,1,0,
normal_0033,normal,fault,33,,,3,normal_event_7d,2019-01-11 00:00:00,2019-01-18 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,1,0,0.445286296024,0,0,0,0,fault_gate,fault_no_overlap,3.51875,1.87916666667,-3.95,0.738888888889,1.50474537037,-226.273323748,1.56967592593,-0.0649305555556,-0.055,2.57112268519,-0.899710346099,-1.75,2.54068287037,1008,1008,1,0,
normal_0035,normal,fault,35,,,11,normal_event_7d,2017-10-31 00:00:00,2017-11-07 00:00:00,1,0,0,hard_normal_metadata,fault_no_overlap,compact13,13,random_forest_balanced_depth3,4,0,0.210050532053,0,0,0,0,fault_gate,fault_no_overlap,2.24027777778,-2.78888888889,-1.15,0.485416666667,1.30451388889,28.1631040521,-1.85889929742,3.12389653266,10.5666666667,3.09759837963,-0.398681541226,-20.2,12.4102430556,1008,1008,1,0,
normal_0039,normal,fault,39,,,15,normal_event_7d,2018-09-30 00:00:00,2018-10-07 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,2,0,0.132534942929,0,0,0,0,fault_gate,fault_no_overlap,3.73263888889,-2.27638888889,2.35,0.28125,0.336863425926,-51.7375557783,0.478587962963,-0.141724537037,-7.4,0.89375,-0.144258071763,-13.55,12.0385416667,1008,1008,1,0,
normal_0041,normal,fault,41,,,2,normal_event_7d,2016-09-16 00:00:00,2016-09-23 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,4,0,0.359333702893,0,0,0,0,fault_gate,fault_no_overlap,0.0881944444444,-0.641666666667,-4.6,1.42361111111,2.84635416667,42.6245997378,9.10011574074,-6.25376157407,2.93333333333,9.56157407407,-7.79660313904,-10.5,12.00625,1008,1008,1,0,
normal_0042,normal,fault,42,,,22,normal_event_7d,2019-11-01 00:00:00,2019-11-08 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,5,0,0.230182364848,0,0,0,0,fault_gate,fault_no_overlap,0.291451388889,-3.79865740741,-3.45,0.911002314815,-1.25903674769,33.9508510432,-0.18805941358,-1.0709773341,8.39,1.64185445602,0.668585126412,2.8,1.80510426312,1008,1008,1,0,
normal_0043,normal,fault,43,,,25,normal_event_7d,2020-04-05 00:00:00,2020-04-12 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,1,0,0.401948752147,0,0,0,0,fault_gate,fault_no_overlap,-1.19458333333,-5.36861111111,-2.86,3.04388888889,1.21057291667,-106.867068713,1.22476851852,-0.0141956018519,-2.5,0.468634259259,-0.0824921441647,-1.46,0.696730324074,1008,1008,1,0,
normal_0046,normal,fault,46,,,4,normal_event_7d,2018-06-19 00:00:00,2018-06-26 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,5,0,0.28226356536,0,0,0,0,fault_gate,fault_no_overlap,3.72986111111,-1.59444444444,1.05,0.0131944444444,0.961284722222,27.6192745724,0.273148148148,0.688136574074,2.56666666667,2.66556712963,-1.12510792599,6.2,-0.3859375,1008,1008,1,0,
normal_0048,normal,fault,48,,,11,normal_event_7d,2016-09-30 00:00:00,2016-10-07 00:00:00,1,0,0,hard_normal_metadata,fault_no_overlap,compact13,13,random_forest_balanced_depth3,4,0,0.308381115831,0,0,0,0,fault_gate,fault_no_overlap,3.34513888889,-2.8125,-2.55,-0.365972222222,-2.12563657407,15.918338714,-3.54582887499,1.38264696586,-11.55,1.87540509259,1.98176290037,-4.5,1.22256944444,1008,1008,1,0,
normal_0050,normal,fault,50,,,17,normal_event_7d,2016-11-09 00:00:00,2016-11-16 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,3,0,0.174446866669,0,0,0,0,fault_gate,fault_no_overlap,1.04652777778,-3.4,-2.25,0.111111111111,-0.0802662037037,68.8050058847,0.0230539177149,-0.112329337002,0.878333333333,-0.126446759259,0.130606488645,0.85,0.353356481481,1008,1008,1,0,
normal_0051,normal,fault,51,,,20,normal_event_7d,2020-04-01 00:00:00,2020-04-08 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,2,0,0.326185302991,0,0,0,0,fault_gate,fault_no_overlap,5.03819444444,-2.77333333333,0.36,-5.85722222222,-0.0540162037037,28.9480606997,0.231018518519,-0.285034722222,2.42,-0.469340277778,0.344171688985,-0.2,-0.517424768519,1008,1008,1,0,
normal_0054,normal,fault,54,,,22,normal_event_7d,2020-03-14 00:00:00,2020-03-21 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,5,0,0.251850185527,0,0,0,0,fault_gate,fault_no_overlap,-0.0254166666667,-3.54638888889,-4.8,0.541157407407,3.2900462963,-26.0042703859,0.165316358025,3.12472993827,15.58,3.12768036265,-0.165598288229,-3.67,2.86987172068,1008,1008,1,0,
normal_0055,normal,fault,55,,,23,normal_event_7d,2017-10-06 00:00:00,2017-10-13 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,1,0,0.328377985223,0,0,0,0,fault_gate,fault_no_overlap,-0.000694444444443,-2.45555555556,1.25,2.13819444444,-2.13657407407,-299.368791921,1.72514467593,-3.86171875,-23.7366666667,-2.63917824074,-1.22217189673,4.95,-2.49079861111,1008,1008,1,0,
normal_0056,normal,fault,56,,,2,normal_event_7d,2018-11-29 00:00:00,2018-12-06 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,4,0,0.402024374799,0,0,0,0,fault_gate,fault_no_overlap,0.588888888889,-0.106944444444,-3.6,4.62777777778,3.96030092593,-41.9431412817,3.8946678522,-0.720587480407,-1.11666666667,5.00364583333,-0.470499456651,-0.8,5.05555555556,1008,1008,1,0,
normal_0058,normal,fault,58,,,5,normal_event_7d,2018-02-28 00:00:00,2018-03-07 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,3,0,0.321500937059,0,0,0,0,fault_gate,fault_no_overlap,1.16458333333,-0.319444444444,-5.75,3.44305555556,2.60538194444,-5.91559525452,0.712016978923,1.90442362737,10.7166666667,1.1197337963,-3.11311986365,1.05,0.99681712963,1008,1008,1,0,
normal_0059,normal,fault,59,,,22,normal_event_7d,2019-01-31 00:00:00,2019-02-07 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,5,0,0.46320845198,1,0,0,0,fault_gate,fault_no_overlap,-0.0277777777778,-0.127777777778,-1.35,0.754861111111,0.550405092593,-35.1612811334,-0.229739043411,1.48939859136,-5.65,0.623148148148,-3.47039658796,-1.05,0.398148148148,1008,1008,1,0,
normal_0061,normal,fault,61,,,14,normal_event_7d,2019-12-05 00:00:00,2019-12-12 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,5,0,0.381260473969,0,0,0,0,fault_gate,fault_no_overlap,-0.222777777778,-2.19361111111,-6.04,-4.08722222222,1.01416087963,-44.3085074486,0.966435185185,0.0477256944444,1.78,1.3454224537,-1.6853112869,1.21,1.65130208333,1008,1008,1,0,
normal_0066,normal,fault,66,,,19,normal_event_7d,2017-06-14 00:00:00,2017-06-21 00:00:00,1,0,0,,fault_no_overlap,compact13,13,random_forest_balanced_depth3,2,0,0.176946932617,0,0,0,0,fault_gate,fault_no_overlap,6.32361111111,-2.76527777778,-2.7,1.50069444444,0.807523148148,158.19922408,-2.16240162037,2.96992476852,-1.30333333333,0.648900462963,0.429218811703,-0.25,0.9515625,1008,1008,1,0,
normal_0068,normal,fault,68,,,13,normal_event_7d,2019-12-20 00:00:00,2019-12-27 00:00:00,1,0,0,review_required_normal,fault_no_overlap,compact13,13,random_forest_balanced_depth3,4,0,0.697809120009,1,1,1,1,fault_gate,fault_no_overlap,-2.60694444444,-2.34611111111,3.22,2.74055555556,-3.1499537037,-222.574530131,-0.784722222222,-2.36523148148,-1.2,-4.05571759259,-3.23794799324,-0.79,-4.06821759259,1008,1008,1,0,
disturbance_0017_task_post_1d,task,task,,,17,5,task_post_1d,2020-02-04 17:03:02,2020-02-05 17:03:02,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,4,1,0.98508301761,,1,,1,task_gate,task_post_1d,-0.661944444444,0.123333333333,-1.33,-0.52625,,,,,6.13,,,-0.14,,144,144,1,1,1
disturbance_0019_task_post_1d,task,task,,,19,6,task_post_1d,2019-04-17 06:49:46,2019-04-18 06:49:46,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,2,1,0.948105461674,,1,,1,task_gate,task_post_1d,-1.78915277778,-1.34472222222,0.065,-3.68655555556,,,,,-2.82,,,-2.125,,144,144,1,1,1
disturbance_0032_task_post_1d,task,task,,,32,7,task_post_1d,2017-12-08 10:17:10,2017-12-09 10:17:10,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,4,1,0.96428391871,,1,,1,task_gate,task_post_1d,-1.25347222222,-0.926388888889,-2.1,-0.941666666667,,,,,11.7166666667,,,-1.2,,144,144,1,1,1
disturbance_0034_task_post_1d,task,task,,,34,7,task_post_1d,2019-01-10 06:13:18,2019-01-11 06:13:18,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,4,1,0.987460121987,,1,,1,task_gate,task_post_1d,-1.64583333333,-0.795833333333,-2.85,0.390972222222,,,,,-0.166666666667,,,-0.35,,144,144,1,1,1
disturbance_0039_task_post_1d,task,task,,,39,8,task_post_1d,2018-04-30 05:45:07,2018-05-01 05:45:07,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,1,1,0.964963688801,,1,,1,task_gate,task_post_1d,-2.47777777778,-0.945833333333,-3.9,0.289583333333,,,,,8.95,,,2.85,,144,144,1,1,1
disturbance_0042_task_post_1d,task,task,,,42,9,task_post_1d,2020-02-25 14:11:43,2020-02-26 14:11:43,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,1,1,0.985878675992,,1,,1,task_gate,task_post_1d,-0.3571875,2.67946759259,0.96,9.76506944444,,,,,-0.15,,,-0.1,,144,144,1,1,1
disturbance_0052_task_post_1d,task,task,,,52,11,task_post_1d,2018-07-02 15:02:04,2018-07-03 15:02:04,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,5,1,0.986154486824,,1,,1,task_gate,task_post_1d,-3.18333333333,6.88333333333,-2.6,-0.291666666667,,,,,1.9,,,0.3,,144,144,1,1,1
disturbance_0054_task_post_1d,task,task,,,54,11,task_post_1d,2018-11-26 05:56:59,2018-11-27 05:56:59,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,5,1,0.979621153491,,1,,1,task_gate,task_post_1d,-2.06111111111,-0.602777777778,-2.6,-0.722916666667,,,,,1.33333333333,,,-0.3,,144,144,1,1,1
disturbance_0056_task_post_1d,task,task,,,56,11,task_post_1d,2019-01-14 16:29:40,2019-01-15 16:29:40,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,5,1,0.982172060981,,1,,1,task_gate,task_post_1d,-0.914583333333,3.37638888889,-1.3,1.64444444444,,,,,4.65,,,4.45,,144,144,1,1,1
disturbance_0066_task_post_1d,task,task,,,66,13,task_post_1d,2020-05-27 14:42:13,2020-05-28 14:42:13,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,5,1,0.943257142515,,1,,1,task_gate,task_post_1d,-2.20986111111,1.47166666667,-6.02,9.17777777778,,,,,13.24,,,-45.5,,144,144,1,1,1
disturbance_0073_task_post_1d,task,task,,,73,14,task_post_1d,2018-05-11 13:59:12,2018-05-12 13:59:12,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,2,1,0.977159814729,,1,,1,task_gate,task_post_1d,-2.20347222222,2.59861111111,-2.05,-2.15972222222,,,,,-5.59666666667,,,0.25,,144,144,1,1,1
disturbance_0075_task_post_1d,task,task,,,75,14,task_post_1d,2018-10-01 09:58:24,2018-10-02 09:58:24,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,2,1,0.948772128341,,1,,1,task_gate,task_post_1d,-5.22430555556,-1.35416666667,-1.15,-2.02569444444,,,,,-1.65833333333,,,-0.8,,144,144,1,1,1
disturbance_0081_task_post_1d,task,task,,,81,16,task_post_1d,2017-07-31 17:35:18,2017-08-01 17:35:18,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,3,1,0.987040362879,,1,,1,task_gate,task_post_1d,-2.58125,-0.129166666667,-9.3,-0.61875,,,,,0.348333333333,,,0.2,,144,144,1,1,1
disturbance_0085_task_post_1d,task,task,,,85,17,task_post_1d,2019-01-12 11:20:31,2019-01-13 11:20:31,1,2,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,1,1,0.958118450706,,1,,1,task_gate,task_post_1d,-2.31180555556,-0.980555555556,-4.75,1.85555555556,,,,,3.445,,,7.2,,144,144,1,1,1
disturbance_0086_task_post_1d,task,task,,,86,17,task_post_1d,2019-01-12 11:20:32,2019-01-13 11:20:32,1,1,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,1,1,0.958118450706,,1,,1,task_gate,task_post_1d,-2.31180555556,-0.980555555556,-4.75,1.85555555556,,,,,3.445,,,7.2,,144,144,1,1,1
disturbance_0087_task_post_1d,task,task,,,87,17,task_post_1d,2019-01-12 11:20:33,2019-01-13 11:20:33,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,1,1,0.958118450706,,1,,1,task_gate,task_post_1d,-2.31180555556,-0.980555555556,-4.75,1.85555555556,,,,,3.445,,,7.2,,144,144,1,1,1
disturbance_0094_task_post_1d,task,task,,,94,18,task_post_1d,2019-04-24 11:25:46,2019-04-25 11:25:46,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,3,1,0.899483561655,,1,,1,task_gate,task_post_1d,0.0905555555556,6.25222222222,1.04,1.86152777778,,,,,2.69,,,0.51,,144,144,1,1,1
disturbance_0098_task_post_1d,task,task,,,98,19,task_post_1d,2018-11-22 06:41:58,2018-11-23 06:41:58,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,2,1,0.976684395858,,1,,1,task_gate,task_post_1d,-4.83611111111,-0.566666666667,-4.4,2.45138888889,,,,,0.115,,,-0.3,,144,144,1,1,1
disturbance_0100_task_post_1d,task,task,,,100,19,task_post_1d,2019-10-08 15:43:59,2019-10-09 15:43:59,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,2,1,0.986428663935,,1,,1,task_gate,task_post_1d,-1.8075,0.456666666667,-1.96,1.92402777778,,,,,-0.62,,,0.49,,144,144,1,1,1
disturbance_0101_task_post_1d,task,task,,,101,19,task_post_1d,2019-10-18 12:40:52,2019-10-19 12:40:52,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,2,1,0.989912790919,,1,,1,task_gate,task_post_1d,-0.943055555556,6.91083333333,1.5,6.66944444444,,,,,0.09,,,-0.29,,144,144,1,1,1
disturbance_0103_task_post_1d,task,task,,,103,19,task_post_1d,2019-12-06 10:34:43,2019-12-07 10:34:43,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,2,1,0.873226781321,,1,,1,task_gate,task_post_1d,,,,5.41263888889,,,,,-3.56,,,-0.6,,144,144,1,1,1
disturbance_0104_task_post_1d,task,task,,,104,19,task_post_1d,2019-12-15 20:50:08,2019-12-16 20:50:08,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,2,1,0.87276094481,,1,,1,task_gate,task_post_1d,,,,-3.57986111111,,,,,-0.07,,,0.16,,144,144,1,1,1
disturbance_0110_task_post_1d,task,task,,,110,20,task_post_1d,2019-02-22 06:05:16,2019-02-23 06:05:16,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,3,1,0.974965133298,,1,,1,task_gate,task_post_1d,-1.29791666667,-1.47083333333,-1.1,-1.84791666667,,,,,1.28666666667,,,-0.4,,144,144,1,1,1
disturbance_0111_task_post_1d,task,task,,,111,20,task_post_1d,2019-03-07 16:36:28,2019-03-08 16:36:28,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,3,1,0.902015170851,,1,,1,task_gate,task_post_1d,0.937222222222,3.60972222222,0.49,3.99125,,,,,9.38,,,-0.2,,144,144,1,1,1
disturbance_0120_task_post_1d,task,task,,,120,21,task_post_1d,2018-10-02 13:07:52,2018-10-03 13:07:52,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,1,1,0.964549795518,,1,,1,task_gate,task_post_1d,-1.99375,2.025,2.4,0.26875,,,,,3.63166666667,,,-2,,144,144,1,1,1
disturbance_0122_task_post_1d,task,task,,,122,21,task_post_1d,2019-01-21 20:10:43,2019-01-22 20:10:43,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,1,1,0.955265733973,,1,,1,task_gate,task_post_1d,0.709027777778,0.141666666667,-0.65,11.5798611111,,,,,1.82166666667,,,-0.95,,144,144,1,1,1
disturbance_0124_task_post_1d,task,task,,,124,21,task_post_1d,2019-01-29 17:26:09,2019-01-30 17:26:09,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,1,1,0.942841327611,,1,,1,task_gate,task_post_1d,1.86319444444,0.130555555556,2.5,1.93888888889,,,,,-0.383333333333,,,-0.4,,144,144,1,1,1
disturbance_0126_task_post_1d,task,task,,,126,21,task_post_1d,2019-10-23 07:40:23,2019-10-24 07:40:23,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,1,1,0.962812988412,,1,,1,task_gate,task_post_1d,-0.329027777778,-0.451944444444,2.79,-1.73416666667,,,,,1.83,,,-0.65,,144,144,1,1,1
disturbance_0137_task_post_1d,task,task,,,137,24,task_post_1d,2018-11-01 07:18:16,2018-11-02 07:18:16,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,3,1,0.941953738363,,1,,1,task_gate,task_post_1d,-1.64791666667,-1.66388888889,-2.3,-0.0590277777778,,,,,0.366666666667,,,-1.35,,144,144,1,1,1
disturbance_0138_task_post_1d,task,task,,,138,26,task_post_1d,2018-10-24 10:54:58,2018-10-25 10:54:58,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,3,1,0.986852836272,,1,,1,task_gate,task_post_1d,-1.58541666667,0.526111111111,0.53,2.24097222222,,,,,6.4,,,1.74,,144,144,1,1,1
disturbance_0139_task_post_1d,task,task,,,139,26,task_post_1d,2018-10-26 07:00:27,2018-10-27 07:00:27,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,3,1,0.893118447204,,1,,1,task_gate,task_post_1d,1.47680555556,1.14166666667,2.74,-1.61451388889,,,,,2.64,,,0.36,,144,144,1,1,1
disturbance_0140_task_post_1d,task,task,,,140,26,task_post_1d,2020-03-11 15:31:31,2020-03-12 15:31:31,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,3,1,0.849216824916,,1,,1,task_gate,task_post_1d,2.76194444444,9.35888888889,1.08,0.875208333333,,,,,-12.53,,,5.63,,144,144,1,1,1
disturbance_0142_task_post_1d,task,task,,,142,27,task_post_1d,2019-11-27 06:52:10,2019-11-28 06:52:10,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,5,1,0.958794600061,,1,,1,task_gate,task_post_1d,-0.609652777778,-0.0620833333333,0.1,-4.86631944444,,,,,-5.25,,,0.03,,144,144,1,1,1
disturbance_0145_task_post_1d,task,task,,,145,27,task_post_1d,2020-04-01 07:10:21,2020-04-02 07:10:21,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,5,1,0.975952907762,,1,,1,task_gate,task_post_1d,-2.26416666667,-0.589444444444,0.45,5.82618055556,,,,,-3.21,,,-0.08,,144,144,1,1,1
disturbance_0148_task_post_1d,task,task,,,148,28,task_post_1d,2019-10-07 21:10:18,2019-10-08 21:10:18,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,4,1,0.84290537468,,1,,1,task_gate,task_post_1d,0.845381944444,-2.06243055556,2.05,19.8391666667,,,,,-0.05,,,0.7,,144,144,1,1,1
disturbance_0150_task_post_1d,task,task,,,150,28,task_post_1d,2020-01-14 06:47:32,2020-01-15 06:47:32,1,0,0,,task_post_1d,compact13,13,random_forest_balanced_depth3,4,1,0.985398877825,,1,,1,task_gate,task_post_1d,-1.46368055556,0.659444444444,-1.78,0.881388888889,,,,,-0.01,,,-0.84,,144,144,1,1,1
