column_name,dtype,feature_family,selection_split_column,selection_split_value,missing_rate_train,unique_count_train,selected_for_baseline,exclusion_reason,manufacturer_1_non_null_rate_train,manufacturer_2_non_null_rate_train
sensor_error_candidate_count,int64,sensor_numeric,split_regime_based,train,0.0,1,False,constant_feature,1.0,1.0
p_hc1_control_valve_position_setpoint__delta,float64,sensor_numeric,split_regime_based,train,0.5215827338129496,124,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,1.0
p_hc1_control_valve_position_setpoint__first,float64,sensor_numeric,split_regime_based,train,0.5215827338129496,97,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,1.0
p_hc1_control_valve_position_setpoint__last,float64,sensor_numeric,split_regime_based,train,0.5215827338129496,97,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,1.0
p_hc1_control_valve_position_setpoint__max,float64,sensor_numeric,split_regime_based,train,0.5215827338129496,83,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,1.0
p_hc1_control_valve_position_setpoint__mean,float64,sensor_numeric,split_regime_based,train,0.5215827338129496,660,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,1.0
p_hc1_control_valve_position_setpoint__min,float64,sensor_numeric,split_regime_based,train,0.5215827338129496,100,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,1.0
p_hc1_control_valve_position_setpoint__missing_count,float64,sensor_numeric,split_regime_based,train,0.5215827338129496,2,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,1.0
p_hc1_control_valve_position_setpoint__missing_rate,float64,sensor_numeric,split_regime_based,train,0.5215827338129496,2,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,1.0
p_hc1_control_valve_position_setpoint__std,float64,sensor_numeric,split_regime_based,train,0.5215827338129496,746,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,1.0
p_dhw_control_valve_position__delta,float64,sensor_numeric,split_regime_based,train,0.7751798561151079,70,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,0.4699248120300752
p_dhw_control_valve_position__first,float64,sensor_numeric,split_regime_based,train,0.7751798561151079,78,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,0.4699248120300752
p_dhw_control_valve_position__last,float64,sensor_numeric,split_regime_based,train,0.7751798561151079,76,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,0.4699248120300752
p_dhw_control_valve_position__max,float64,sensor_numeric,split_regime_based,train,0.7751798561151079,82,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,0.4699248120300752
p_dhw_control_valve_position__mean,float64,sensor_numeric,split_regime_based,train,0.7751798561151079,301,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,0.4699248120300752
p_dhw_control_valve_position__min,float64,sensor_numeric,split_regime_based,train,0.7751798561151079,70,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,0.4699248120300752
p_dhw_control_valve_position__missing_count,float64,sensor_numeric,split_regime_based,train,0.7751798561151079,2,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,0.4699248120300752
p_dhw_control_valve_position__missing_rate,float64,sensor_numeric,split_regime_based,train,0.7751798561151079,2,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,0.4699248120300752
p_dhw_control_valve_position__std,float64,sensor_numeric,split_regime_based,train,0.7751798561151079,322,False,missing_rate_gt_0.50|missing_in_one_manufacturer,0.0,0.4699248120300752
p_dhw_return_temperature__delta,float64,sensor_numeric,split_regime_based,train,0.8639088729016786,187,False,missing_rate_gt_0.50,0.18620689655172415,0.08145363408521303
p_dhw_return_temperature__first,float64,sensor_numeric,split_regime_based,train,0.8639088729016786,132,False,missing_rate_gt_0.50,0.18620689655172415,0.08145363408521303
p_dhw_return_temperature__last,float64,sensor_numeric,split_regime_based,train,0.8639088729016786,169,False,missing_rate_gt_0.50,0.18620689655172415,0.08145363408521303
p_dhw_return_temperature__max,float64,sensor_numeric,split_regime_based,train,0.8639088729016786,103,False,missing_rate_gt_0.50,0.18620689655172415,0.08145363408521303
p_dhw_return_temperature__mean,float64,sensor_numeric,split_regime_based,train,0.8639088729016786,225,False,missing_rate_gt_0.50,0.18620689655172415,0.08145363408521303
p_dhw_return_temperature__min,float64,sensor_numeric,split_regime_based,train,0.8639088729016786,167,False,missing_rate_gt_0.50,0.18620689655172415,0.08145363408521303
p_dhw_return_temperature__missing_count,float64,sensor_numeric,split_regime_based,train,0.8639088729016786,2,False,missing_rate_gt_0.50,0.18620689655172415,0.08145363408521303
p_dhw_return_temperature__missing_rate,float64,sensor_numeric,split_regime_based,train,0.8639088729016786,2,False,missing_rate_gt_0.50,0.18620689655172415,0.08145363408521303
p_dhw_return_temperature__std,float64,sensor_numeric,split_regime_based,train,0.8639088729016786,228,False,missing_rate_gt_0.50,0.18620689655172415,0.08145363408521303
